dtm,MIP,Solar_MW,Solar_installedcapacity_mwp,Solar_capacity_mwp,Wind_MW,SS_Price,boa_MWh,DA_Price
2024-01-19T16:00:00Z,74.6,7.78214246,2609.2005109,2448.3500868,786.2439999999999,78.91,0.0,83.87
2024-01-19T16:30:00Z,79.88,0.0,2609.2005109,2448.3500868,762.564,100.0,0.0,83.87
2024-01-19T17:00:00Z,79.36,0.0,2609.2005109,2448.3500868,517.204,95.60818,0.0,77.51
2024-01-19T17:30:00Z,81.55,0.0,2609.2005109,2448.3500868,503.664,89.73,0.0,77.51
2024-01-19T18:00:00Z,81.69,0.0,2609.2005109,2448.3500868,512.864,81.7,0.0,72.96
2024-01-19T18:30:00Z,77.42,0.0,2609.2005109,2448.3500868,514.8240000000001,75.07,0.0,72.96
2024-01-19T19:00:00Z,71.56,0.0,2609.2005109,2448.3500868,513.0840000000001,70.2,0.0,69.41
2024-01-19T19:30:00Z,72.43,0.0,2609.2005109,2448.3500868,498.884,82.25,0.0,69.41
2024-01-19T20:00:00Z,65.69,0.0,2609.2005109,2448.3500868,510.8440000000001,53.51,0.0,69.26
2024-01-19T20:30:00Z,63.33,0.0,2609.2005109,2448.3500868,515.864,53.57,0.0,69.26
2024-01-19T21:00:00Z,70.46,0.0,2609.2005109,2448.3500868,499.96400000000006,92.0,0.0,62.21
2024-01-19T21:30:00Z,69.16,0.0,2609.2005109,2448.3500868,500.064,90.0,0.0,62.21
2024-01-19T22:00:00Z,64.44,0.0,2609.2005109,2448.3500868,517.604,53.51,0.0,67.98
2024-01-19T22:30:00Z,64.92,0.0,2609.2005109,2448.3500868,512.804,64.92,0.0,67.98
2024-01-19T23:00:00Z,62.79,0.0,2609.2005109,2448.3500868,508.924,86.5,0.0,64.04
2024-01-19T23:30:00Z,65.16,0.0,2609.2005109,2448.2929605,530.144,85.5,0.0,64.04
2024-01-20T00:00:00Z,66.07,0.0,2609.2005109,2448.2929583,516.844,84.9,0.0,64.74
2024-01-20T00:30:00Z,70.89,0.0,2609.2005109,2448.2929583,522.044,85.5,0.0,64.74
2024-01-20T01:00:00Z,65.1,0.0,2609.2005109,2448.2929583,522.366,84.1,0.0,56.86
2024-01-20T01:30:00Z,63.89,0.0,2609.2005109,2448.2929583,703.838,84.1,0.0,56.86
2024-01-20T02:00:00Z,62.53,0.0,2609.2005109,2448.2929583,786.2180000000001,25.0,0.0,55.02
2024-01-20T02:30:00Z,55.19,0.0,2609.2005109,2448.2929583,783.758,25.0,0.0,55.02
2024-01-20T03:00:00Z,59.75,0.0,2609.2005109,2448.2929583,763.098,85.2,0.0,55.89
2024-01-20T03:30:00Z,58.21,0.0,2609.2005109,2448.2929583,792.3979999999999,53.62,0.0,55.89
2024-01-20T04:00:00Z,58.21,0.0,2609.2005109,2448.2929583,776.898,53.62,0.0,57.97
2024-01-20T04:30:00Z,59.08,0.0,2609.2005109,2448.2929583,768.998,85.0,0.0,57.97
2024-01-20T05:00:00Z,63.06,0.0,2609.2005109,2448.2929583,777.3779999999999,63.06,0.0,63.44
2024-01-20T05:30:00Z,55.52,0.0,2609.2005109,2448.2929583,792.778,30.0,0.0,63.44
2024-01-20T06:00:00Z,62.06,0.0,2609.2005109,2448.2929583,782.12,85.2,0.0,65.71
2024-01-20T06:30:00Z,65.51,0.0,2609.2005109,2448.2929583,775.3599999999999,85.2,0.0,65.71
2024-01-20T07:00:00Z,72.9,0.0,2609.2005109,2448.2929583,783.8,72.9,0.0,71.76
2024-01-20T07:30:00Z,68.53,0.0,2609.2005109,2448.2929583,797.918,68.53,0.0,71.76
2024-01-20T08:00:00Z,64.24,8.1530961,2609.2005109,2448.2929583,800.38,64.24,0.0,71.08
2024-01-20T08:30:00Z,80.99,55.318687,2609.2005109,2448.2929583,782.34,93.0,0.0,71.08
2024-01-20T09:00:00Z,79.11,107.644487,2609.2005109,2448.2929583,676.1600000000001,85.0,0.0,66.68
2024-01-20T09:30:00Z,79.34,180.92579,2609.2005109,2448.2929583,527.02,85.0,0.0,66.68
2024-01-20T10:00:00Z,71.8,281.758854,2609.2005109,2448.2929583,523.6,85.0,0.0,66.42
2024-01-20T10:30:00Z,75.19,365.020723,2609.2005109,2448.2929583,519.7,85.0,0.0,66.42
2024-01-20T11:00:00Z,72.14,394.743507,2609.2005109,2448.2929583,516.94,85.0,0.0,64.45
2024-01-20T11:30:00Z,72.77,364.39156,2609.2005109,2448.2929583,518.0,85.0,0.0,64.45
2024-01-20T12:00:00Z,65.04,361.981654,2609.2005109,2448.2929583,514.94,83.0,0.0,63.06
2024-01-20T12:30:00Z,65.14,355.211837,2609.2005109,2448.2929583,510.4,83.0,0.0,63.06
2024-01-20T13:00:00Z,63.92,305.406495,2609.2005109,2448.2929583,530.22,56.0,0.0,64.99
2024-01-20T13:30:00Z,64.29,258.400467,2609.2005109,2448.2929583,504.74,94.3,0.0,64.99
2024-01-20T14:00:00Z,71.18,227.527521,2609.2005109,2448.2929583,505.56,93.9,0.0,68.19
2024-01-20T14:30:00Z,66.98,189.764255,2609.2005109,2448.2929583,520.96,93.9,0.0,68.19
2024-01-20T15:00:00Z,76.49,114.6949304,2609.2005109,2448.2929583,517.46,93.9,0.0,77.1
2024-01-20T15:30:00Z,75.88,44.0850061,2609.2005109,2448.2929583,530.3,93.9,0.0,77.1
2024-01-20T16:00:00Z,77.88,2.91535511,2609.2005109,2448.2929583,525.12,94.3,0.0,84.54
2024-01-20T16:30:00Z,81.68,0.0,2609.2005109,2448.2929583,519.6600000000001,94.3,0.0,84.54
2024-01-20T17:00:00Z,83.55,0.0,2609.2005109,2448.2929583,523.92,94.3,0.0,80.45
2024-01-20T17:30:00Z,82.88,0.0,2609.2005109,2448.2929583,516.64,94.3,0.0,80.45
2024-01-20T18:00:00Z,79.81,0.0,2609.2005109,2448.2929583,508.28,94.3,0.0,71.12
2024-01-20T18:30:00Z,72.88,0.0,2609.2005109,2448.2929583,508.04,93.9,0.0,71.12
2024-01-20T19:00:00Z,71.39,0.0,2609.2005109,2448.2929583,513.2,93.9,0.0,66.99
2024-01-20T19:30:00Z,69.02,0.0,2609.2005109,2448.2929583,522.54,93.5,0.0,66.99
2024-01-20T20:00:00Z,69.3,0.0,2609.2005109,2448.2929583,516.28,92.0,0.0,66.15
2024-01-20T20:30:00Z,68.6,0.0,2609.2005109,2448.2929583,522.9000000000001,83.0,0.0,66.15
2024-01-20T21:00:00Z,64.42,0.0,2609.2005109,2448.2929583,517.54,82.5,0.0,60.71
2024-01-20T21:30:00Z,63.69,0.0,2609.2005109,2448.2929583,498.04,82.0,0.0,60.71
2024-01-20T22:00:00Z,66.12,0.0,2609.2005109,2448.2929583,510.3,81.5,0.0,56.98
2024-01-20T22:30:00Z,59.77,0.0,2609.2005109,2448.2929583,523.94,59.77,0.0,56.98
2024-01-20T23:00:00Z,63.84,0.0,2609.2005109,2448.2929583,526.1,81.95,0.0,51.48
2024-01-20T23:30:00Z,61.72,0.0,2609.2005109,2448.235801,510.94,81.95,0.0,51.48
2024-01-21T00:00:00Z,55.65,0.0,2609.2005109,2448.235799,513.02,81.95,0.0,47.66
2024-01-21T00:30:00Z,64.41,0.0,2609.2005109,2448.235799,521.7,85.95,0.0,47.66
2024-01-21T01:00:00Z,61.8,0.0,2609.2005109,2448.235799,510.6,85.95,0.0,43.65
2024-01-21T01:30:00Z,56.41,0.0,2609.2005109,2448.235799,513.16,56.41,0.0,43.65
2024-01-21T02:00:00Z,57.98,0.0,2609.2005109,2448.235799,529.02,81.25,0.0,40.18
2024-01-21T02:30:00Z,55.52,0.0,2609.2005109,2448.235799,533.38,84.95,0.0,40.18
2024-01-21T03:00:00Z,53.74,0.0,2609.2005109,2448.235799,521.96,81.25,0.0,36.39
2024-01-21T03:30:00Z,55.91,0.0,2609.2005109,2448.235799,513.758,81.25,0.0,36.39
2024-01-21T04:00:00Z,60.33,0.0,2609.2005109,2448.235799,535.4780000000001,85.9,0.0,35.4
2024-01-21T04:30:00Z,61.1,0.0,2609.2005109,2448.235799,507.878,85.9,0.0,35.4
2024-01-21T05:00:00Z,59.05,0.0,2609.2005109,2448.235799,492.64,82.25,0.0,37.43
2024-01-21T05:30:00Z,56.73,0.0,2609.2005109,2448.235799,519.698,34.75,0.0,37.43
2024-01-21T06:00:00Z,53.09,0.0,2609.2005109,2448.235799,508.658,33.9,0.0,40.39
2024-01-21T06:30:00Z,55.5,0.0,2609.2005109,2448.235799,499.9,55.5,0.0,40.39
2024-01-21T07:00:00Z,63.99,0.0,2609.2005109,2448.235799,495.86,81.0,0.0,44.58
2024-01-21T07:30:00Z,67.02,0.0,2609.2005109,2448.235799,504.698,81.0,0.0,44.58
2024-01-21T08:00:00Z,47.26,4.7433200815,2609.2005109,2448.235799,526.738,0.0,0.0,51.89
2024-01-21T08:30:00Z,64.96,48.2490319,2609.2005109,2448.235799,516.758,81.0,0.0,51.89
2024-01-21T09:00:00Z,57.91,110.55652,2609.2005109,2448.235799,519.5,43.48,0.0,61.4
2024-01-21T09:30:00Z,67.29,165.088272,2609.2005109,2448.235799,501.2000000000001,81.0,0.0,61.4
2024-01-21T10:00:00Z,69.24,198.51463,2609.2005109,2448.235799,532.4,81.0,0.0,70.37
2024-01-21T10:30:00Z,69.56,257.01041,2609.2005109,2448.235799,526.44,81.0,0.0,70.37
2024-01-21T11:00:00Z,72.43,270.706735,2609.2005109,2448.235799,531.28,82.25,0.0,71.11
2024-01-21T11:30:00Z,76.04,285.089514,2609.2005109,2448.235799,519.56,84.85,0.0,71.11
2024-01-21T12:00:00Z,78.02,317.329562,2609.2005109,2448.235799,512.72,82.25,0.0,70.1
2024-01-21T12:30:00Z,77.93,303.99943,2609.2005109,2448.235799,518.64,81.0,0.0,70.1
2024-01-21T13:00:00Z,75.97,384.369841,2609.2005109,2448.235799,529.22,81.0,0.0,65.74
2024-01-21T13:30:00Z,75.05,366.932317,2609.2005109,2448.235799,522.74,81.0,0.0,65.74
2024-01-21T14:00:00Z,73.43,197.756394,2609.2005109,2448.235799,529.9200000000001,81.0,0.0,66.85
2024-01-21T14:30:00Z,72.51,98.3688733,2609.2005109,2448.235799,516.9,81.0,0.0,66.85
2024-01-21T15:00:00Z,72.76,50.8461862,2609.2005109,2448.235799,531.76,81.0,0.0,65.95
2024-01-21T15:30:00Z,72.55,23.1470315,2609.2005109,2448.235799,519.9200000000001,86.4,0.0,65.95
2024-01-21T16:00:00Z,75.25,0.780954682,2609.2005109,2448.235799,527.0,86.4,0.0,82.11
2024-01-21T16:30:00Z,85.11,0.0,2609.2005109,2448.235799,532.28,90.9,0.0,82.11
2024-01-21T17:00:00Z,93.5,0.0,2609.2005109,2448.235799,521.86,90.9,0.0,83.98
2024-01-21T17:30:00Z,93.79,0.0,2609.2005109,2448.235799,514.5,90.9,0.0,83.98
2024-01-21T18:00:00Z,88.75,0.0,2609.2005109,2448.235799,518.9,90.9,0.0,69.4
2024-01-21T18:30:00Z,87.56,0.0,2609.2005109,2448.235799,519.48,90.9,0.0,69.4
2024-01-21T19:00:00Z,86.78,0.0,2609.2005109,2448.235799,523.9200000000001,90.9,0.0,68.46
2024-01-21T19:30:00Z,87.18,0.0,2609.2005109,2448.235799,518.44,90.9,0.0,68.46
2024-01-21T20:00:00Z,88.39,0.0,2609.2005109,2448.235799,527.74,91.1,0.0,68.95
2024-01-21T20:30:00Z,86.63,0.0,2609.2005109,2448.235799,454.72,91.1,0.0,68.95
2024-01-21T21:00:00Z,80.22,0.0,2609.2005109,2448.235799,448.76,93.25,0.0,53.36
2024-01-21T21:30:00Z,85.0,0.0,2609.2005109,2448.235799,438.22,90.9,0.0,53.36
2024-01-21T22:00:00Z,83.36,0.0,2609.2005109,2448.235799,440.662,84.9,0.0,44.43
2024-01-21T22:30:00Z,76.04,0.0,2609.2005109,2448.235799,440.102,84.5,0.0,44.43
2024-01-21T23:00:00Z,77.06,0.0,2609.2005109,2448.235799,448.142,84.0,0.0,40.47
2024-01-21T23:30:00Z,74.84,0.0,2609.2005109,2448.1786717,448.22,82.5,0.0,40.47
2024-01-22T00:00:00Z,70.66,0.0,2609.2005109,2448.1786516,443.66,82.5,0.0,34.76
2024-01-22T00:30:00Z,71.86,0.0,2609.2005109,2448.1786516,452.82,83.95,0.0,34.76
2024-01-22T01:00:00Z,63.95,0.0,2609.2005109,2448.1786516,447.08,83.9,0.0,20.65
2024-01-22T01:30:00Z,65.1,0.0,2609.2005109,2448.1786516,447.26,83.9,0.0,20.65
2024-01-22T02:00:00Z,69.86,0.0,2609.2005109,2448.1786516,447.1,83.9,0.0,14.41
2024-01-22T02:30:00Z,65.19,0.0,2609.2005109,2448.1786516,447.122,83.95,0.0,14.41
2024-01-22T03:00:00Z,63.15,0.0,2609.2005109,2448.1786516,447.242,83.95,0.0,12.85
2024-01-22T03:30:00Z,60.71,0.0,2609.2005109,2448.1786516,447.12,83.85,0.0,12.85
2024-01-22T04:00:00Z,59.43,0.0,2609.2005109,2448.1786516,447.14,83.9,0.0,29.99
2024-01-22T04:30:00Z,57.89,0.0,2609.2005109,2448.1786516,447.22,83.9,0.0,29.99
2024-01-22T05:00:00Z,65.26,0.0,2609.2005109,2448.1786516,447.1,83.9,0.0,53.61
2024-01-22T05:30:00Z,67.42,0.0,2609.2005109,2448.1786516,447.16,83.9,0.0,53.61
2024-01-22T06:00:00Z,61.15,0.0,2609.2005109,2448.1786516,447.18,41.74,0.0,66.57
2024-01-22T06:30:00Z,73.01,0.0,2609.2005109,2448.1786516,447.16,85.5,0.0,66.57
2024-01-22T07:00:00Z,80.53,0.0,2609.2005109,2448.1786516,447.16,90.0,0.0,70.07
2024-01-22T07:30:00Z,85.69,0.0,2609.2005109,2448.1786516,447.16,90.0,0.0,70.07
2024-01-22T08:00:00Z,86.38,18.142604432,2609.2005109,2448.1786516,447.2,85.0,0.0,74.11
2024-01-22T08:30:00Z,86.92,110.05326,2609.2005109,2448.1786516,447.2000000000001,89.0,0.0,74.11
2024-01-22T09:00:00Z,81.84,268.885573,2609.2005109,2448.1786516,447.16,89.0,0.0,74.16
2024-01-22T09:30:00Z,81.34,468.277586,2609.2005109,2448.1786516,447.1,89.0,0.0,74.16
2024-01-22T10:00:00Z,76.23,599.090049,2609.2005109,2448.1786516,447.28,83.2,0.0,72.41
2024-01-22T10:30:00Z,70.02,801.627212,2609.2005109,2448.1786516,447.14,50.02,0.0,72.41
2024-01-22T11:00:00Z,66.62,815.25678,2609.2005109,2448.1786516,447.14,83.0,0.0,58.86
2024-01-22T11:30:00Z,68.06,821.407727,2609.2005109,2448.1786516,447.24,82.95,0.0,58.86
2024-01-22T12:00:00Z,59.41,802.236305,2609.2005109,2448.1786516,447.06,82.45,0.0,57.95
2024-01-22T12:30:00Z,61.05,728.715333,2609.2005109,2448.1786516,447.24,82.4,0.0,57.95
2024-01-22T13:00:00Z,61.98,632.645575,2609.2005109,2448.1786516,447.18,82.36,0.0,61.61
2024-01-22T13:30:00Z,59.22,419.182412,2609.2005109,2448.1786516,447.16,81.96,0.0,61.61
2024-01-22T14:00:00Z,59.58,367.836656,2609.2005109,2448.1786516,447.2,46.1,0.0,61.91
2024-01-22T14:30:00Z,59.4,351.449639,2609.2005109,2448.1786516,447.2000000000001,46.1,0.0,61.91
2024-01-22T15:00:00Z,60.81,153.0146,2609.2005109,2448.1786516,447.1,0.0,0.0,69.46
2024-01-22T15:30:00Z,56.42,56.5950812,2609.2005109,2448.1786516,447.24,35.53896,0.0,69.46
2024-01-22T16:00:00Z,64.13,6.33676651,2609.2005109,2448.1786516,447.16,46.1,0.0,83.07
2024-01-22T16:30:00Z,71.92,0.0,2609.2005109,2448.1786516,447.2,81.0,0.0,83.07
2024-01-22T17:00:00Z,69.76,0.0,2609.2005109,2448.1786516,447.12,89.0,0.0,79.48
2024-01-22T17:30:00Z,74.88,0.0,2609.2005109,2448.1786516,447.18,89.0,0.0,79.48
2024-01-22T18:00:00Z,73.62,0.0,2609.2005109,2448.1786516,447.08,80.0,0.0,70.72
2024-01-22T18:30:00Z,69.53,0.0,2609.2005109,2448.1786516,447.138,80.0,0.0,70.72
2024-01-22T19:00:00Z,66.61,0.0,2609.2005109,2448.1786516,447.2000000000001,80.0,0.0,64.67
2024-01-22T19:30:00Z,58.1,0.0,2609.2005109,2448.1786516,447.12,47.1,0.0,64.67
2024-01-22T20:00:00Z,63.08,0.0,2609.2005109,2448.1786516,447.22,80.0,0.0,60.32
2024-01-22T20:30:00Z,60.35,0.0,2609.2005109,2448.1786516,447.12,80.0,0.0,60.32
2024-01-22T21:00:00Z,54.01,0.0,2609.2005109,2448.1786516,447.16,47.1,0.0,43.73
2024-01-22T21:30:00Z,40.72,0.0,2609.2005109,2448.1786516,447.22,47.1,0.0,43.73
2024-01-22T22:00:00Z,53.49,0.0,2609.2005109,2448.1786516,447.12,37.8,0.0,36.65
2024-01-22T22:30:00Z,40.33,0.0,2609.2005109,2448.1786516,450.22,36.12,0.0,36.65
2024-01-22T23:00:00Z,38.36,0.0,2609.2005109,2448.1786516,460.14,39.93,0.0,34.17
2024-01-22T23:30:00Z,20.81,0.0,2609.2005109,2448.1215143,464.4,22.33,0.0,34.17
2024-01-23T00:00:00Z,16.44,0.0,2609.2005109,2448.1215123,441.6,12.9,0.0,34.14
2024-01-23T00:30:00Z,30.52,0.0,2609.2005109,2448.1215123,416.82,78.94,0.0,34.14
2024-01-23T01:00:00Z,16.82,0.0,2609.2005109,2448.1215123,391.8,12.9,0.0,30.06
2024-01-23T01:30:00Z,6.84,0.0,2609.2005109,2448.1215123,375.04,-21.53,0.0,30.06
2024-01-23T02:00:00Z,4.69,0.0,2609.2005109,2448.1215123,385.02,9.9,0.0,31.57
2024-01-23T02:30:00Z,4.32,0.0,2609.2005109,2448.1215123,397.52,10.0,0.0,31.57
2024-01-23T03:00:00Z,12.82,0.0,2609.2005109,2448.1215123,409.78,9.31,0.0,41.83
2024-01-23T03:30:00Z,14.12,0.0,2609.2005109,2448.1215123,422.12,9.31,0.0,41.83
2024-01-23T04:00:00Z,35.85,0.0,2609.2005109,2448.1215123,442.6,33.0,0.0,55.87
2024-01-23T04:30:00Z,38.81,0.0,2609.2005109,2448.1215123,472.86,78.94,0.0,55.87
2024-01-23T05:00:00Z,52.35,0.0,2609.2005109,2448.1215123,503.1,50.65,0.0,73.8
2024-01-23T05:30:00Z,59.84,0.0,2609.2005109,2448.1215123,533.28,50.46,0.0,73.8
2024-01-23T06:00:00Z,68.3,0.0,2609.2005109,2448.1215123,563.4200000000001,69.73,0.0,83.34
2024-01-23T06:30:00Z,66.9,0.0,2609.2005109,2448.1215123,593.58,69.73,0.0,83.34
2024-01-23T07:00:00Z,68.89,0.0,2609.2005109,2448.1215123,621.0,50.1,0.0,84.35
2024-01-23T07:30:00Z,80.41,0.0,2609.2005109,2448.1215123,627.46,86.0,0.0,84.35
2024-01-23T08:00:00Z,76.35,1.338786829,2609.2005109,2448.1215123,635.04,86.0,0.0,75.16
2024-01-23T08:30:00Z,76.09,24.29782327,2609.2005109,2448.1215123,617.36,50.1,0.0,75.16
2024-01-23T09:00:00Z,71.35,45.6509771,2609.2005109,2448.1215123,608.82,86.0,0.0,65.57
2024-01-23T09:30:00Z,67.36,59.7943803,2609.2005109,2448.1215123,541.22,86.0,0.0,65.57
2024-01-23T10:00:00Z,62.77,79.7110756,2609.2005109,2448.1215123,459.06,47.0,0.0,63.87
2024-01-23T10:30:00Z,60.14,87.1301965,2609.2005109,2448.1215123,504.66,47.0,0.0,63.87
2024-01-23T11:00:00Z,48.62,93.0959171,2609.2005109,2448.1215123,496.18,47.1,0.0,65.27
2024-01-23T11:30:00Z,47.62,83.33261900000001,2609.2005109,2448.1215123,449.02,47.0,0.0,65.27
2024-01-23T12:00:00Z,47.54,71.0068547,2609.2005109,2448.1215123,453.8,47.0,0.0,62.05
2024-01-23T12:30:00Z,47.55,68.2850944,2609.2005109,2448.1215123,450.14,83.0,0.0,62.05
2024-01-23T13:00:00Z,51.59,58.4023452,2609.2005109,2448.1215123,458.52,51.59,0.0,62.97
2024-01-23T13:30:00Z,49.01,45.621764,2609.2005109,2448.1215123,442.68,48.37,0.0,62.97
2024-01-23T14:00:00Z,53.88,45.2578544,2609.2005109,2448.1215123,367.618,83.0,0.0,64.31
2024-01-23T14:30:00Z,50.95,44.7908207,2609.2005109,2448.1215123,298.318,45.59,0.0,64.31
2024-01-23T15:00:00Z,44.05,25.3437744,2609.2005109,2448.1215123,298.318,47.16,0.0,71.08
2024-01-23T15:30:00Z,51.94,6.363400942,2609.2005109,2448.1215123,298.278,85.8,0.0,71.08
2024-01-23T16:00:00Z,63.77,0.088273505084,2609.2005109,2448.1215123,298.25800000000004,85.8,0.0,79.29
2024-01-23T16:30:00Z,68.33,0.0,2609.2005109,2448.1215123,298.298,85.75,0.0,79.29
2024-01-23T17:00:00Z,60.05,0.0,2609.2005109,2448.1215123,298.34,47.4,0.0,67.58
2024-01-23T17:30:00Z,63.39,0.0,2609.2005109,2448.1215123,298.238,47.4,0.0,67.58
2024-01-23T18:00:00Z,62.15,0.0,2609.2005109,2448.1215123,298.298,47.4,0.0,64.59
2024-01-23T18:30:00Z,56.16,0.0,2609.2005109,2448.1215123,303.5,47.4,0.0,64.59
2024-01-23T19:00:00Z,63.78,0.0,2609.2005109,2448.1215123,332.622,85.0,0.0,64.92
2024-01-23T19:30:00Z,64.81,0.0,2609.2005109,2448.1215123,364.682,84.9,0.0,64.92
2024-01-23T20:00:00Z,64.9,0.0,2609.2005109,2448.1215123,396.942,83.9,0.0,63.26
2024-01-23T20:30:00Z,54.97,0.0,2609.2005109,2448.1215123,429.042,47.51,0.0,63.26
2024-01-23T21:00:00Z,61.71,0.0,2609.2005109,2448.1215123,461.182,81.9,0.0,43.9
2024-01-23T21:30:00Z,53.09,0.0,2609.2005109,2448.1215123,493.482,81.9,0.0,43.9
2024-01-23T22:00:00Z,33.09,0.0,2609.2005109,2448.1215123,529.8240000000001,21.12,0.0,15.96
2024-01-23T22:30:00Z,24.85,0.0,2609.2005109,2448.1215123,565.9100000000001,20.5,0.0,15.96
2024-01-23T23:00:00Z,22.16,0.0,2609.2005109,2448.1215123,570.442,78.91,0.0,10.78
2024-01-23T23:30:00Z,19.88,0.0,2609.2005109,2448.0643649,569.384,5.86,0.0,10.78
2024-01-24T00:00:00Z,29.57,0.0,2609.2005109,2448.0643539,568.896,75.0,0.0,8.45
2024-01-24T00:30:00Z,37.98,0.0,2609.2005109,2448.0643539,568.838,3.42,0.0,8.45
2024-01-24T01:00:00Z,36.11,0.0,2609.2005109,2448.0643539,568.384,1.68,0.0,5.56
2024-01-24T01:30:00Z,24.81,0.0,2609.2005109,2448.0643539,569.14,1.71,0.0,5.56
2024-01-24T02:00:00Z,20.38,0.0,2609.2005109,2448.0643539,569.732,1.71,0.0,3.78
2024-01-24T02:30:00Z,21.64,0.0,2609.2005109,2448.0643539,570.2239999999999,1.71,0.0,3.78
2024-01-24T03:00:00Z,6.69,0.0,2609.2005109,2448.0643539,562.386,-3.49013,0.0,9.68
2024-01-24T03:30:00Z,6.24,0.0,2609.2005109,2448.0643539,557.418,-3.32,0.0,9.68
2024-01-24T04:00:00Z,6.6,0.0,2609.2005109,2448.0643539,557.502,1.04,0.0,34.05
2024-01-24T04:30:00Z,6.7,0.0,2609.2005109,2448.0643539,557.188,-0.37013,0.0,34.05
2024-01-24T05:00:00Z,29.65,0.0,2609.2005109,2448.0643539,555.998,30.61,0.0,53.98
2024-01-24T05:30:00Z,47.62,0.0,2609.2005109,2448.0643539,555.616,70.0,0.0,53.98
2024-01-24T06:00:00Z,56.69,0.0,2609.2005109,2448.0643539,555.038,85.0,0.0,66.07
2024-01-24T06:30:00Z,64.18,0.0,2609.2005109,2448.0643539,555.172,90.0,0.0,66.07
2024-01-24T07:00:00Z,80.28,0.0,2609.2005109,2448.0643539,555.946,89.0,0.0,65.59
2024-01-24T07:30:00Z,83.19,0.0,2609.2005109,2448.0643539,556.192,89.0,0.0,65.59
2024-01-24T08:00:00Z,80.95,8.6921245,2609.2005109,2448.0643539,555.798,89.0,0.0,64.53
