timestamp_utc,settlement_date,settlement_period,solar_mw,wind_offshore_mw,wind_onshore_mw
2021-01-02T12:00:00Z,2021-01-02,25,2295.0,2177.44,1614.575
2021-01-02T12:30:00Z,2021-01-02,26,2029.3333333333333,2177.44,1614.575
2021-01-02T13:00:00Z,2021-01-02,27,1721.3333333333333,2140.2163333333333,1723.182
2021-01-02T13:30:00Z,2021-01-02,28,1368.3333333333333,2140.2163333333333,1723.182
2021-01-02T14:00:00Z,2021-01-02,29,960.6666666666666,2113.869,1816.196333333333
2021-01-02T14:30:00Z,2021-01-02,30,556.3333333333334,2113.869,1816.196333333333
2021-01-02T15:00:00Z,2021-01-02,31,225.3333333333333,2139.4103333333333,1920.8736666666664
2021-01-02T15:30:00Z,2021-01-02,32,22.0,2139.4103333333333,1920.8736666666664
2021-01-02T16:00:00Z,2021-01-02,33,0.0,2296.194,2038.813
2021-01-02T16:30:00Z,2021-01-02,34,0.0,2296.194,2038.813
2021-01-02T17:00:00Z,2021-01-02,35,0.0,2474.2453333333337,2119.0613333333336
2021-01-02T17:30:00Z,2021-01-02,36,0.0,2474.2453333333337,2119.0613333333336
2021-01-02T18:00:00Z,2021-01-02,37,0.0,2648.143666666667,2145.2876666666666
2021-01-02T18:30:00Z,2021-01-02,38,0.0,2648.143666666667,2145.2876666666666
2021-01-02T19:00:00Z,2021-01-02,39,0.0,2693.989333333333,2156.159
2021-01-02T19:30:00Z,2021-01-02,40,0.0,2693.989333333333,2156.159
2021-01-02T20:00:00Z,2021-01-02,41,0.0,2605.125666666667,2114.8746666666666
2021-01-02T20:30:00Z,2021-01-02,42,0.0,2605.125666666667,2114.8746666666666
2021-01-02T21:00:00Z,2021-01-02,43,0.0,2561.125,2113.271333333333
2021-01-02T21:30:00Z,2021-01-02,44,0.0,2561.125,2113.271333333333
2021-01-02T22:00:00Z,2021-01-02,45,0.0,2525.936,2120.2143333333333
2021-01-02T22:30:00Z,2021-01-02,46,0.0,2525.936,2120.2143333333333
2021-01-02T23:00:00Z,2021-01-02,47,0.0,2385.7303333333334,2161.2636666666667
2021-01-02T23:30:00Z,2021-01-02,48,0.0,2385.7303333333334,2161.2636666666667
2021-01-03T00:00:00Z,2021-01-03,1,0.0,2511.835,2376.835
2021-01-03T00:30:00Z,2021-01-03,2,0.0,2511.835,2376.835
2021-01-03T01:00:00Z,2021-01-03,3,0.0,2731.579,2411.615
2021-01-03T01:30:00Z,2021-01-03,4,0.0,2731.579,2411.615
2021-01-03T02:00:00Z,2021-01-03,5,0.0,2806.482,2446.813
2021-01-03T02:30:00Z,2021-01-03,6,0.0,2806.482,2446.813
2021-01-03T03:00:00Z,2021-01-03,7,0.0,2828.427,2459.639
2021-01-03T03:30:00Z,2021-01-03,8,0.0,2828.427,2459.639
2021-01-03T04:00:00Z,2021-01-03,9,0.0,2988.535,2485.058
2021-01-03T04:30:00Z,2021-01-03,10,0.0,2988.535,2485.058
2021-01-03T05:00:00Z,2021-01-03,11,0.0,2971.725,2490.26
2021-01-03T05:30:00Z,2021-01-03,12,0.0,2971.725,2490.26
2021-01-03T06:00:00Z,2021-01-03,13,0.0,3084.269,2501.312
2021-01-03T06:30:00Z,2021-01-03,14,0.0,3084.269,2501.312
2021-01-03T07:00:00Z,2021-01-03,15,0.0,3289.0345,2382.178
2021-01-03T07:30:00Z,2021-01-03,16,0.0,3289.0345,2382.178
2021-01-03T08:00:00Z,2021-01-03,17,22.0,3212.4525,2329.897
2021-01-03T08:30:00Z,2021-01-03,18,105.5,3212.4525,2329.897
2021-01-03T09:00:00Z,2021-01-03,19,279.5,3336.357,2291.639
2021-01-03T09:30:00Z,2021-01-03,20,510.0,3336.357,2291.639
2021-01-03T10:00:00Z,2021-01-03,21,743.5,3238.2185,2261.7775
2021-01-03T10:30:00Z,2021-01-03,22,957.0,3238.2185,2261.7775
2021-01-03T11:00:00Z,2021-01-03,23,1143.6666666666667,3174.981,2262.0843333333337
2021-01-03T11:30:00Z,2021-01-03,24,1252.0,3174.981,2262.0843333333337
2021-01-03T12:00:00Z,2021-01-03,25,1283.6666666666667,3206.336,2220.393333333333
2021-01-03T12:30:00Z,2021-01-03,26,1222.6666666666667,3206.336,2220.393333333333
2021-01-03T13:00:00Z,2021-01-03,27,1064.0,3417.783,2299.266666666667
2021-01-03T13:30:00Z,2021-01-03,28,849.6666666666666,3417.783,2299.266666666667
2021-01-03T14:00:00Z,2021-01-03,29,623.0,3741.219333333333,2412.514
2021-01-03T14:30:00Z,2021-01-03,30,392.0,3741.219333333333,2412.514
2021-01-03T15:00:00Z,2021-01-03,31,169.0,4230.430666666667,2505.967666666667
2021-01-03T15:30:00Z,2021-01-03,32,16.333333333333332,4230.430666666667,2505.967666666667
2021-01-03T16:00:00Z,2021-01-03,33,0.0,4910.779666666666,2616.847
2021-01-03T16:30:00Z,2021-01-03,34,0.0,4910.779666666666,2616.847
2021-01-03T17:00:00Z,2021-01-03,35,0.0,5848.339666666667,2757.5516666666667
2021-01-03T17:30:00Z,2021-01-03,36,0.0,5848.339666666667,2757.5516666666667
2021-01-03T18:00:00Z,2021-01-03,37,0.0,6423.8983333333335,2862.5153333333333
2021-01-03T18:30:00Z,2021-01-03,38,0.0,6423.8983333333335,2862.5153333333333
2021-01-03T19:00:00Z,2021-01-03,39,0.0,6846.841666666667,2845.422
2021-01-03T19:30:00Z,2021-01-03,40,0.0,6846.841666666667,2845.422
2021-01-03T20:00:00Z,2021-01-03,41,0.0,7078.406999999999,2808.831333333333
2021-01-03T20:30:00Z,2021-01-03,42,0.0,7078.406999999999,2808.831333333333
2021-01-03T21:00:00Z,2021-01-03,43,0.0,7206.159333333333,2754.6363333333334
2021-01-03T21:30:00Z,2021-01-03,44,0.0,7206.159333333333,2754.6363333333334
2021-01-03T22:00:00Z,2021-01-03,45,0.0,7219.209666666667,2641.436
2021-01-03T22:30:00Z,2021-01-03,46,0.0,7219.209666666667,2641.436
2021-01-03T23:00:00Z,2021-01-03,47,0.0,7211.782333333334,2582.593666666666
2021-01-03T23:30:00Z,2021-01-03,48,0.0,7211.782333333334,2582.593666666666
2021-01-04T00:00:00Z,2021-01-04,1,0.0,6811.267,2417.88
2021-01-04T00:30:00Z,2021-01-04,2,0.0,6811.267,2417.88
2021-01-04T01:00:00Z,2021-01-04,3,0.0,6874.747,2449.254
2021-01-04T01:30:00Z,2021-01-04,4,0.0,6874.747,2449.254
2021-01-04T02:00:00Z,2021-01-04,5,0.0,6945.399,2436.382
2021-01-04T02:30:00Z,2021-01-04,6,0.0,6945.399,2436.382
2021-01-04T03:00:00Z,2021-01-04,7,0.0,7099.133,2436.665
2021-01-04T03:30:00Z,2021-01-04,8,0.0,7099.133,2436.665
2021-01-04T04:00:00Z,2021-01-04,9,0.0,7284.449,2512.312
2021-01-04T04:30:00Z,2021-01-04,10,0.0,7284.449,2512.312
2021-01-04T05:00:00Z,2021-01-04,11,0.0,7434.941,2580.97
2021-01-04T05:30:00Z,2021-01-04,12,0.0,7434.941,2580.97
2021-01-04T06:00:00Z,2021-01-04,13,0.0,7561.237,2627.194
2021-01-04T06:30:00Z,2021-01-04,14,0.0,7561.237,2627.194
2021-01-04T07:00:00Z,2021-01-04,15,0.0,7663.8295,2621.3745
2021-01-04T07:30:00Z,2021-01-04,16,0.0,7663.8295,2621.3745
2021-01-04T08:00:00Z,2021-01-04,17,7.5,7647.9895,2609.5665
2021-01-04T08:30:00Z,2021-01-04,18,72.0,7647.9895,2609.5665
2021-01-04T09:00:00Z,2021-01-04,19,222.0,7665.409,2599.6275
2021-01-04T09:30:00Z,2021-01-04,20,432.5,7665.409,2599.6275
2021-01-04T10:00:00Z,2021-01-04,21,657.5,7583.654,2578.8815
2021-01-04T10:30:00Z,2021-01-04,22,864.5,7583.654,2578.8815
2021-01-04T11:00:00Z,2021-01-04,23,985.3333333333334,7497.240333333332,2644.638
2021-01-04T11:30:00Z,2021-01-04,24,1090.0,7497.240333333332,2644.638
2021-01-04T12:00:00Z,2021-01-04,25,1116.3333333333333,7405.502,2662.911333333333
2021-01-04T12:30:00Z,2021-01-04,26,1069.3333333333333,7405.502,2662.911333333333
2021-01-04T13:00:00Z,2021-01-04,27,957.3333333333334,7429.981333333333,2708.572333333333
2021-01-04T13:30:00Z,2021-01-04,28,799.6666666666666,7429.981333333333,2708.572333333333
2021-01-04T14:00:00Z,2021-01-04,29,616.6666666666666,7456.095,2730.643
2021-01-04T14:30:00Z,2021-01-04,30,405.0,7456.095,2730.643
2021-01-04T15:00:00Z,2021-01-04,31,177.0,7541.308666666667,2696.8976666666667
2021-01-04T15:30:00Z,2021-01-04,32,12.333333333333334,7541.308666666667,2696.8976666666667
2021-01-04T16:00:00Z,2021-01-04,33,0.0,7523.151999999999,2632.108333333333
2021-01-04T16:30:00Z,2021-01-04,34,0.0,7523.151999999999,2632.108333333333
2021-01-04T17:00:00Z,2021-01-04,35,0.0,7503.493666666666,2567.902
2021-01-04T17:30:00Z,2021-01-04,36,0.0,7503.493666666666,2567.902
2021-01-04T18:00:00Z,2021-01-04,37,0.0,7485.191666666666,2594.929333333333
2021-01-04T18:30:00Z,2021-01-04,38,0.0,7485.191666666666,2594.929333333333
2021-01-04T19:00:00Z,2021-01-04,39,0.0,7321.277333333334,2539.548
2021-01-04T19:30:00Z,2021-01-04,40,0.0,7321.277333333334,2539.548
2021-01-04T20:00:00Z,2021-01-04,41,0.0,7237.150000000001,2490.873666666667
2021-01-04T20:30:00Z,2021-01-04,42,0.0,7237.150000000001,2490.873666666667
2021-01-04T21:00:00Z,2021-01-04,43,0.0,7086.217,2405.161
2021-01-04T21:30:00Z,2021-01-04,44,0.0,7086.217,2405.161
2021-01-04T22:00:00Z,2021-01-04,45,0.0,6950.037333333334,2366.349
2021-01-04T22:30:00Z,2021-01-04,46,0.0,6950.037333333334,2366.349
2021-01-04T23:00:00Z,2021-01-04,47,0.0,6818.000333333333,2326.9076666666665
2021-01-04T23:30:00Z,2021-01-04,48,0.0,6818.000333333333,2326.9076666666665
2021-01-05T00:00:00Z,2021-01-05,1,0.0,6541.486,2222.776
2021-01-05T00:30:00Z,2021-01-05,2,0.0,6541.486,2222.776
2021-01-05T01:00:00Z,2021-01-05,3,0.0,6508.08,2222.593
2021-01-05T01:30:00Z,2021-01-05,4,0.0,6508.08,2222.593
2021-01-05T02:00:00Z,2021-01-05,5,0.0,6488.445,2239.093
2021-01-05T02:30:00Z,2021-01-05,6,0.0,6488.445,2239.093
2021-01-05T03:00:00Z,2021-01-05,7,0.0,6463.902,2209.675
2021-01-05T03:30:00Z,2021-01-05,8,0.0,6463.902,2209.675
2021-01-05T04:00:00Z,2021-01-05,9,0.0,6497.219,2225.687
2021-01-05T04:30:00Z,2021-01-05,10,0.0,6497.219,2225.687
2021-01-05T05:00:00Z,2021-01-05,11,0.0,6640.183,2230.511
2021-01-05T05:30:00Z,2021-01-05,12,0.0,6640.183,2230.511
2021-01-05T06:00:00Z,2021-01-05,13,0.0,6735.465,2214.478
2021-01-05T06:30:00Z,2021-01-05,14,0.0,6735.465,2214.478
2021-01-05T07:00:00Z,2021-01-05,15,0.0,6628.4445,2145.0815
2021-01-05T07:30:00Z,2021-01-05,16,0.0,6628.4445,2145.0815
2021-01-05T08:00:00Z,2021-01-05,17,59.5,6542.252,2115.235
2021-01-05T08:30:00Z,2021-01-05,18,200.5,6542.252,2115.235
2021-01-05T09:00:00Z,2021-01-05,19,446.0,6461.204,2096.009
2021-01-05T09:30:00Z,2021-01-05,20,743.5,6461.204,2096.009
2021-01-05T10:00:00Z,2021-01-05,21,1031.5,6156.0795,2093.384
2021-01-05T10:30:00Z,2021-01-05,22,1279.5,6156.0795,2093.384
2021-01-05T11:00:00Z,2021-01-05,23,1393.6666666666667,5916.868,2118.2826666666665
2021-01-05T11:30:00Z,2021-01-05,24,1507.3333333333333,5916.868,2118.2826666666665
2021-01-05T12:00:00Z,2021-01-05,25,1538.6666666666667,5839.141666666666,2134.1383333333333
2021-01-05T12:30:00Z,2021-01-05,26,1468.0,5839.141666666666,2134.1383333333333
2021-01-05T13:00:00Z,2021-01-05,27,1288.3333333333333,5885.274333333334,2196.09
2021-01-05T13:30:00Z,2021-01-05,28,1049.0,5885.274333333334,2196.09
2021-01-05T14:00:00Z,2021-01-05,29,802.6666666666666,6015.9293333333335,2212.615
2021-01-05T14:30:00Z,2021-01-05,30,536.0,6015.9293333333335,2212.615
2021-01-05T15:00:00Z,2021-01-05,31,247.66666666666663,6048.386,2182.6716666666666
2021-01-05T15:30:00Z,2021-01-05,32,33.666666666666664,6048.386,2182.6716666666666
2021-01-05T16:00:00Z,2021-01-05,33,0.0,6048.944,2099.99
2021-01-05T16:30:00Z,2021-01-05,34,0.0,6048.944,2099.99
2021-01-05T17:00:00Z,2021-01-05,35,0.0,5908.316333333333,2031.7936666666667
2021-01-05T17:30:00Z,2021-01-05,36,0.0,5908.316333333333,2031.7936666666667
2021-01-05T18:00:00Z,2021-01-05,37,0.0,5920.231333333333,1979.358
2021-01-05T18:30:00Z,2021-01-05,38,0.0,5920.231333333333,1979.358
2021-01-05T19:00:00Z,2021-01-05,39,0.0,5699.335333333333,1876.486666666667
2021-01-05T19:30:00Z,2021-01-05,40,0.0,5699.335333333333,1876.486666666667
2021-01-05T20:00:00Z,2021-01-05,41,0.0,5429.576666666667,1774.8336666666669
2021-01-05T20:30:00Z,2021-01-05,42,0.0,5429.576666666667,1774.8336666666669
2021-01-05T21:00:00Z,2021-01-05,43,0.0,5349.345,1678.7789999999998
2021-01-05T21:30:00Z,2021-01-05,44,0.0,5349.345,1678.7789999999998
2021-01-05T22:00:00Z,2021-01-05,45,0.0,5100.922333333333,1581.7706666666666
2021-01-05T22:30:00Z,2021-01-05,46,0.0,5100.922333333333,1581.7706666666666
2021-01-05T23:00:00Z,2021-01-05,47,0.0,4783.041666666667,1512.8103333333336
2021-01-05T23:30:00Z,2021-01-05,48,0.0,4783.041666666667,1512.8103333333336
2021-01-06T00:00:00Z,2021-01-06,1,0.0,4533.567,1435.811
2021-01-06T00:30:00Z,2021-01-06,2,0.0,4533.567,1435.811
2021-01-06T01:00:00Z,2021-01-06,3,0.0,4330.643,1381.021
2021-01-06T01:30:00Z,2021-01-06,4,0.0,4330.643,1381.021
2021-01-06T02:00:00Z,2021-01-06,5,0.0,4278.969,1343.873
2021-01-06T02:30:00Z,2021-01-06,6,0.0,4278.969,1343.873
2021-01-06T03:00:00Z,2021-01-06,7,0.0,3894.416,1274.288
2021-01-06T03:30:00Z,2021-01-06,8,0.0,3894.416,1274.288
2021-01-06T04:00:00Z,2021-01-06,9,0.0,3687.617,1235.787
2021-01-06T04:30:00Z,2021-01-06,10,0.0,3687.617,1235.787
2021-01-06T05:00:00Z,2021-01-06,11,0.0,3415.303,1170.244
2021-01-06T05:30:00Z,2021-01-06,12,0.0,3415.303,1170.244
2021-01-06T06:00:00Z,2021-01-06,13,0.0,3220.56,1108.45
2021-01-06T06:30:00Z,2021-01-06,14,0.0,3220.56,1108.45
2021-01-06T07:00:00Z,2021-01-06,15,0.0,2897.9895,1077.24
2021-01-06T07:30:00Z,2021-01-06,16,0.0,2897.9895,1077.24
2021-01-06T08:00:00Z,2021-01-06,17,15.0,2554.955,1020.678
2021-01-06T08:30:00Z,2021-01-06,18,121.0,2554.955,1020.678
2021-01-06T09:00:00Z,2021-01-06,19,373.0,2164.9585,992.574
2021-01-06T09:30:00Z,2021-01-06,20,707.5,2164.9585,992.574
2021-01-06T10:00:00Z,2021-01-06,21,1045.5,1888.195,973.6615
2021-01-06T10:30:00Z,2021-01-06,22,1352.5,1888.195,973.6615
2021-01-06T11:00:00Z,2021-01-06,23,1502.6666666666667,1665.106,977.5906666666666
2021-01-06T11:30:00Z,2021-01-06,24,1672.3333333333333,1665.106,977.5906666666666
2021-01-06T12:00:00Z,2021-01-06,25,1745.0,1546.1236666666666,980.2523333333334
2021-01-06T12:30:00Z,2021-01-06,26,1699.3333333333333,1546.1236666666666,980.2523333333334
2021-01-06T13:00:00Z,2021-01-06,27,1522.0,1581.2576666666666,996.3986666666666
2021-01-06T13:30:00Z,2021-01-06,28,1265.6666666666667,1581.2576666666666,996.3986666666666
2021-01-06T14:00:00Z,2021-01-06,29,984.6666666666666,1771.0906666666667,1012.8633333333332
2021-01-06T14:30:00Z,2021-01-06,30,665.6666666666666,1771.0906666666667,1012.8633333333332
2021-01-06T15:00:00Z,2021-01-06,31,311.0,1827.2473333333328,1017.346
2021-01-06T15:30:00Z,2021-01-06,32,46.333333333333336,1827.2473333333328,1017.346
2021-01-06T16:00:00Z,2021-01-06,33,0.0,2143.951333333333,1018.1573333333332
2021-01-06T16:30:00Z,2021-01-06,34,0.0,2143.951333333333,1018.1573333333332
2021-01-06T17:00:00Z,2021-01-06,35,3.6666666666666665,2336.672666666667,1064.461
2021-01-06T17:30:00Z,2021-01-06,36,0.0,2336.672666666667,1064.461
2021-01-06T18:00:00Z,2021-01-06,37,0.0,2505.391666666667,1112.5243333333335
2021-01-06T18:30:00Z,2021-01-06,38,0.0,2505.391666666667,1112.5243333333335
2021-01-06T19:00:00Z,2021-01-06,39,0.0,2495.382,1158.8073333333332
2021-01-06T19:30:00Z,2021-01-06,40,0.0,2495.382,1158.8073333333332
2021-01-06T20:00:00Z,2021-01-06,41,0.0,2517.246,1209.0316666666668
2021-01-06T20:30:00Z,2021-01-06,42,0.0,2517.246,1209.0316666666668
2021-01-06T21:00:00Z,2021-01-06,43,0.0,2538.528,1240.7463333333333
2021-01-06T21:30:00Z,2021-01-06,44,0.0,2538.528,1240.7463333333333
2021-01-06T22:00:00Z,2021-01-06,45,0.0,2661.05,1274.0583333333334
2021-01-06T22:30:00Z,2021-01-06,46,0.0,2661.05,1274.0583333333334
2021-01-06T23:00:00Z,2021-01-06,47,0.0,2742.750666666667,1311.104
2021-01-06T23:30:00Z,2021-01-06,48,0.0,2742.750666666667,1311.104
2021-01-07T00:00:00Z,2021-01-07,1,0.0,2824.098,1240.586
2021-01-07T00:30:00Z,2021-01-07,2,0.0,2824.098,1240.586
2021-01-07T01:00:00Z,2021-01-07,3,0.0,2843.016,1220.473
2021-01-07T01:30:00Z,2021-01-07,4,0.0,2843.016,1220.473
2021-01-07T02:00:00Z,2021-01-07,5,0.0,2831.572,1218.476
2021-01-07T02:30:00Z,2021-01-07,6,0.0,2831.572,1218.476
2021-01-07T03:00:00Z,2021-01-07,7,0.0,2774.448,1261.063
2021-01-07T03:30:00Z,2021-01-07,8,0.0,2774.448,1261.063
2021-01-07T04:00:00Z,2021-01-07,9,0.0,2850.434,1266.195
2021-01-07T04:30:00Z,2021-01-07,10,0.0,2850.434,1266.195
2021-01-07T05:00:00Z,2021-01-07,11,0.0,2863.498,1284.688
2021-01-07T05:30:00Z,2021-01-07,12,0.0,2863.498,1284.688
2021-01-07T06:00:00Z,2021-01-07,13,0.0,2907.307,1276.012
2021-01-07T06:30:00Z,2021-01-07,14,0.0,2907.307,1276.012
2021-01-07T07:00:00Z,2021-01-07,15,0.0,2791.0060000000003,1250.944
2021-01-07T07:30:00Z,2021-01-07,16,0.0,2791.0060000000003,1250.944
2021-01-07T08:00:00Z,2021-01-07,17,91.5,2858.4575000000004,1261.238
2021-01-07T08:30:00Z,2021-01-07,18,345.5,2858.4575000000004,1261.238
2021-01-07T09:00:00Z,2021-01-07,19,823.5,2830.821,1263.6565
2021-01-07T09:30:00Z,2021-01-07,20,1385.0,2830.821,1263.6565
2021-01-07T10:00:00Z,2021-01-07,21,1877.5,2848.1175000000003,1279.3075
2021-01-07T10:30:00Z,2021-01-07,22,2297.0,2848.1175000000003,1279.3075
2021-01-07T11:00:00Z,2021-01-07,23,2602.6666666666665,2715.3496666666665,1250.377
2021-01-07T11:30:00Z,2021-01-07,24,2821.6666666666665,2715.3496666666665,1250.377
2021-01-07T12:00:00Z,2021-01-07,25,2840.333333333333,2639.145,1303.758
2021-01-07T12:30:00Z,2021-01-07,26,2704.0,2639.145,1303.758
2021-01-07T13:00:00Z,2021-01-07,27,2467.6666666666665,2656.806666666667,1437.3433333333337
2021-01-07T13:30:00Z,2021-01-07,28,2109.0,2656.806666666667,1437.3433333333337
2021-01-07T14:00:00Z,2021-01-07,29,1610.3333333333333,2618.1156666666666,1603.4716666666666
2021-01-07T14:30:00Z,2021-01-07,30,1038.6666666666667,2618.1156666666666,1603.4716666666666
2021-01-07T15:00:00Z,2021-01-07,31,492.0,2571.124,1789.8643333333332
2021-01-07T15:30:00Z,2021-01-07,32,109.0,2571.124,1789.8643333333332
2021-01-07T16:00:00Z,2021-01-07,33,0.0,2601.862,1998.841
2021-01-07T16:30:00Z,2021-01-07,34,0.0,2601.862,1998.841
2021-01-07T17:00:00Z,2021-01-07,35,3.6666666666666665,2628.605666666667,2242.976333333333
2021-01-07T17:30:00Z,2021-01-07,36,0.0,2628.605666666667,2242.976333333333
2021-01-07T18:00:00Z,2021-01-07,37,0.0,2606.069,2395.2960000000003
2021-01-07T18:30:00Z,2021-01-07,38,0.0,2606.069,2395.2960000000003
2021-01-07T19:00:00Z,2021-01-07,39,0.0,2507.882333333333,2544.63
2021-01-07T19:30:00Z,2021-01-07,40,0.0,2507.882333333333,2544.63
2021-01-07T20:00:00Z,2021-01-07,41,0.0,2410.739,2679.3250000000003
2021-01-07T20:30:00Z,2021-01-07,42,0.0,2410.739,2679.3250000000003
2021-01-07T21:00:00Z,2021-01-07,43,0.0,2326.2696666666666,2805.383333333333
2021-01-07T21:30:00Z,2021-01-07,44,0.0,2326.2696666666666,2805.383333333333
2021-01-07T22:00:00Z,2021-01-07,45,0.0,2336.0446666666667,2907.7033333333334
2021-01-07T22:30:00Z,2021-01-07,46,0.0,2336.0446666666667,2907.7033333333334
2021-01-07T23:00:00Z,2021-01-07,47,0.0,2369.395,3003.226333333333
