timestamp_utc,settlement_date,settlement_period,price
2020-09-22T20:30:00Z,2020-09-22,44,37.54
2020-09-22T21:00:00Z,2020-09-22,45,36.56
2020-09-22T21:30:00Z,2020-09-22,46,36.56
2020-09-22T22:00:00Z,2020-09-22,47,35.86
2020-09-22T22:30:00Z,2020-09-22,48,35.86
2020-09-22T23:00:00Z,2020-09-23,1,34.77
2020-09-22T23:30:00Z,2020-09-23,2,34.77
2020-09-23T00:00:00Z,2020-09-23,3,33.7
2020-09-23T00:30:00Z,2020-09-23,4,33.7
2020-09-23T01:00:00Z,2020-09-23,5,32.63
2020-09-23T01:30:00Z,2020-09-23,6,32.63
2020-09-23T02:00:00Z,2020-09-23,7,35.22
2020-09-23T02:30:00Z,2020-09-23,8,35.22
2020-09-23T03:00:00Z,2020-09-23,9,39.85
2020-09-23T03:30:00Z,2020-09-23,10,39.85
2020-09-23T04:00:00Z,2020-09-23,11,47.61
2020-09-23T04:30:00Z,2020-09-23,12,47.61
2020-09-23T05:00:00Z,2020-09-23,13,52.18
2020-09-23T05:30:00Z,2020-09-23,14,52.18
2020-09-23T06:00:00Z,2020-09-23,15,54.4
2020-09-23T06:30:00Z,2020-09-23,16,54.4
2020-09-23T07:00:00Z,2020-09-23,17,52.73
2020-09-23T07:30:00Z,2020-09-23,18,52.73
2020-09-23T08:00:00Z,2020-09-23,19,54.13
2020-09-23T08:30:00Z,2020-09-23,20,54.13
2020-09-23T09:00:00Z,2020-09-23,21,50.36
2020-09-23T09:30:00Z,2020-09-23,22,50.36
2020-09-23T10:00:00Z,2020-09-23,23,54.0
2020-09-23T10:30:00Z,2020-09-23,24,54.0
2020-09-23T11:00:00Z,2020-09-23,25,52.0
2020-09-23T11:30:00Z,2020-09-23,26,52.0
2020-09-23T12:00:00Z,2020-09-23,27,47.51
2020-09-23T12:30:00Z,2020-09-23,28,47.51
2020-09-23T13:00:00Z,2020-09-23,29,46.0
2020-09-23T13:30:00Z,2020-09-23,30,46.0
2020-09-23T14:00:00Z,2020-09-23,31,54.99
2020-09-23T14:30:00Z,2020-09-23,32,54.99
2020-09-23T15:00:00Z,2020-09-23,33,70.6
2020-09-23T15:30:00Z,2020-09-23,34,70.6
2020-09-23T16:00:00Z,2020-09-23,35,75.32
2020-09-23T16:30:00Z,2020-09-23,36,75.32
2020-09-23T17:00:00Z,2020-09-23,37,74.96
2020-09-23T17:30:00Z,2020-09-23,38,74.96
2020-09-23T18:00:00Z,2020-09-23,39,52.1
2020-09-23T18:30:00Z,2020-09-23,40,52.1
2020-09-23T19:00:00Z,2020-09-23,41,41.52
2020-09-23T19:30:00Z,2020-09-23,42,41.52
2020-09-23T20:00:00Z,2020-09-23,43,37.42
2020-09-23T20:30:00Z,2020-09-23,44,37.42
2020-09-23T21:00:00Z,2020-09-23,45,39.09
2020-09-23T21:30:00Z,2020-09-23,46,39.09
2020-09-23T22:00:00Z,2020-09-23,47,34.98
2020-09-23T22:30:00Z,2020-09-23,48,34.98
2020-09-23T23:00:00Z,2020-09-24,1,33.02
2020-09-23T23:30:00Z,2020-09-24,2,33.02
2020-09-24T00:00:00Z,2020-09-24,3,29.27
2020-09-24T00:30:00Z,2020-09-24,4,29.27
2020-09-24T01:00:00Z,2020-09-24,5,26.98
2020-09-24T01:30:00Z,2020-09-24,6,26.98
2020-09-24T02:00:00Z,2020-09-24,7,31.41
2020-09-24T02:30:00Z,2020-09-24,8,31.41
2020-09-24T03:00:00Z,2020-09-24,9,39.73
2020-09-24T03:30:00Z,2020-09-24,10,39.73
2020-09-24T04:00:00Z,2020-09-24,11,48.09
2020-09-24T04:30:00Z,2020-09-24,12,48.09
2020-09-24T05:00:00Z,2020-09-24,13,48.58
2020-09-24T05:30:00Z,2020-09-24,14,48.58
2020-09-24T06:00:00Z,2020-09-24,15,49.88
2020-09-24T06:30:00Z,2020-09-24,16,49.88
2020-09-24T07:00:00Z,2020-09-24,17,47.23
2020-09-24T07:30:00Z,2020-09-24,18,47.23
2020-09-24T08:00:00Z,2020-09-24,19,44.56
2020-09-24T08:30:00Z,2020-09-24,20,44.56
2020-09-24T09:00:00Z,2020-09-24,21,43.37
2020-09-24T09:30:00Z,2020-09-24,22,43.37
2020-09-24T10:00:00Z,2020-09-24,23,37.84
2020-09-24T10:30:00Z,2020-09-24,24,37.84
2020-09-24T11:00:00Z,2020-09-24,25,35.52
2020-09-24T11:30:00Z,2020-09-24,26,35.52
2020-09-24T12:00:00Z,2020-09-24,27,35.41
2020-09-24T12:30:00Z,2020-09-24,28,35.41
2020-09-24T13:00:00Z,2020-09-24,29,37.77
2020-09-24T13:30:00Z,2020-09-24,30,37.77
2020-09-24T14:00:00Z,2020-09-24,31,44.11
2020-09-24T14:30:00Z,2020-09-24,32,44.11
2020-09-24T15:00:00Z,2020-09-24,33,50.88
2020-09-24T15:30:00Z,2020-09-24,34,50.88
2020-09-24T16:00:00Z,2020-09-24,35,63.74
2020-09-24T16:30:00Z,2020-09-24,36,63.74
2020-09-24T17:00:00Z,2020-09-24,37,69.15
2020-09-24T17:30:00Z,2020-09-24,38,69.15
2020-09-24T18:00:00Z,2020-09-24,39,51.19
2020-09-24T18:30:00Z,2020-09-24,40,51.19
2020-09-24T19:00:00Z,2020-09-24,41,40.0
2020-09-24T19:30:00Z,2020-09-24,42,40.0
2020-09-24T20:00:00Z,2020-09-24,43,33.1
2020-09-24T20:30:00Z,2020-09-24,44,33.1
2020-09-24T21:00:00Z,2020-09-24,45,47.08
2020-09-24T21:30:00Z,2020-09-24,46,47.08
2020-09-24T22:00:00Z,2020-09-24,47,49.7
2020-09-24T22:30:00Z,2020-09-24,48,49.7
2020-09-24T23:00:00Z,2020-09-25,1,43.06
2020-09-24T23:30:00Z,2020-09-25,2,43.06
2020-09-25T00:00:00Z,2020-09-25,3,33.97
2020-09-25T00:30:00Z,2020-09-25,4,33.97
2020-09-25T01:00:00Z,2020-09-25,5,26.49
2020-09-25T01:30:00Z,2020-09-25,6,26.49
2020-09-25T02:00:00Z,2020-09-25,7,28.2
2020-09-25T02:30:00Z,2020-09-25,8,28.2
2020-09-25T03:00:00Z,2020-09-25,9,39.11
2020-09-25T03:30:00Z,2020-09-25,10,39.11
2020-09-25T04:00:00Z,2020-09-25,11,48.65
2020-09-25T04:30:00Z,2020-09-25,12,48.65
2020-09-25T05:00:00Z,2020-09-25,13,54.0
2020-09-25T05:30:00Z,2020-09-25,14,54.0
2020-09-25T06:00:00Z,2020-09-25,15,54.6
2020-09-25T06:30:00Z,2020-09-25,16,54.6
2020-09-25T07:00:00Z,2020-09-25,17,53.32
2020-09-25T07:30:00Z,2020-09-25,18,53.32
2020-09-25T08:00:00Z,2020-09-25,19,45.57
2020-09-25T08:30:00Z,2020-09-25,20,45.57
2020-09-25T09:00:00Z,2020-09-25,21,46.0
2020-09-25T09:30:00Z,2020-09-25,22,46.0
2020-09-25T10:00:00Z,2020-09-25,23,38.48
2020-09-25T10:30:00Z,2020-09-25,24,38.48
2020-09-25T11:00:00Z,2020-09-25,25,33.51
2020-09-25T11:30:00Z,2020-09-25,26,33.51
2020-09-25T12:00:00Z,2020-09-25,27,32.26
2020-09-25T12:30:00Z,2020-09-25,28,32.26
2020-09-25T13:00:00Z,2020-09-25,29,29.91
2020-09-25T13:30:00Z,2020-09-25,30,29.91
2020-09-25T14:00:00Z,2020-09-25,31,42.0
2020-09-25T14:30:00Z,2020-09-25,32,42.0
2020-09-25T15:00:00Z,2020-09-25,33,47.13
2020-09-25T15:30:00Z,2020-09-25,34,47.13
2020-09-25T16:00:00Z,2020-09-25,35,59.39
2020-09-25T16:30:00Z,2020-09-25,36,59.39
2020-09-25T17:00:00Z,2020-09-25,37,62.91
2020-09-25T17:30:00Z,2020-09-25,38,62.91
2020-09-25T18:00:00Z,2020-09-25,39,54.0
2020-09-25T18:30:00Z,2020-09-25,40,54.0
2020-09-25T19:00:00Z,2020-09-25,41,42.97
2020-09-25T19:30:00Z,2020-09-25,42,42.97
2020-09-25T20:00:00Z,2020-09-25,43,33.14
2020-09-25T20:30:00Z,2020-09-25,44,33.14
2020-09-25T21:00:00Z,2020-09-25,45,31.8
2020-09-25T21:30:00Z,2020-09-25,46,31.8
2020-09-25T22:00:00Z,2020-09-25,47,28.71
2020-09-25T22:30:00Z,2020-09-25,48,28.71
2020-09-25T23:00:00Z,2020-09-26,1,26.2
2020-09-25T23:30:00Z,2020-09-26,2,26.2
2020-09-26T00:00:00Z,2020-09-26,3,23.23
2020-09-26T00:30:00Z,2020-09-26,4,23.23
2020-09-26T01:00:00Z,2020-09-26,5,20.57
2020-09-26T01:30:00Z,2020-09-26,6,20.57
2020-09-26T02:00:00Z,2020-09-26,7,22.3
2020-09-26T02:30:00Z,2020-09-26,8,22.3
2020-09-26T03:00:00Z,2020-09-26,9,25.82
2020-09-26T03:30:00Z,2020-09-26,10,25.82
2020-09-26T04:00:00Z,2020-09-26,11,28.92
2020-09-26T04:30:00Z,2020-09-26,12,28.92
2020-09-26T05:00:00Z,2020-09-26,13,34.33
2020-09-26T05:30:00Z,2020-09-26,14,34.33
2020-09-26T06:00:00Z,2020-09-26,15,38.8
2020-09-26T06:30:00Z,2020-09-26,16,38.8
2020-09-26T07:00:00Z,2020-09-26,17,37.09
2020-09-26T07:30:00Z,2020-09-26,18,37.09
2020-09-26T08:00:00Z,2020-09-26,19,35.89
2020-09-26T08:30:00Z,2020-09-26,20,35.89
2020-09-26T09:00:00Z,2020-09-26,21,32.0
2020-09-26T09:30:00Z,2020-09-26,22,32.0
2020-09-26T10:00:00Z,2020-09-26,23,30.15
2020-09-26T10:30:00Z,2020-09-26,24,30.15
2020-09-26T11:00:00Z,2020-09-26,25,27.21
2020-09-26T11:30:00Z,2020-09-26,26,27.21
2020-09-26T12:00:00Z,2020-09-26,27,26.11
2020-09-26T12:30:00Z,2020-09-26,28,26.11
2020-09-26T13:00:00Z,2020-09-26,29,27.29
2020-09-26T13:30:00Z,2020-09-26,30,27.29
2020-09-26T14:00:00Z,2020-09-26,31,31.96
2020-09-26T14:30:00Z,2020-09-26,32,31.96
2020-09-26T15:00:00Z,2020-09-26,33,44.47
2020-09-26T15:30:00Z,2020-09-26,34,44.47
2020-09-26T16:00:00Z,2020-09-26,35,58.5
2020-09-26T16:30:00Z,2020-09-26,36,58.5
2020-09-26T17:00:00Z,2020-09-26,37,59.96
2020-09-26T17:30:00Z,2020-09-26,38,59.96
2020-09-26T18:00:00Z,2020-09-26,39,51.04
2020-09-26T18:30:00Z,2020-09-26,40,51.04
2020-09-26T19:00:00Z,2020-09-26,41,44.94
2020-09-26T19:30:00Z,2020-09-26,42,44.94
2020-09-26T20:00:00Z,2020-09-26,43,38.0
2020-09-26T20:30:00Z,2020-09-26,44,38.0
2020-09-26T21:00:00Z,2020-09-26,45,35.13
2020-09-26T21:30:00Z,2020-09-26,46,35.13
2020-09-26T22:00:00Z,2020-09-26,47,18.77
2020-09-26T22:30:00Z,2020-09-26,48,18.77
2020-09-26T23:00:00Z,2020-09-27,1,16.95
2020-09-26T23:30:00Z,2020-09-27,2,16.95
2020-09-27T00:00:00Z,2020-09-27,3,13.69
2020-09-27T00:30:00Z,2020-09-27,4,13.69
2020-09-27T01:00:00Z,2020-09-27,5,11.31
2020-09-27T01:30:00Z,2020-09-27,6,11.31
2020-09-27T02:00:00Z,2020-09-27,7,13.56
2020-09-27T02:30:00Z,2020-09-27,8,13.56
2020-09-27T03:00:00Z,2020-09-27,9,16.83
2020-09-27T03:30:00Z,2020-09-27,10,16.83
2020-09-27T04:00:00Z,2020-09-27,11,24.96
2020-09-27T04:30:00Z,2020-09-27,12,24.96
2020-09-27T05:00:00Z,2020-09-27,13,25.55
2020-09-27T05:30:00Z,2020-09-27,14,25.55
2020-09-27T06:00:00Z,2020-09-27,15,37.0
2020-09-27T06:30:00Z,2020-09-27,16,37.0
2020-09-27T07:00:00Z,2020-09-27,17,41.59
2020-09-27T07:30:00Z,2020-09-27,18,41.59
2020-09-27T08:00:00Z,2020-09-27,19,47.0
2020-09-27T08:30:00Z,2020-09-27,20,47.0
2020-09-27T09:00:00Z,2020-09-27,21,40.04
2020-09-27T09:30:00Z,2020-09-27,22,40.04
2020-09-27T10:00:00Z,2020-09-27,23,46.0
2020-09-27T10:30:00Z,2020-09-27,24,46.0
2020-09-27T11:00:00Z,2020-09-27,25,39.2
2020-09-27T11:30:00Z,2020-09-27,26,39.2
2020-09-27T12:00:00Z,2020-09-27,27,34.07
2020-09-27T12:30:00Z,2020-09-27,28,34.07
2020-09-27T13:00:00Z,2020-09-27,29,32.03
2020-09-27T13:30:00Z,2020-09-27,30,32.03
2020-09-27T14:00:00Z,2020-09-27,31,38.0
2020-09-27T14:30:00Z,2020-09-27,32,38.0
2020-09-27T15:00:00Z,2020-09-27,33,52.0
2020-09-27T15:30:00Z,2020-09-27,34,52.0
2020-09-27T16:00:00Z,2020-09-27,35,59.97
2020-09-27T16:30:00Z,2020-09-27,36,59.97
2020-09-27T17:00:00Z,2020-09-27,37,62.39
2020-09-27T17:30:00Z,2020-09-27,38,62.39
2020-09-27T18:00:00Z,2020-09-27,39,50.0
2020-09-27T18:30:00Z,2020-09-27,40,50.0
2020-09-27T19:00:00Z,2020-09-27,41,41.23
2020-09-27T19:30:00Z,2020-09-27,42,41.23
2020-09-27T20:00:00Z,2020-09-27,43,36.65
2020-09-27T20:30:00Z,2020-09-27,44,36.65
2020-09-27T21:00:00Z,2020-09-27,45,31.38
2020-09-27T21:30:00Z,2020-09-27,46,31.38
2020-09-27T22:00:00Z,2020-09-27,47,28.85
2020-09-27T22:30:00Z,2020-09-27,48,28.85
2020-09-27T23:00:00Z,2020-09-28,1,27.61
2020-09-27T23:30:00Z,2020-09-28,2,27.61
2020-09-28T00:00:00Z,2020-09-28,3,26.77
2020-09-28T00:30:00Z,2020-09-28,4,26.77
2020-09-28T01:00:00Z,2020-09-28,5,26.88
2020-09-28T01:30:00Z,2020-09-28,6,26.88
2020-09-28T02:00:00Z,2020-09-28,7,28.9
2020-09-28T02:30:00Z,2020-09-28,8,28.9
2020-09-28T03:00:00Z,2020-09-28,9,42.0
2020-09-28T03:30:00Z,2020-09-28,10,42.0
2020-09-28T04:00:00Z,2020-09-28,11,49.66
2020-09-28T04:30:00Z,2020-09-28,12,49.66
2020-09-28T05:00:00Z,2020-09-28,13,52.95
2020-09-28T05:30:00Z,2020-09-28,14,52.95
2020-09-28T06:00:00Z,2020-09-28,15,50.48
2020-09-28T06:30:00Z,2020-09-28,16,50.48
2020-09-28T07:00:00Z,2020-09-28,17,48.0
2020-09-28T07:30:00Z,2020-09-28,18,48.0
2020-09-28T08:00:00Z,2020-09-28,19,46.18
2020-09-28T08:30:00Z,2020-09-28,20,46.18
2020-09-28T09:00:00Z,2020-09-28,21,43.9
2020-09-28T09:30:00Z,2020-09-28,22,43.9
2020-09-28T10:00:00Z,2020-09-28,23,42.98
2020-09-28T10:30:00Z,2020-09-28,24,42.98
2020-09-28T11:00:00Z,2020-09-28,25,41.07
2020-09-28T11:30:00Z,2020-09-28,26,41.07
2020-09-28T12:00:00Z,2020-09-28,27,42.0
2020-09-28T12:30:00Z,2020-09-28,28,42.0
2020-09-28T13:00:00Z,2020-09-28,29,43.27
2020-09-28T13:30:00Z,2020-09-28,30,43.27
2020-09-28T14:00:00Z,2020-09-28,31,49.52
2020-09-28T14:30:00Z,2020-09-28,32,49.52
2020-09-28T15:00:00Z,2020-09-28,33,57.62
2020-09-28T15:30:00Z,2020-09-28,34,57.62
2020-09-28T16:00:00Z,2020-09-28,35,75.42
2020-09-28T16:30:00Z,2020-09-28,36,75.42
2020-09-28T17:00:00Z,2020-09-28,37,67.5
2020-09-28T17:30:00Z,2020-09-28,38,67.5
2020-09-28T18:00:00Z,2020-09-28,39,49.23
2020-09-28T18:30:00Z,2020-09-28,40,49.23
2020-09-28T19:00:00Z,2020-09-28,41,43.19
2020-09-28T19:30:00Z,2020-09-28,42,43.19
2020-09-28T20:00:00Z,2020-09-28,43,37.44
2020-09-28T20:30:00Z,2020-09-28,44,37.44
2020-09-28T21:00:00Z,2020-09-28,45,37.54
2020-09-28T21:30:00Z,2020-09-28,46,37.54
2020-09-28T22:00:00Z,2020-09-28,47,36.1
2020-09-28T22:30:00Z,2020-09-28,48,36.1
2020-09-28T23:00:00Z,2020-09-29,1,34.37
2020-09-28T23:30:00Z,2020-09-29,2,34.37
2020-09-29T00:00:00Z,2020-09-29,3,32.54
2020-09-29T00:30:00Z,2020-09-29,4,32.54
2020-09-29T01:00:00Z,2020-09-29,5,34.12
2020-09-29T01:30:00Z,2020-09-29,6,34.12
2020-09-29T02:00:00Z,2020-09-29,7,36.71
2020-09-29T02:30:00Z,2020-09-29,8,36.71
2020-09-29T03:00:00Z,2020-09-29,9,45.71
2020-09-29T03:30:00Z,2020-09-29,10,45.71
2020-09-29T04:00:00Z,2020-09-29,11,60.15
2020-09-29T04:30:00Z,2020-09-29,12,60.15
2020-09-29T05:00:00Z,2020-09-29,13,78.63
2020-09-29T05:30:00Z,2020-09-29,14,78.63
2020-09-29T06:00:00Z,2020-09-29,15,70.6
2020-09-29T06:30:00Z,2020-09-29,16,70.6
2020-09-29T07:00:00Z,2020-09-29,17,64.91
2020-09-29T07:30:00Z,2020-09-29,18,64.91
2020-09-29T08:00:00Z,2020-09-29,19,62.3
2020-09-29T08:30:00Z,2020-09-29,20,62.3
2020-09-29T09:00:00Z,2020-09-29,21,55.15
2020-09-29T09:30:00Z,2020-09-29,22,55.15
2020-09-29T10:00:00Z,2020-09-29,23,50.4
2020-09-29T10:30:00Z,2020-09-29,24,50.4
2020-09-29T11:00:00Z,2020-09-29,25,48.52
2020-09-29T11:30:00Z,2020-09-29,26,48.52
2020-09-29T12:00:00Z,2020-09-29,27,49.22
2020-09-29T12:30:00Z,2020-09-29,28,49.22
2020-09-29T13:00:00Z,2020-09-29,29,52.89
2020-09-29T13:30:00Z,2020-09-29,30,52.89
2020-09-29T14:00:00Z,2020-09-29,31,57.99
2020-09-29T14:30:00Z,2020-09-29,32,57.99
2020-09-29T15:00:00Z,2020-09-29,33,68.92
2020-09-29T15:30:00Z,2020-09-29,34,68.92
2020-09-29T16:00:00Z,2020-09-29,35,120.0
2020-09-29T16:30:00Z,2020-09-29,36,120.0
2020-09-29T17:00:00Z,2020-09-29,37,71.55
2020-09-29T17:30:00Z,2020-09-29,38,71.55
2020-09-29T18:00:00Z,2020-09-29,39,53.78
2020-09-29T18:30:00Z,2020-09-29,40,53.78
2020-09-29T19:00:00Z,2020-09-29,41,47.9
2020-09-29T19:30:00Z,2020-09-29,42,47.9
2020-09-29T20:00:00Z,2020-09-29,43,41.43
2020-09-29T20:30:00Z,2020-09-29,44,41.43
2020-09-29T21:00:00Z,2020-09-29,45,47.13
2020-09-29T21:30:00Z,2020-09-29,46,47.13
2020-09-29T22:00:00Z,2020-09-29,47,40.25
2020-09-29T22:30:00Z,2020-09-29,48,40.25
2020-09-29T23:00:00Z,2020-09-30,1,38.83
2020-09-29T23:30:00Z,2020-09-30,2,38.83
2020-09-30T00:00:00Z,2020-09-30,3,35.33
2020-09-30T00:30:00Z,2020-09-30,4,35.33
2020-09-30T01:00:00Z,2020-09-30,5,35.09
2020-09-30T01:30:00Z,2020-09-30,6,35.09
2020-09-30T02:00:00Z,2020-09-30,7,37.12
2020-09-30T02:30:00Z,2020-09-30,8,37.12
2020-09-30T03:00:00Z,2020-09-30,9,44.02
2020-09-30T03:30:00Z,2020-09-30,10,44.02
2020-09-30T04:00:00Z,2020-09-30,11,52.21
2020-09-30T04:30:00Z,2020-09-30,12,52.21
2020-09-30T05:00:00Z,2020-09-30,13,64.05
2020-09-30T05:30:00Z,2020-09-30,14,64.05
2020-09-30T06:00:00Z,2020-09-30,15,58.27
2020-09-30T06:30:00Z,2020-09-30,16,58.27
