timestamp_utc,settlement_date,settlement_period,imbalance_price
2021-02-20T23:30:00Z,2021-02-20,48,13.12
2021-02-21T00:00:00Z,2021-02-21,1,11.79015
2021-02-21T00:30:00Z,2021-02-21,2,12.29
2021-02-21T01:00:00Z,2021-02-21,3,16.88
2021-02-21T01:30:00Z,2021-02-21,4,16.52
2021-02-21T02:00:00Z,2021-02-21,5,7.94
2021-02-21T02:30:00Z,2021-02-21,6,7.94
2021-02-21T03:00:00Z,2021-02-21,7,6.18
2021-02-21T03:30:00Z,2021-02-21,8,6.23
2021-02-21T04:00:00Z,2021-02-21,9,11.25
2021-02-21T04:30:00Z,2021-02-21,10,11.6
2021-02-21T05:00:00Z,2021-02-21,11,10.57
2021-02-21T05:30:00Z,2021-02-21,12,11.03
2021-02-21T06:00:00Z,2021-02-21,13,20.7104
2021-02-21T06:30:00Z,2021-02-21,14,20.37
2021-02-21T07:00:00Z,2021-02-21,15,6.75
2021-02-21T07:30:00Z,2021-02-21,16,0.0
2021-02-21T08:00:00Z,2021-02-21,17,23.85
2021-02-21T08:30:00Z,2021-02-21,18,26.68
2021-02-21T09:00:00Z,2021-02-21,19,38.0
2021-02-21T09:30:00Z,2021-02-21,20,49.64
2021-02-21T10:00:00Z,2021-02-21,21,51.59
2021-02-21T10:30:00Z,2021-02-21,22,49.39
2021-02-21T11:00:00Z,2021-02-21,23,47.83
2021-02-21T11:30:00Z,2021-02-21,24,46.55
2021-02-21T12:00:00Z,2021-02-21,25,-58.52
2021-02-21T12:30:00Z,2021-02-21,26,0.0
2021-02-21T13:00:00Z,2021-02-21,27,-54.54
2021-02-21T13:30:00Z,2021-02-21,28,39.89
2021-02-21T14:00:00Z,2021-02-21,29,41.43
2021-02-21T14:30:00Z,2021-02-21,30,67.95
2021-02-21T15:00:00Z,2021-02-21,31,35.0
2021-02-21T15:30:00Z,2021-02-21,32,70.0
2021-02-21T16:00:00Z,2021-02-21,33,73.5
2021-02-21T16:30:00Z,2021-02-21,34,76.38
2021-02-21T17:00:00Z,2021-02-21,35,79.95
2021-02-21T17:30:00Z,2021-02-21,36,118.0
2021-02-21T18:00:00Z,2021-02-21,37,118.0
2021-02-21T18:30:00Z,2021-02-21,38,79.95
2021-02-21T19:00:00Z,2021-02-21,39,79.95
2021-02-21T19:30:00Z,2021-02-21,40,76.38
2021-02-21T20:00:00Z,2021-02-21,41,76.38
2021-02-21T20:30:00Z,2021-02-21,42,76.38
2021-02-21T21:00:00Z,2021-02-21,43,69.0
2021-02-21T21:30:00Z,2021-02-21,44,22.0
2021-02-21T22:00:00Z,2021-02-21,45,37.14
2021-02-21T22:30:00Z,2021-02-21,46,22.0
2021-02-21T23:00:00Z,2021-02-21,47,33.43013
2021-02-21T23:30:00Z,2021-02-21,48,33.39
2021-02-22T00:00:00Z,2021-02-22,1,67.25
2021-02-22T00:30:00Z,2021-02-22,2,67.25
2021-02-22T01:00:00Z,2021-02-22,3,67.25
2021-02-22T01:30:00Z,2021-02-22,4,67.25
2021-02-22T02:00:00Z,2021-02-22,5,67.25
2021-02-22T02:30:00Z,2021-02-22,6,67.25
2021-02-22T03:00:00Z,2021-02-22,7,30.93
2021-02-22T03:30:00Z,2021-02-22,8,30.76
2021-02-22T04:00:00Z,2021-02-22,9,43.8
2021-02-22T04:30:00Z,2021-02-22,10,67.25
2021-02-22T05:00:00Z,2021-02-22,11,67.25
2021-02-22T05:30:00Z,2021-02-22,12,67.25
2021-02-22T06:00:00Z,2021-02-22,13,68.45
2021-02-22T06:30:00Z,2021-02-22,14,23.0
2021-02-22T07:00:00Z,2021-02-22,15,57.43
2021-02-22T07:30:00Z,2021-02-22,16,68.45
2021-02-22T08:00:00Z,2021-02-22,17,79.0
2021-02-22T08:30:00Z,2021-02-22,18,93.0
2021-02-22T09:00:00Z,2021-02-22,19,89.99
2021-02-22T09:30:00Z,2021-02-22,20,87.5
2021-02-22T10:00:00Z,2021-02-22,21,69.0
2021-02-22T10:30:00Z,2021-02-22,22,30.0
2021-02-22T11:00:00Z,2021-02-22,23,35.0
2021-02-22T11:30:00Z,2021-02-22,24,23.0
2021-02-22T12:00:00Z,2021-02-22,25,23.0
2021-02-22T12:30:00Z,2021-02-22,26,23.0
2021-02-22T13:00:00Z,2021-02-22,27,26.1
2021-02-22T13:30:00Z,2021-02-22,28,26.1
2021-02-22T14:00:00Z,2021-02-22,29,0.0
2021-02-22T14:30:00Z,2021-02-22,30,23.0
2021-02-22T15:00:00Z,2021-02-22,31,66.5
2021-02-22T15:30:00Z,2021-02-22,32,67.0
2021-02-22T16:00:00Z,2021-02-22,33,77.88
2021-02-22T16:30:00Z,2021-02-22,34,79.5
2021-02-22T17:00:00Z,2021-02-22,35,77.88
2021-02-22T17:30:00Z,2021-02-22,36,77.88
2021-02-22T18:00:00Z,2021-02-22,37,77.88
2021-02-22T18:30:00Z,2021-02-22,38,27.15
2021-02-22T19:00:00Z,2021-02-22,39,27.15
2021-02-22T19:30:00Z,2021-02-22,40,27.15
2021-02-22T20:00:00Z,2021-02-22,41,27.15
2021-02-22T20:30:00Z,2021-02-22,42,30.0
2021-02-22T21:00:00Z,2021-02-22,43,65.0
2021-02-22T21:30:00Z,2021-02-22,44,7.51496
2021-02-22T22:00:00Z,2021-02-22,45,64.9
2021-02-22T22:30:00Z,2021-02-22,46,36.33
2021-02-22T23:00:00Z,2021-02-22,47,39.86
2021-02-22T23:30:00Z,2021-02-22,48,25.88
2021-02-23T00:00:00Z,2021-02-23,1,31.95
2021-02-23T00:30:00Z,2021-02-23,2,32.18992
2021-02-23T01:00:00Z,2021-02-23,3,30.55
2021-02-23T01:30:00Z,2021-02-23,4,20.26
2021-02-23T02:00:00Z,2021-02-23,5,30.07256
2021-02-23T02:30:00Z,2021-02-23,6,30.0
2021-02-23T03:00:00Z,2021-02-23,7,65.0
2021-02-23T03:30:00Z,2021-02-23,8,26.89
2021-02-23T04:00:00Z,2021-02-23,9,65.0
2021-02-23T04:30:00Z,2021-02-23,10,65.0
2021-02-23T05:00:00Z,2021-02-23,11,65.0
2021-02-23T05:30:00Z,2021-02-23,12,65.0
2021-02-23T06:00:00Z,2021-02-23,13,35.06
2021-02-23T06:30:00Z,2021-02-23,14,30.0
2021-02-23T07:00:00Z,2021-02-23,15,60.0
2021-02-23T07:30:00Z,2021-02-23,16,37.5
2021-02-23T08:00:00Z,2021-02-23,17,8.0
2021-02-23T08:30:00Z,2021-02-23,18,9.92287
2021-02-23T09:00:00Z,2021-02-23,19,35.43
2021-02-23T09:30:00Z,2021-02-23,20,7.0
2021-02-23T10:00:00Z,2021-02-23,21,0.0
2021-02-23T10:30:00Z,2021-02-23,22,-60.0
2021-02-23T11:00:00Z,2021-02-23,23,6.5
2021-02-23T11:30:00Z,2021-02-23,24,33.56
2021-02-23T12:00:00Z,2021-02-23,25,64.95
2021-02-23T12:30:00Z,2021-02-23,26,64.9
2021-02-23T13:00:00Z,2021-02-23,27,64.9
2021-02-23T13:30:00Z,2021-02-23,28,64.9
2021-02-23T14:00:00Z,2021-02-23,29,64.89
2021-02-23T14:30:00Z,2021-02-23,30,64.89
2021-02-23T15:00:00Z,2021-02-23,31,16.0
2021-02-23T15:30:00Z,2021-02-23,32,7.1
2021-02-23T16:00:00Z,2021-02-23,33,7.05
2021-02-23T16:30:00Z,2021-02-23,34,23.0
2021-02-23T17:00:00Z,2021-02-23,35,64.89
2021-02-23T17:30:00Z,2021-02-23,36,67.4
2021-02-23T18:00:00Z,2021-02-23,37,67.4
2021-02-23T18:30:00Z,2021-02-23,38,66.25
2021-02-23T19:00:00Z,2021-02-23,39,30.0
2021-02-23T19:30:00Z,2021-02-23,40,23.0
2021-02-23T20:00:00Z,2021-02-23,41,65.0
2021-02-23T20:30:00Z,2021-02-23,42,65.0
2021-02-23T21:00:00Z,2021-02-23,43,65.5
2021-02-23T21:30:00Z,2021-02-23,44,38.0
2021-02-23T22:00:00Z,2021-02-23,45,33.61
2021-02-23T22:30:00Z,2021-02-23,46,8.5
2021-02-23T23:00:00Z,2021-02-23,47,8.0
2021-02-23T23:30:00Z,2021-02-23,48,7.0
2021-02-24T00:00:00Z,2021-02-24,1,0.05
2021-02-24T00:30:00Z,2021-02-24,2,0.01
2021-02-24T01:00:00Z,2021-02-24,3,7.81
2021-02-24T01:30:00Z,2021-02-24,4,-3.17
2021-02-24T02:00:00Z,2021-02-24,5,1.1
2021-02-24T02:30:00Z,2021-02-24,6,3.92
2021-02-24T03:00:00Z,2021-02-24,7,-0.76
2021-02-24T03:30:00Z,2021-02-24,8,-1.77
2021-02-24T04:00:00Z,2021-02-24,9,38.0
2021-02-24T04:30:00Z,2021-02-24,10,2.21
2021-02-24T05:00:00Z,2021-02-24,11,15.85
2021-02-24T05:30:00Z,2021-02-24,12,23.09
2021-02-24T06:00:00Z,2021-02-24,13,8.5
2021-02-24T06:30:00Z,2021-02-24,14,43.96
2021-02-24T07:00:00Z,2021-02-24,15,32.41
2021-02-24T07:30:00Z,2021-02-24,16,52.7
2021-02-24T08:00:00Z,2021-02-24,17,47.0
2021-02-24T08:30:00Z,2021-02-24,18,35.07
2021-02-24T09:00:00Z,2021-02-24,19,0.0
2021-02-24T09:30:00Z,2021-02-24,20,23.0
2021-02-24T10:00:00Z,2021-02-24,21,9.0
2021-02-24T10:30:00Z,2021-02-24,22,8.5
2021-02-24T11:00:00Z,2021-02-24,23,25.46
2021-02-24T11:30:00Z,2021-02-24,24,64.5
2021-02-24T12:00:00Z,2021-02-24,25,64.5
2021-02-24T12:30:00Z,2021-02-24,26,64.5
2021-02-24T13:00:00Z,2021-02-24,27,64.5
2021-02-24T13:30:00Z,2021-02-24,28,64.5
2021-02-24T14:00:00Z,2021-02-24,29,64.5
2021-02-24T14:30:00Z,2021-02-24,30,64.5
2021-02-24T15:00:00Z,2021-02-24,31,64.5
2021-02-24T15:30:00Z,2021-02-24,32,64.5
2021-02-24T16:00:00Z,2021-02-24,33,15.1
2021-02-24T16:30:00Z,2021-02-24,34,29.25
2021-02-24T17:00:00Z,2021-02-24,35,32.59277
2021-02-24T17:30:00Z,2021-02-24,36,68.5
2021-02-24T18:00:00Z,2021-02-24,37,68.5
2021-02-24T18:30:00Z,2021-02-24,38,25.2
2021-02-24T19:00:00Z,2021-02-24,39,26.11
2021-02-24T19:30:00Z,2021-02-24,40,26.2
2021-02-24T20:00:00Z,2021-02-24,41,68.0
2021-02-24T20:30:00Z,2021-02-24,42,68.0
2021-02-24T21:00:00Z,2021-02-24,43,64.3
2021-02-24T21:30:00Z,2021-02-24,44,31.21
2021-02-24T22:00:00Z,2021-02-24,45,27.01004
2021-02-24T22:30:00Z,2021-02-24,46,27.01004
2021-02-24T23:00:00Z,2021-02-24,47,64.0
2021-02-24T23:30:00Z,2021-02-24,48,27.71
2021-02-25T00:00:00Z,2021-02-25,1,26.2
2021-02-25T00:30:00Z,2021-02-25,2,27.29
2021-02-25T01:00:00Z,2021-02-25,3,25.34
2021-02-25T01:30:00Z,2021-02-25,4,23.85
2021-02-25T02:00:00Z,2021-02-25,5,22.55656
2021-02-25T02:30:00Z,2021-02-25,6,8.5
2021-02-25T03:00:00Z,2021-02-25,7,26.04
2021-02-25T03:30:00Z,2021-02-25,8,27.43
2021-02-25T04:00:00Z,2021-02-25,9,63.85
2021-02-25T04:30:00Z,2021-02-25,10,63.85
2021-02-25T05:00:00Z,2021-02-25,11,63.85
2021-02-25T05:30:00Z,2021-02-25,12,63.85
2021-02-25T06:00:00Z,2021-02-25,13,63.85
2021-02-25T06:30:00Z,2021-02-25,14,30.0
2021-02-25T07:00:00Z,2021-02-25,15,64.95
2021-02-25T07:30:00Z,2021-02-25,16,49.0
2021-02-25T08:00:00Z,2021-02-25,17,66.95
2021-02-25T08:30:00Z,2021-02-25,18,66.95
2021-02-25T09:00:00Z,2021-02-25,19,67.0
2021-02-25T09:30:00Z,2021-02-25,20,67.0
2021-02-25T10:00:00Z,2021-02-25,21,66.5
2021-02-25T10:30:00Z,2021-02-25,22,9.0
2021-02-25T11:00:00Z,2021-02-25,23,7.0
2021-02-25T11:30:00Z,2021-02-25,24,10.0
2021-02-25T12:00:00Z,2021-02-25,25,8.0
2021-02-25T12:30:00Z,2021-02-25,26,8.0
2021-02-25T13:00:00Z,2021-02-25,27,25.0
2021-02-25T13:30:00Z,2021-02-25,28,25.0
2021-02-25T14:00:00Z,2021-02-25,29,25.0
2021-02-25T14:30:00Z,2021-02-25,30,25.0
2021-02-25T15:00:00Z,2021-02-25,31,10.0
2021-02-25T15:30:00Z,2021-02-25,32,0.0
2021-02-25T16:00:00Z,2021-02-25,33,0.0
2021-02-25T16:30:00Z,2021-02-25,34,29.90806
2021-02-25T17:00:00Z,2021-02-25,35,55.0
2021-02-25T17:30:00Z,2021-02-25,36,76.0
2021-02-25T18:00:00Z,2021-02-25,37,77.0
2021-02-25T18:30:00Z,2021-02-25,38,76.0
2021-02-25T19:00:00Z,2021-02-25,39,76.0
2021-02-25T19:30:00Z,2021-02-25,40,76.0
2021-02-25T20:00:00Z,2021-02-25,41,64.95
2021-02-25T20:30:00Z,2021-02-25,42,28.65
2021-02-25T21:00:00Z,2021-02-25,43,29.0
2021-02-25T21:30:00Z,2021-02-25,44,29.0
2021-02-25T22:00:00Z,2021-02-25,45,29.0
2021-02-25T22:30:00Z,2021-02-25,46,36.61
2021-02-25T23:00:00Z,2021-02-25,47,63.5
2021-02-25T23:30:00Z,2021-02-25,48,37.14
2021-02-26T00:00:00Z,2021-02-26,1,34.79
2021-02-26T00:30:00Z,2021-02-26,2,36.0
2021-02-26T01:00:00Z,2021-02-26,3,36.0
2021-02-26T01:30:00Z,2021-02-26,4,36.0
2021-02-26T02:00:00Z,2021-02-26,5,36.0
2021-02-26T02:30:00Z,2021-02-26,6,62.3
2021-02-26T03:00:00Z,2021-02-26,7,62.3
2021-02-26T03:30:00Z,2021-02-26,8,62.3
2021-02-26T04:00:00Z,2021-02-26,9,36.0
2021-02-26T04:30:00Z,2021-02-26,10,35.59
2021-02-26T05:00:00Z,2021-02-26,11,10.1
2021-02-26T05:30:00Z,2021-02-26,12,10.1
2021-02-26T06:00:00Z,2021-02-26,13,65.0
2021-02-26T06:30:00Z,2021-02-26,14,55.0
2021-02-26T07:00:00Z,2021-02-26,15,24.0
2021-02-26T07:30:00Z,2021-02-26,16,65.5
2021-02-26T08:00:00Z,2021-02-26,17,65.5
2021-02-26T08:30:00Z,2021-02-26,18,65.5
2021-02-26T09:00:00Z,2021-02-26,19,65.5
2021-02-26T09:30:00Z,2021-02-26,20,30.0
2021-02-26T10:00:00Z,2021-02-26,21,29.75
2021-02-26T10:30:00Z,2021-02-26,22,29.75
2021-02-26T11:00:00Z,2021-02-26,23,29.81
2021-02-26T11:30:00Z,2021-02-26,24,29.5
2021-02-26T12:00:00Z,2021-02-26,25,29.92
2021-02-26T12:30:00Z,2021-02-26,26,30.05
2021-02-26T13:00:00Z,2021-02-26,27,30.11
2021-02-26T13:30:00Z,2021-02-26,28,30.25
2021-02-26T14:00:00Z,2021-02-26,29,30.1
2021-02-26T14:30:00Z,2021-02-26,30,30.1
2021-02-26T15:00:00Z,2021-02-26,31,4.55
2021-02-26T15:30:00Z,2021-02-26,32,4.55
2021-02-26T16:00:00Z,2021-02-26,33,4.55
2021-02-26T16:30:00Z,2021-02-26,34,31.5
2021-02-26T17:00:00Z,2021-02-26,35,7.1
2021-02-26T17:30:00Z,2021-02-26,36,31.65
2021-02-26T18:00:00Z,2021-02-26,37,74.0
2021-02-26T18:30:00Z,2021-02-26,38,74.0
2021-02-26T19:00:00Z,2021-02-26,39,70.0
2021-02-26T19:30:00Z,2021-02-26,40,63.0
2021-02-26T20:00:00Z,2021-02-26,41,33.05
2021-02-26T20:30:00Z,2021-02-26,42,64.95
2021-02-26T21:00:00Z,2021-02-26,43,63.5
2021-02-26T21:30:00Z,2021-02-26,44,63.5
2021-02-26T22:00:00Z,2021-02-26,45,62.45
2021-02-26T22:30:00Z,2021-02-26,46,62.2
2021-02-26T23:00:00Z,2021-02-26,47,61.9
2021-02-26T23:30:00Z,2021-02-26,48,60.5
2021-02-27T00:00:00Z,2021-02-27,1,61.85
2021-02-27T00:30:00Z,2021-02-27,2,61.85
2021-02-27T01:00:00Z,2021-02-27,3,61.85
2021-02-27T01:30:00Z,2021-02-27,4,60.5
2021-02-27T02:00:00Z,2021-02-27,5,60.4
2021-02-27T02:30:00Z,2021-02-27,6,60.0
2021-02-27T03:00:00Z,2021-02-27,7,33.6
2021-02-27T03:30:00Z,2021-02-27,8,33.03828
2021-02-27T04:00:00Z,2021-02-27,9,33.15
2021-02-27T04:30:00Z,2021-02-27,10,33.5
2021-02-27T05:00:00Z,2021-02-27,11,59.95
2021-02-27T05:30:00Z,2021-02-27,12,60.0
2021-02-27T06:00:00Z,2021-02-27,13,60.5
2021-02-27T06:30:00Z,2021-02-27,14,60.5
2021-02-27T07:00:00Z,2021-02-27,15,63.9
2021-02-27T07:30:00Z,2021-02-27,16,63.9
2021-02-27T08:00:00Z,2021-02-27,17,30.5
2021-02-27T08:30:00Z,2021-02-27,18,30.5
2021-02-27T09:00:00Z,2021-02-27,19,65.5
2021-02-27T09:30:00Z,2021-02-27,20,31.25
2021-02-27T10:00:00Z,2021-02-27,21,30.15
2021-02-27T10:30:00Z,2021-02-27,22,30.15
2021-02-27T11:00:00Z,2021-02-27,23,30.15
2021-02-27T11:30:00Z,2021-02-27,24,31.0
2021-02-27T12:00:00Z,2021-02-27,25,31.25
2021-02-27T12:30:00Z,2021-02-27,26,31.35
2021-02-27T13:00:00Z,2021-02-27,27,30.55
2021-02-27T13:30:00Z,2021-02-27,28,30.55
2021-02-27T14:00:00Z,2021-02-27,29,31.25
2021-02-27T14:30:00Z,2021-02-27,30,31.3
2021-02-27T15:00:00Z,2021-02-27,31,31.5
2021-02-27T15:30:00Z,2021-02-27,32,31.75
2021-02-27T16:00:00Z,2021-02-27,33,31.75
2021-02-27T16:30:00Z,2021-02-27,34,32.2
2021-02-27T17:00:00Z,2021-02-27,35,32.3
2021-02-27T17:30:00Z,2021-02-27,36,95.54
2021-02-27T18:00:00Z,2021-02-27,37,179.04
2021-02-27T18:30:00Z,2021-02-27,38,179.04
2021-02-27T19:00:00Z,2021-02-27,39,98.54
2021-02-27T19:30:00Z,2021-02-27,40,95.54
2021-02-27T20:00:00Z,2021-02-27,41,84.0
2021-02-27T20:30:00Z,2021-02-27,42,80.0
2021-02-27T21:00:00Z,2021-02-27,43,63.95
2021-02-27T21:30:00Z,2021-02-27,44,63.5
2021-02-27T22:00:00Z,2021-02-27,45,63.5
2021-02-27T22:30:00Z,2021-02-27,46,63.0
2021-02-27T23:00:00Z,2021-02-27,47,63.0
2021-02-27T23:30:00Z,2021-02-27,48,62.9
2021-02-28T00:00:00Z,2021-02-28,1,33.65
2021-02-28T00:30:00Z,2021-02-28,2,62.7
2021-02-28T01:00:00Z,2021-02-28,3,34.1
2021-02-28T01:30:00Z,2021-02-28,4,33.5
2021-02-28T02:00:00Z,2021-02-28,5,35.05
2021-02-28T02:30:00Z,2021-02-28,6,35.05
2021-02-28T03:00:00Z,2021-02-28,7,59.95
2021-02-28T03:30:00Z,2021-02-28,8,35.05
2021-02-28T04:00:00Z,2021-02-28,9,32.6
2021-02-28T04:30:00Z,2021-02-28,10,32.6
2021-02-28T05:00:00Z,2021-02-28,11,32.6
2021-02-28T05:30:00Z,2021-02-28,12,58.0
2021-02-28T06:00:00Z,2021-02-28,13,58.0
2021-02-28T06:30:00Z,2021-02-28,14,33.36
2021-02-28T07:00:00Z,2021-02-28,15,58.0
2021-02-28T07:30:00Z,2021-02-28,16,58.0
2021-02-28T08:00:00Z,2021-02-28,17,61.95
2021-02-28T08:30:00Z,2021-02-28,18,61.95
2021-02-28T09:00:00Z,2021-02-28,19,61.95
2021-02-28T09:30:00Z,2021-02-28,20,61.95
2021-02-28T10:00:00Z,2021-02-28,21,36.65
2021-02-28T10:30:00Z,2021-02-28,22,36.65
2021-02-28T11:00:00Z,2021-02-28,23,36.55
2021-02-28T11:30:00Z,2021-02-28,24,36.55
2021-02-28T12:00:00Z,2021-02-28,25,36.65
2021-02-28T12:30:00Z,2021-02-28,26,36.65
2021-02-28T13:00:00Z,2021-02-28,27,36.65
2021-02-28T13:30:00Z,2021-02-28,28,36.65
2021-02-28T14:00:00Z,2021-02-28,29,36.65
2021-02-28T14:30:00Z,2021-02-28,30,36.5
2021-02-28T15:00:00Z,2021-02-28,31,36.65
2021-02-28T15:30:00Z,2021-02-28,32,36.65
2021-02-28T16:00:00Z,2021-02-28,33,36.76
2021-02-28T16:30:00Z,2021-02-28,34,84.94021
2021-02-28T17:00:00Z,2021-02-28,35,87.31
2021-02-28T17:30:00Z,2021-02-28,36,36.76
2021-02-28T18:00:00Z,2021-02-28,37,132.04
2021-02-28T18:30:00Z,2021-02-28,38,38.1
2021-02-28T19:00:00Z,2021-02-28,39,37.3
2021-02-28T19:30:00Z,2021-02-28,40,37.2
2021-02-28T20:00:00Z,2021-02-28,41,37.3
2021-02-28T20:30:00Z,2021-02-28,42,37.3
2021-02-28T21:00:00Z,2021-02-28,43,37.28255
2021-02-28T21:30:00Z,2021-02-28,44,37.3
2021-02-28T22:00:00Z,2021-02-28,45,37.35
2021-02-28T22:30:00Z,2021-02-28,46,61.0
2021-02-28T23:00:00Z,2021-02-28,47,37.96
2021-02-28T23:30:00Z,2021-02-28,48,62.0
2021-03-01T00:00:00Z,2021-03-01,1,62.0
2021-03-01T00:30:00Z,2021-03-01,2,37.55
2021-03-01T01:00:00Z,2021-03-01,3,38.0
2021-03-01T01:30:00Z,2021-03-01,4,38.0
2021-03-01T02:00:00Z,2021-03-01,5,38.0
2021-03-01T02:30:00Z,2021-03-01,6,38.5
2021-03-01T03:00:00Z,2021-03-01,7,38.2
2021-03-01T03:30:00Z,2021-03-01,8,59.45
2021-03-01T04:00:00Z,2021-03-01,9,59.45
2021-03-01T04:30:00Z,2021-03-01,10,59.9
2021-03-01T05:00:00Z,2021-03-01,11,79.90006
2021-03-01T05:30:00Z,2021-03-01,12,63.0
2021-03-01T06:00:00Z,2021-03-01,13,79.9
2021-03-01T06:30:00Z,2021-03-01,14,63.0
2021-03-01T07:00:00Z,2021-03-01,15,84.9
2021-03-01T07:30:00Z,2021-03-01,16,90.0
2021-03-01T08:00:00Z,2021-03-01,17,90.0
2021-03-01T08:30:00Z,2021-03-01,18,89.95
2021-03-01T09:00:00Z,2021-03-01,19,89.95
2021-03-01T09:30:00Z,2021-03-01,20,89.5
2021-03-01T10:00:00Z,2021-03-01,21,89.95
2021-03-01T10:30:00Z,2021-03-01,22,89.95
2021-03-01T11:00:00Z,2021-03-01,23,89.98
2021-03-01T11:30:00Z,2021-03-01,24,39.5
2021-03-01T12:00:00Z,2021-03-01,25,79.89996
2021-03-01T12:30:00Z,2021-03-01,26,40.5
2021-03-01T13:00:00Z,2021-03-01,27,74.0
2021-03-01T13:30:00Z,2021-03-01,28,39.5
2021-03-01T14:00:00Z,2021-03-01,29,0.0
2021-03-01T14:30:00Z,2021-03-01,30,0.0
2021-03-01T15:00:00Z,2021-03-01,31,58.5
2021-03-01T15:30:00Z,2021-03-01,32,40.4
2021-03-01T16:00:00Z,2021-03-01,33,59.45
2021-03-01T16:30:00Z,2021-03-01,34,40.5
2021-03-01T17:00:00Z,2021-03-01,35,40.5
2021-03-01T17:30:00Z,2021-03-01,36,40.5
2021-03-01T18:00:00Z,2021-03-01,37,345.0
2021-03-01T18:30:00Z,2021-03-01,38,79.0
2021-03-01T19:00:00Z,2021-03-01,39,41.76
2021-03-01T19:30:00Z,2021-03-01,40,41.71
2021-03-01T20:00:00Z,2021-03-01,41,42.05
2021-03-01T20:30:00Z,2021-03-01,42,42.05
2021-03-01T21:00:00Z,2021-03-01,43,62.0
2021-03-01T21:30:00Z,2021-03-01,44,42.05
2021-03-01T22:00:00Z,2021-03-01,45,42.05
2021-03-01T22:30:00Z,2021-03-01,46,41.83
2021-03-01T23:00:00Z,2021-03-01,47,42.05
2021-03-01T23:30:00Z,2021-03-01,48,40.6
2021-03-02T00:00:00Z,2021-03-02,1,40.6
2021-03-02T00:30:00Z,2021-03-02,2,58.5
2021-03-02T01:00:00Z,2021-03-02,3,42.0
2021-03-02T01:30:00Z,2021-03-02,4,35.0
2021-03-02T02:00:00Z,2021-03-02,5,40.7
2021-03-02T02:30:00Z,2021-03-02,6,42.0
2021-03-02T03:00:00Z,2021-03-02,7,43.59
2021-03-02T03:30:00Z,2021-03-02,8,40.88
2021-03-02T04:00:00Z,2021-03-02,9,42.21
2021-03-02T04:30:00Z,2021-03-02,10,10.0
2021-03-02T05:00:00Z,2021-03-02,11,10.0
2021-03-02T05:30:00Z,2021-03-02,12,40.40572
2021-03-02T06:00:00Z,2021-03-02,13,57.5
2021-03-02T06:30:00Z,2021-03-02,14,89.0
2021-03-02T07:00:00Z,2021-03-02,15,95.0
