timestamp_utc,settlement_date,settlement_period,data_provider,price,volume
2020-09-21T22:30:00Z,2020-09-21,48,APXMIDP,42.85,533.55
2020-09-21T23:00:00Z,2020-09-22,1,APXMIDP,41.33,423.3
2020-09-21T23:30:00Z,2020-09-22,2,APXMIDP,35.75,328.5
2020-09-22T00:00:00Z,2020-09-22,3,APXMIDP,35.96,376.8
2020-09-22T00:30:00Z,2020-09-22,4,APXMIDP,36.43,345.55
2020-09-22T01:00:00Z,2020-09-22,5,APXMIDP,39.33,374.4
2020-09-22T01:30:00Z,2020-09-22,6,APXMIDP,37.59,612.45
2020-09-22T02:00:00Z,2020-09-22,7,APXMIDP,41.74,357.3
2020-09-22T02:30:00Z,2020-09-22,8,APXMIDP,36.57,506.25
2020-09-22T03:00:00Z,2020-09-22,9,APXMIDP,38.97,363.4
2020-09-22T03:30:00Z,2020-09-22,10,APXMIDP,27.47,507.15
2020-09-22T04:00:00Z,2020-09-22,11,APXMIDP,27.23,599.0
2020-09-22T04:30:00Z,2020-09-22,12,APXMIDP,30.58,647.85
2020-09-22T05:00:00Z,2020-09-22,13,APXMIDP,30.38,504.55
2020-09-22T05:30:00Z,2020-09-22,14,APXMIDP,39.27,1006.5
2020-09-22T06:00:00Z,2020-09-22,15,APXMIDP,52.34,977.15
2020-09-22T06:30:00Z,2020-09-22,16,APXMIDP,56.24,821.8
2020-09-22T07:00:00Z,2020-09-22,17,APXMIDP,53.88,1119.85
2020-09-22T07:30:00Z,2020-09-22,18,APXMIDP,53.08,1056.1
2020-09-22T08:00:00Z,2020-09-22,19,APXMIDP,52.25,1449.25
2020-09-22T08:30:00Z,2020-09-22,20,APXMIDP,48.36,1735.4
2020-09-22T09:00:00Z,2020-09-22,21,APXMIDP,41.58,1600.9
2020-09-22T09:30:00Z,2020-09-22,22,APXMIDP,39.13,1597.2
2020-09-22T10:00:00Z,2020-09-22,23,APXMIDP,36.37,1326.8
2020-09-22T10:30:00Z,2020-09-22,24,APXMIDP,36.52,1310.45
2020-09-22T11:00:00Z,2020-09-22,25,APXMIDP,38.16,1400.0
2020-09-22T11:30:00Z,2020-09-22,26,APXMIDP,34.96,1209.15
2020-09-22T12:00:00Z,2020-09-22,27,APXMIDP,36.05,1930.25
2020-09-22T12:30:00Z,2020-09-22,28,APXMIDP,36.93,1943.7
2020-09-22T13:00:00Z,2020-09-22,29,APXMIDP,36.32,1775.7
2020-09-22T13:30:00Z,2020-09-22,30,APXMIDP,36.24,1682.8
2020-09-22T14:00:00Z,2020-09-22,31,APXMIDP,40.59,1336.8
2020-09-22T14:30:00Z,2020-09-22,32,APXMIDP,40.58,1370.8
2020-09-22T15:00:00Z,2020-09-22,33,APXMIDP,41.59,1400.95
2020-09-22T15:30:00Z,2020-09-22,34,APXMIDP,48.25,1663.2
2020-09-22T16:00:00Z,2020-09-22,35,APXMIDP,53.0,1667.35
2020-09-22T16:30:00Z,2020-09-22,36,APXMIDP,53.76,1581.35
2020-09-22T17:00:00Z,2020-09-22,37,APXMIDP,54.2,1738.1
2020-09-22T17:30:00Z,2020-09-22,38,APXMIDP,53.46,1874.95
2020-09-22T18:00:00Z,2020-09-22,39,APXMIDP,52.45,1494.3
2020-09-22T18:30:00Z,2020-09-22,40,APXMIDP,52.8,1653.2
2020-09-22T19:00:00Z,2020-09-22,41,APXMIDP,45.11,1438.8
2020-09-22T19:30:00Z,2020-09-22,42,APXMIDP,42.88,1158.05
2020-09-22T20:00:00Z,2020-09-22,43,APXMIDP,41.83,1204.2
2020-09-22T20:30:00Z,2020-09-22,44,APXMIDP,41.36,1304.25
2020-09-22T21:00:00Z,2020-09-22,45,APXMIDP,39.43,1556.45
2020-09-22T21:30:00Z,2020-09-22,46,APXMIDP,39.42,1424.5
2020-09-22T22:00:00Z,2020-09-22,47,APXMIDP,35.14,759.3
2020-09-22T22:30:00Z,2020-09-22,48,APXMIDP,36.01,633.35
2020-09-22T23:00:00Z,2020-09-23,1,APXMIDP,39.37,456.05
2020-09-22T23:30:00Z,2020-09-23,2,APXMIDP,38.85,436.0
2020-09-23T00:00:00Z,2020-09-23,3,APXMIDP,38.93,582.55
2020-09-23T00:30:00Z,2020-09-23,4,APXMIDP,39.88,585.75
2020-09-23T01:00:00Z,2020-09-23,5,APXMIDP,40.74,504.75
2020-09-23T01:30:00Z,2020-09-23,6,APXMIDP,40.48,473.45
2020-09-23T02:00:00Z,2020-09-23,7,APXMIDP,40.58,527.95
2020-09-23T02:30:00Z,2020-09-23,8,APXMIDP,40.68,533.9
2020-09-23T03:00:00Z,2020-09-23,9,APXMIDP,40.9,646.0
2020-09-23T03:30:00Z,2020-09-23,10,APXMIDP,40.76,920.95
2020-09-23T04:00:00Z,2020-09-23,11,APXMIDP,42.9,589.35
2020-09-23T04:30:00Z,2020-09-23,12,APXMIDP,44.34,559.15
2020-09-23T05:00:00Z,2020-09-23,13,APXMIDP,47.81,894.45
2020-09-23T05:30:00Z,2020-09-23,14,APXMIDP,41.32,1385.3
2020-09-23T06:00:00Z,2020-09-23,15,APXMIDP,39.47,829.9
2020-09-23T06:30:00Z,2020-09-23,16,APXMIDP,51.64,975.05
2020-09-23T07:00:00Z,2020-09-23,17,APXMIDP,46.78,1006.2
2020-09-23T07:30:00Z,2020-09-23,18,APXMIDP,47.62,1170.05
2020-09-23T08:00:00Z,2020-09-23,19,APXMIDP,45.36,1138.7
2020-09-23T08:30:00Z,2020-09-23,20,APXMIDP,48.29,1137.45
2020-09-23T09:00:00Z,2020-09-23,21,APXMIDP,50.01,1274.05
2020-09-23T09:30:00Z,2020-09-23,22,APXMIDP,49.48,1216.0
2020-09-23T10:00:00Z,2020-09-23,23,APXMIDP,49.75,849.35
2020-09-23T10:30:00Z,2020-09-23,24,APXMIDP,49.79,981.15
2020-09-23T11:00:00Z,2020-09-23,25,APXMIDP,51.6,977.15
2020-09-23T11:30:00Z,2020-09-23,26,APXMIDP,49.44,1232.4
2020-09-23T12:00:00Z,2020-09-23,27,APXMIDP,48.95,1132.8
2020-09-23T12:30:00Z,2020-09-23,28,APXMIDP,49.42,1248.4
2020-09-23T13:00:00Z,2020-09-23,29,APXMIDP,46.57,1689.9
2020-09-23T13:30:00Z,2020-09-23,30,APXMIDP,42.08,1463.15
2020-09-23T14:00:00Z,2020-09-23,31,APXMIDP,40.67,1630.7
2020-09-23T14:30:00Z,2020-09-23,32,APXMIDP,43.9,2194.6
2020-09-23T15:00:00Z,2020-09-23,33,APXMIDP,41.96,2236.4
2020-09-23T15:30:00Z,2020-09-23,34,APXMIDP,45.74,2179.95
2020-09-23T16:00:00Z,2020-09-23,35,APXMIDP,52.17,1838.35
2020-09-23T16:30:00Z,2020-09-23,36,APXMIDP,52.63,1684.75
2020-09-23T17:00:00Z,2020-09-23,37,APXMIDP,52.9,2081.2
2020-09-23T17:30:00Z,2020-09-23,38,APXMIDP,54.22,2055.25
2020-09-23T18:00:00Z,2020-09-23,39,APXMIDP,55.52,1945.55
2020-09-23T18:30:00Z,2020-09-23,40,APXMIDP,47.39,1749.75
2020-09-23T19:00:00Z,2020-09-23,41,APXMIDP,44.9,1330.05
2020-09-23T19:30:00Z,2020-09-23,42,APXMIDP,43.24,1518.75
2020-09-23T20:00:00Z,2020-09-23,43,APXMIDP,44.27,1911.2
2020-09-23T20:30:00Z,2020-09-23,44,APXMIDP,40.42,2215.15
2020-09-23T21:00:00Z,2020-09-23,45,APXMIDP,38.62,2447.7
2020-09-23T21:30:00Z,2020-09-23,46,APXMIDP,39.12,2812.9
2020-09-23T22:00:00Z,2020-09-23,47,APXMIDP,39.66,712.2
2020-09-23T22:30:00Z,2020-09-23,48,APXMIDP,39.2,646.85
2020-09-23T23:00:00Z,2020-09-24,1,APXMIDP,31.77,434.4
2020-09-23T23:30:00Z,2020-09-24,2,APXMIDP,30.59,549.9
2020-09-24T00:00:00Z,2020-09-24,3,APXMIDP,28.91,501.1
2020-09-24T00:30:00Z,2020-09-24,4,APXMIDP,27.96,507.1
2020-09-24T01:00:00Z,2020-09-24,5,APXMIDP,26.2,648.9
2020-09-24T01:30:00Z,2020-09-24,6,APXMIDP,26.75,678.95
2020-09-24T02:00:00Z,2020-09-24,7,APXMIDP,26.63,808.5
2020-09-24T02:30:00Z,2020-09-24,8,APXMIDP,25.72,608.15
2020-09-24T03:00:00Z,2020-09-24,9,APXMIDP,27.46,663.05
2020-09-24T03:30:00Z,2020-09-24,10,APXMIDP,30.22,630.45
2020-09-24T04:00:00Z,2020-09-24,11,APXMIDP,40.18,966.4
2020-09-24T04:30:00Z,2020-09-24,12,APXMIDP,40.44,753.75
2020-09-24T05:00:00Z,2020-09-24,13,APXMIDP,39.06,1151.75
2020-09-24T05:30:00Z,2020-09-24,14,APXMIDP,39.49,1239.65
2020-09-24T06:00:00Z,2020-09-24,15,APXMIDP,45.9,1166.2
2020-09-24T06:30:00Z,2020-09-24,16,APXMIDP,53.79,1180.45
2020-09-24T07:00:00Z,2020-09-24,17,APXMIDP,52.03,1073.0
2020-09-24T07:30:00Z,2020-09-24,18,APXMIDP,50.09,1138.25
2020-09-24T08:00:00Z,2020-09-24,19,APXMIDP,52.13,1201.25
2020-09-24T08:30:00Z,2020-09-24,20,APXMIDP,51.04,1196.05
2020-09-24T09:00:00Z,2020-09-24,21,APXMIDP,46.64,1468.7
2020-09-24T09:30:00Z,2020-09-24,22,APXMIDP,42.49,1282.7
2020-09-24T10:00:00Z,2020-09-24,23,APXMIDP,38.8,1762.05
2020-09-24T10:30:00Z,2020-09-24,24,APXMIDP,42.08,1718.0
2020-09-24T11:00:00Z,2020-09-24,25,APXMIDP,40.99,1827.15
2020-09-24T11:30:00Z,2020-09-24,26,APXMIDP,40.8,1664.25
2020-09-24T12:00:00Z,2020-09-24,27,APXMIDP,43.63,1898.9
2020-09-24T12:30:00Z,2020-09-24,28,APXMIDP,41.84,1800.3
2020-09-24T13:00:00Z,2020-09-24,29,APXMIDP,42.92,1755.75
2020-09-24T13:30:00Z,2020-09-24,30,APXMIDP,44.0,1686.2
2020-09-24T14:00:00Z,2020-09-24,31,APXMIDP,48.49,1596.3
2020-09-24T14:30:00Z,2020-09-24,32,APXMIDP,43.73,1577.15
2020-09-24T15:00:00Z,2020-09-24,33,APXMIDP,49.38,1116.2
2020-09-24T15:30:00Z,2020-09-24,34,APXMIDP,54.6,1069.5
2020-09-24T16:00:00Z,2020-09-24,35,APXMIDP,59.35,2096.35
2020-09-24T16:30:00Z,2020-09-24,36,APXMIDP,61.84,1716.15
2020-09-24T17:00:00Z,2020-09-24,37,APXMIDP,64.24,1570.7
2020-09-24T17:30:00Z,2020-09-24,38,APXMIDP,65.02,1590.55
2020-09-24T18:00:00Z,2020-09-24,39,APXMIDP,73.08,1404.1
2020-09-24T18:30:00Z,2020-09-24,40,APXMIDP,69.74,1360.55
2020-09-24T19:00:00Z,2020-09-24,41,APXMIDP,61.76,1711.35
2020-09-24T19:30:00Z,2020-09-24,42,APXMIDP,51.6,1675.6
2020-09-24T20:00:00Z,2020-09-24,43,APXMIDP,42.52,1455.85
2020-09-24T20:30:00Z,2020-09-24,44,APXMIDP,37.72,1446.2
2020-09-24T21:00:00Z,2020-09-24,45,APXMIDP,37.85,1524.3
2020-09-24T21:30:00Z,2020-09-24,46,APXMIDP,40.74,1631.35
2020-09-24T22:00:00Z,2020-09-24,47,APXMIDP,43.09,1415.65
2020-09-24T22:30:00Z,2020-09-24,48,APXMIDP,46.17,952.25
2020-09-24T23:00:00Z,2020-09-25,1,APXMIDP,44.97,1120.3
2020-09-24T23:30:00Z,2020-09-25,2,APXMIDP,41.47,957.15
2020-09-25T00:00:00Z,2020-09-25,3,APXMIDP,36.0,923.4
2020-09-25T00:30:00Z,2020-09-25,4,APXMIDP,33.89,941.9
2020-09-25T01:00:00Z,2020-09-25,5,APXMIDP,26.3,861.65
2020-09-25T01:30:00Z,2020-09-25,6,APXMIDP,21.33,1041.05
2020-09-25T02:00:00Z,2020-09-25,7,APXMIDP,15.12,1045.7
2020-09-25T02:30:00Z,2020-09-25,8,APXMIDP,11.62,1234.1
2020-09-25T03:00:00Z,2020-09-25,9,APXMIDP,13.6,995.85
2020-09-25T03:30:00Z,2020-09-25,10,APXMIDP,12.51,1041.2
2020-09-25T04:00:00Z,2020-09-25,11,APXMIDP,25.87,781.1
2020-09-25T04:30:00Z,2020-09-25,12,APXMIDP,24.94,928.2
2020-09-25T05:00:00Z,2020-09-25,13,APXMIDP,32.78,1155.55
2020-09-25T05:30:00Z,2020-09-25,14,APXMIDP,37.45,1428.2
2020-09-25T06:00:00Z,2020-09-25,15,APXMIDP,28.84,1146.3
2020-09-25T06:30:00Z,2020-09-25,16,APXMIDP,42.81,1120.1
2020-09-25T07:00:00Z,2020-09-25,17,APXMIDP,48.34,1260.5
2020-09-25T07:30:00Z,2020-09-25,18,APXMIDP,46.22,1148.0
2020-09-25T08:00:00Z,2020-09-25,19,APXMIDP,49.22,1583.0
2020-09-25T08:30:00Z,2020-09-25,20,APXMIDP,41.77,1405.75
2020-09-25T09:00:00Z,2020-09-25,21,APXMIDP,41.71,1267.5
2020-09-25T09:30:00Z,2020-09-25,22,APXMIDP,37.93,1711.05
2020-09-25T10:00:00Z,2020-09-25,23,APXMIDP,39.98,1441.4
2020-09-25T10:30:00Z,2020-09-25,24,APXMIDP,40.49,1716.7
2020-09-25T11:00:00Z,2020-09-25,25,APXMIDP,37.75,1402.35
2020-09-25T11:30:00Z,2020-09-25,26,APXMIDP,37.14,1349.25
2020-09-25T12:00:00Z,2020-09-25,27,APXMIDP,36.49,1436.6
2020-09-25T12:30:00Z,2020-09-25,28,APXMIDP,34.36,1507.05
2020-09-25T13:00:00Z,2020-09-25,29,APXMIDP,28.55,1716.1
2020-09-25T13:30:00Z,2020-09-25,30,APXMIDP,25.45,1506.85
2020-09-25T14:00:00Z,2020-09-25,31,APXMIDP,23.65,1281.0
2020-09-25T14:30:00Z,2020-09-25,32,APXMIDP,27.68,1097.05
2020-09-25T15:00:00Z,2020-09-25,33,APXMIDP,37.3,1237.7
2020-09-25T15:30:00Z,2020-09-25,34,APXMIDP,39.62,1054.45
2020-09-25T16:00:00Z,2020-09-25,35,APXMIDP,41.24,1723.75
2020-09-25T16:30:00Z,2020-09-25,36,APXMIDP,52.66,1679.1
2020-09-25T17:00:00Z,2020-09-25,37,APXMIDP,55.58,1515.4
2020-09-25T17:30:00Z,2020-09-25,38,APXMIDP,56.71,1540.05
2020-09-25T18:00:00Z,2020-09-25,39,APXMIDP,59.11,1137.5
2020-09-25T18:30:00Z,2020-09-25,40,APXMIDP,59.3,1141.8
2020-09-25T19:00:00Z,2020-09-25,41,APXMIDP,58.49,1160.75
2020-09-25T19:30:00Z,2020-09-25,42,APXMIDP,55.5,1231.3
2020-09-25T20:00:00Z,2020-09-25,43,APXMIDP,49.82,1044.3
2020-09-25T20:30:00Z,2020-09-25,44,APXMIDP,51.55,1144.15
2020-09-25T21:00:00Z,2020-09-25,45,APXMIDP,45.97,1258.3
2020-09-25T21:30:00Z,2020-09-25,46,APXMIDP,44.19,1409.5
2020-09-25T22:00:00Z,2020-09-25,47,APXMIDP,51.07,490.05
2020-09-25T22:30:00Z,2020-09-25,48,APXMIDP,37.89,500.55
2020-09-25T23:00:00Z,2020-09-26,1,APXMIDP,44.83,854.5
2020-09-25T23:30:00Z,2020-09-26,2,APXMIDP,38.67,709.7
2020-09-26T00:00:00Z,2020-09-26,3,APXMIDP,35.95,653.7
2020-09-26T00:30:00Z,2020-09-26,4,APXMIDP,33.46,582.8
2020-09-26T01:00:00Z,2020-09-26,5,APXMIDP,34.29,681.6
2020-09-26T01:30:00Z,2020-09-26,6,APXMIDP,34.35,912.5
2020-09-26T02:00:00Z,2020-09-26,7,APXMIDP,29.64,723.45
2020-09-26T02:30:00Z,2020-09-26,8,APXMIDP,28.82,685.5
2020-09-26T03:00:00Z,2020-09-26,9,APXMIDP,27.48,818.45
2020-09-26T03:30:00Z,2020-09-26,10,APXMIDP,25.85,934.7
2020-09-26T04:00:00Z,2020-09-26,11,APXMIDP,25.98,694.5
2020-09-26T04:30:00Z,2020-09-26,12,APXMIDP,22.24,781.35
2020-09-26T05:00:00Z,2020-09-26,13,APXMIDP,19.51,765.8
2020-09-26T05:30:00Z,2020-09-26,14,APXMIDP,24.62,892.55
2020-09-26T06:00:00Z,2020-09-26,15,APXMIDP,17.46,862.05
2020-09-26T06:30:00Z,2020-09-26,16,APXMIDP,39.0,536.0
2020-09-26T07:00:00Z,2020-09-26,17,APXMIDP,31.74,825.6
2020-09-26T07:30:00Z,2020-09-26,18,APXMIDP,45.75,611.3
2020-09-26T08:00:00Z,2020-09-26,19,APXMIDP,43.19,731.7
2020-09-26T08:30:00Z,2020-09-26,20,APXMIDP,43.36,910.65
2020-09-26T09:00:00Z,2020-09-26,21,APXMIDP,43.45,918.2
2020-09-26T09:30:00Z,2020-09-26,22,APXMIDP,35.88,895.45
2020-09-26T10:00:00Z,2020-09-26,23,APXMIDP,37.82,909.55
2020-09-26T10:30:00Z,2020-09-26,24,APXMIDP,38.21,922.2
2020-09-26T11:00:00Z,2020-09-26,25,APXMIDP,37.68,959.2
2020-09-26T11:30:00Z,2020-09-26,26,APXMIDP,37.12,917.0
2020-09-26T12:00:00Z,2020-09-26,27,APXMIDP,37.76,991.0
2020-09-26T12:30:00Z,2020-09-26,28,APXMIDP,37.1,977.35
2020-09-26T13:00:00Z,2020-09-26,29,APXMIDP,35.02,931.85
2020-09-26T13:30:00Z,2020-09-26,30,APXMIDP,37.63,1098.7
2020-09-26T14:00:00Z,2020-09-26,31,APXMIDP,32.64,1279.1
2020-09-26T14:30:00Z,2020-09-26,32,APXMIDP,31.38,1254.8
2020-09-26T15:00:00Z,2020-09-26,33,APXMIDP,34.16,1265.5
2020-09-26T15:30:00Z,2020-09-26,34,APXMIDP,41.35,1271.35
2020-09-26T16:00:00Z,2020-09-26,35,APXMIDP,42.18,1141.15
2020-09-26T16:30:00Z,2020-09-26,36,APXMIDP,44.19,1075.85
2020-09-26T17:00:00Z,2020-09-26,37,APXMIDP,49.58,1015.4
2020-09-26T17:30:00Z,2020-09-26,38,APXMIDP,50.16,972.75
2020-09-26T18:00:00Z,2020-09-26,39,APXMIDP,55.55,1078.4
2020-09-26T18:30:00Z,2020-09-26,40,APXMIDP,54.41,1033.9
2020-09-26T19:00:00Z,2020-09-26,41,APXMIDP,53.73,945.1
2020-09-26T19:30:00Z,2020-09-26,42,APXMIDP,49.37,1142.7
2020-09-26T20:00:00Z,2020-09-26,43,APXMIDP,29.94,804.2
2020-09-26T20:30:00Z,2020-09-26,44,APXMIDP,27.16,884.3
2020-09-26T21:00:00Z,2020-09-26,45,APXMIDP,36.28,1023.15
2020-09-26T21:30:00Z,2020-09-26,46,APXMIDP,30.51,1250.0
2020-09-26T22:00:00Z,2020-09-26,47,APXMIDP,45.59,658.35
2020-09-26T22:30:00Z,2020-09-26,48,APXMIDP,32.03,511.0
2020-09-26T23:00:00Z,2020-09-27,1,APXMIDP,19.19,609.15
2020-09-26T23:30:00Z,2020-09-27,2,APXMIDP,14.91,594.0
2020-09-27T00:00:00Z,2020-09-27,3,APXMIDP,12.25,790.65
2020-09-27T00:30:00Z,2020-09-27,4,APXMIDP,14.53,634.3
2020-09-27T01:00:00Z,2020-09-27,5,APXMIDP,9.67,728.4
2020-09-27T01:30:00Z,2020-09-27,6,APXMIDP,7.69,774.05
2020-09-27T02:00:00Z,2020-09-27,7,APXMIDP,5.76,545.9
2020-09-27T02:30:00Z,2020-09-27,8,APXMIDP,5.73,585.35
2020-09-27T03:00:00Z,2020-09-27,9,APXMIDP,6.85,681.9
2020-09-27T03:30:00Z,2020-09-27,10,APXMIDP,8.18,624.6
2020-09-27T04:00:00Z,2020-09-27,11,APXMIDP,12.3,644.45
2020-09-27T04:30:00Z,2020-09-27,12,APXMIDP,13.0,614.05
2020-09-27T05:00:00Z,2020-09-27,13,APXMIDP,14.48,734.55
2020-09-27T05:30:00Z,2020-09-27,14,APXMIDP,16.04,834.0
