timestamp_utc,settlement_date,settlement_period,boa,generation_mw
2024-05-03T17:00:00Z,2024-05-03,37,0.0,309.744
2024-05-03T17:30:00Z,2024-05-03,38,0.0,340.362
2024-05-03T18:00:00Z,2024-05-03,39,0.0,333.862
2024-05-03T18:30:00Z,2024-05-03,40,0.0,336.482
2024-05-03T19:00:00Z,2024-05-03,41,0.0,315.702
2024-05-03T19:30:00Z,2024-05-03,42,0.0,359.66200000000003
2024-05-03T20:00:00Z,2024-05-03,43,0.0,441.262
2024-05-03T20:30:00Z,2024-05-03,44,0.0,561.442
2024-05-03T21:00:00Z,2024-05-03,45,0.0,654.502
2024-05-03T21:30:00Z,2024-05-03,46,0.0,670.662
2024-05-03T22:00:00Z,2024-05-03,47,0.0,689.222
2024-05-03T22:30:00Z,2024-05-03,48,0.0,692.442
2024-05-03T23:00:00Z,2024-05-04,1,0.0,692.88
2024-05-03T23:30:00Z,2024-05-04,2,0.0,692.58
2024-05-04T00:00:00Z,2024-05-04,3,0.0,692.322
2024-05-04T00:30:00Z,2024-05-04,4,0.0,691.162
2024-05-04T01:00:00Z,2024-05-04,5,0.0,697.72
2024-05-04T01:30:00Z,2024-05-04,6,0.0,713.9
2024-05-04T02:00:00Z,2024-05-04,7,0.0,743.68
2024-05-04T02:30:00Z,2024-05-04,8,0.0,768.402
2024-05-04T03:00:00Z,2024-05-04,9,0.0,770.922
2024-05-04T03:30:00Z,2024-05-04,10,0.0,771.0419999999999
2024-05-04T04:00:00Z,2024-05-04,11,0.0,769.3420000000001
2024-05-04T04:30:00Z,2024-05-04,12,0.0,770.38
2024-05-04T05:00:00Z,2024-05-04,13,0.0,763.38
2024-05-04T05:30:00Z,2024-05-04,14,0.0,754.042
2024-05-04T06:00:00Z,2024-05-04,15,0.0,735.722
2024-05-04T06:30:00Z,2024-05-04,16,0.0,707.222
2024-05-04T07:00:00Z,2024-05-04,17,0.0,690.342
2024-05-04T07:30:00Z,2024-05-04,18,0.0,675.384
2024-05-04T08:00:00Z,2024-05-04,19,0.0,675.1220000000001
2024-05-04T08:30:00Z,2024-05-04,20,0.0,680.502
2024-05-04T09:00:00Z,2024-05-04,21,0.0,620.562
2024-05-04T09:30:00Z,2024-05-04,22,0.0,653.724
2024-05-04T10:00:00Z,2024-05-04,23,0.0,658.0840000000001
2024-05-04T10:30:00Z,2024-05-04,24,0.0,650.244
2024-05-04T11:00:00Z,2024-05-04,25,0.0,650.624
2024-05-04T11:30:00Z,2024-05-04,26,0.0,595.624
2024-05-04T12:00:00Z,2024-05-04,27,0.0,510.144
2024-05-04T12:30:00Z,2024-05-04,28,0.0,423.624
2024-05-04T13:00:00Z,2024-05-04,29,0.0,387.424
2024-05-04T13:30:00Z,2024-05-04,30,0.0,380.844
2024-05-04T14:00:00Z,2024-05-04,31,0.0,371.184
2024-05-04T14:30:00Z,2024-05-04,32,0.0,357.464
2024-05-04T15:00:00Z,2024-05-04,33,0.0,361.244
2024-05-04T15:30:00Z,2024-05-04,34,0.0,308.124
2024-05-04T16:00:00Z,2024-05-04,35,0.0,336.044
2024-05-04T16:30:00Z,2024-05-04,36,0.0,335.86400000000003
2024-05-04T17:00:00Z,2024-05-04,37,0.0,375.744
2024-05-04T17:30:00Z,2024-05-04,38,0.0,391.884
2024-05-04T18:00:00Z,2024-05-04,39,0.0,298.36400000000003
2024-05-04T18:30:00Z,2024-05-04,40,0.0,245.764
2024-05-04T19:00:00Z,2024-05-04,41,0.0,204.384
2024-05-04T19:30:00Z,2024-05-04,42,0.0,159.682
2024-05-04T20:00:00Z,2024-05-04,43,0.0,166.744
2024-05-04T20:30:00Z,2024-05-04,44,0.0,181.184
2024-05-04T21:00:00Z,2024-05-04,45,0.0,186.624
2024-05-04T21:30:00Z,2024-05-04,46,0.0,201.542
2024-05-04T22:00:00Z,2024-05-04,47,0.0,183.862
2024-05-04T22:30:00Z,2024-05-04,48,0.0,191.402
2024-05-04T23:00:00Z,2024-05-05,1,0.0,250.502
2024-05-04T23:30:00Z,2024-05-05,2,0.0,291.582
2024-05-05T00:00:00Z,2024-05-05,3,0.0,207.042
2024-05-05T00:30:00Z,2024-05-05,4,0.0,160.182
2024-05-05T01:00:00Z,2024-05-05,5,0.0,106.642
2024-05-05T01:30:00Z,2024-05-05,6,0.0,78.704
2024-05-05T02:00:00Z,2024-05-05,7,0.0,52.824
2024-05-05T02:30:00Z,2024-05-05,8,0.0,16.528
2024-05-05T03:00:00Z,2024-05-05,9,0.0,0.784
2024-05-05T03:30:00Z,2024-05-05,10,0.0,0.804
2024-05-05T04:00:00Z,2024-05-05,11,0.0,2.946
2024-05-05T04:30:00Z,2024-05-05,12,0.0,22.614
2024-05-05T05:00:00Z,2024-05-05,13,0.0,30.26
2024-05-05T05:30:00Z,2024-05-05,14,0.0,42.184000000000005
2024-05-05T06:00:00Z,2024-05-05,15,0.0,29.646
2024-05-05T06:30:00Z,2024-05-05,16,0.0,20.482
2024-05-05T07:00:00Z,2024-05-05,17,0.0,4.528
2024-05-05T07:30:00Z,2024-05-05,18,0.0,0.0
2024-05-05T08:00:00Z,2024-05-05,19,0.0,0.314
2024-05-05T08:30:00Z,2024-05-05,20,0.0,2.14
2024-05-05T09:00:00Z,2024-05-05,21,0.0,7.658
2024-05-05T09:30:00Z,2024-05-05,22,0.0,11.948
2024-05-05T10:00:00Z,2024-05-05,23,0.0,1.896
2024-05-05T10:30:00Z,2024-05-05,24,0.0,5.802
2024-05-05T11:00:00Z,2024-05-05,25,0.0,13.932
2024-05-05T11:30:00Z,2024-05-05,26,0.0,26.724
2024-05-05T12:00:00Z,2024-05-05,27,0.0,26.804
2024-05-05T12:30:00Z,2024-05-05,28,0.0,24.224
2024-05-05T13:00:00Z,2024-05-05,29,0.0,39.244
2024-05-05T13:30:00Z,2024-05-05,30,0.0,49.864
2024-05-05T14:00:00Z,2024-05-05,31,0.0,87.324
2024-05-05T14:30:00Z,2024-05-05,32,0.0,183.444
2024-05-05T15:00:00Z,2024-05-05,33,0.0,251.384
2024-05-05T15:30:00Z,2024-05-05,34,0.0,311.224
2024-05-05T16:00:00Z,2024-05-05,35,0.0,288.524
2024-05-05T16:30:00Z,2024-05-05,36,0.0,306.524
2024-05-05T17:00:00Z,2024-05-05,37,0.0,399.204
2024-05-05T17:30:00Z,2024-05-05,38,0.0,408.444
2024-05-05T18:00:00Z,2024-05-05,39,0.0,447.304
2024-05-05T18:30:00Z,2024-05-05,40,0.0,343.544
2024-05-05T19:00:00Z,2024-05-05,41,0.0,306.524
2024-05-05T19:30:00Z,2024-05-05,42,0.0,364.764
2024-05-05T20:00:00Z,2024-05-05,43,0.0,327.764
2024-05-05T20:30:00Z,2024-05-05,44,0.0,217.942
2024-05-05T21:00:00Z,2024-05-05,45,0.0,189.924
2024-05-05T21:30:00Z,2024-05-05,46,0.0,383.404
2024-05-05T22:00:00Z,2024-05-05,47,0.0,474.184
2024-05-05T22:30:00Z,2024-05-05,48,0.0,483.384
2024-05-05T23:00:00Z,2024-05-06,1,0.0,469.244
2024-05-05T23:30:00Z,2024-05-06,2,0.0,462.142
2024-05-06T00:00:00Z,2024-05-06,3,0.0,367.162
2024-05-06T00:30:00Z,2024-05-06,4,0.0,303.66200000000003
2024-05-06T01:00:00Z,2024-05-06,5,0.0,256.002
2024-05-06T01:30:00Z,2024-05-06,6,0.0,191.422
2024-05-06T02:00:00Z,2024-05-06,7,0.0,172.762
2024-05-06T02:30:00Z,2024-05-06,8,0.0,129.102
2024-05-06T03:00:00Z,2024-05-06,9,0.0,56.902
2024-05-06T03:30:00Z,2024-05-06,10,0.0,59.662
2024-05-06T04:00:00Z,2024-05-06,11,0.0,76.742
2024-05-06T04:30:00Z,2024-05-06,12,0.0,66.162
2024-05-06T05:00:00Z,2024-05-06,13,0.0,61.102
2024-05-06T05:30:00Z,2024-05-06,14,0.0,44.132000000000005
2024-05-06T06:00:00Z,2024-05-06,15,0.0,12.904
2024-05-06T06:30:00Z,2024-05-06,16,0.0,4.478
2024-05-06T07:00:00Z,2024-05-06,17,0.0,6.83
2024-05-06T07:30:00Z,2024-05-06,18,0.0,6.176
2024-05-06T08:00:00Z,2024-05-06,19,0.0,3.794
2024-05-06T08:30:00Z,2024-05-06,20,0.0,5.8580000000000005
2024-05-06T09:00:00Z,2024-05-06,21,0.0,0.0
2024-05-06T09:30:00Z,2024-05-06,22,0.0,0.0
2024-05-06T10:00:00Z,2024-05-06,23,0.0,0.0
2024-05-06T10:30:00Z,2024-05-06,24,0.0,0.0
2024-05-06T11:00:00Z,2024-05-06,25,0.0,0.0
2024-05-06T11:30:00Z,2024-05-06,26,0.0,3.454
2024-05-06T12:00:00Z,2024-05-06,27,0.0,3.668
2024-05-06T12:30:00Z,2024-05-06,28,0.0,0.446
2024-05-06T13:00:00Z,2024-05-06,29,0.0,0.0
2024-05-06T13:30:00Z,2024-05-06,30,0.0,0.0
2024-05-06T14:00:00Z,2024-05-06,31,0.0,0.0
2024-05-06T14:30:00Z,2024-05-06,32,0.0,0.0
2024-05-06T15:00:00Z,2024-05-06,33,0.0,0.0
2024-05-06T15:30:00Z,2024-05-06,34,0.0,0.0
2024-05-06T16:00:00Z,2024-05-06,35,0.0,0.0
2024-05-06T16:30:00Z,2024-05-06,36,0.0,0.0
2024-05-06T17:00:00Z,2024-05-06,37,0.0,0.0
2024-05-06T17:30:00Z,2024-05-06,38,0.0,0.0
2024-05-06T18:00:00Z,2024-05-06,39,0.0,0.0
2024-05-06T18:30:00Z,2024-05-06,40,0.0,0.0
2024-05-06T19:00:00Z,2024-05-06,41,0.0,0.0
2024-05-06T19:30:00Z,2024-05-06,42,0.0,0.0
2024-05-06T20:00:00Z,2024-05-06,43,0.0,0.0
2024-05-06T20:30:00Z,2024-05-06,44,0.0,0.0
2024-05-06T21:00:00Z,2024-05-06,45,0.0,0.0
2024-05-06T21:30:00Z,2024-05-06,46,0.0,0.0
2024-05-06T22:00:00Z,2024-05-06,47,0.0,0.0
2024-05-06T22:30:00Z,2024-05-06,48,0.0,0.0
2024-05-06T23:00:00Z,2024-05-07,1,0.0,0.0
2024-05-06T23:30:00Z,2024-05-07,2,0.0,0.0
2024-05-07T00:00:00Z,2024-05-07,3,0.0,0.0
2024-05-07T00:30:00Z,2024-05-07,4,0.0,0.0
2024-05-07T01:00:00Z,2024-05-07,5,0.0,0.0
2024-05-07T01:30:00Z,2024-05-07,6,0.0,0.0
2024-05-07T02:00:00Z,2024-05-07,7,0.0,0.0
2024-05-07T02:30:00Z,2024-05-07,8,0.0,0.728
2024-05-07T03:00:00Z,2024-05-07,9,0.0,5.048
2024-05-07T03:30:00Z,2024-05-07,10,0.0,3.19
2024-05-07T04:00:00Z,2024-05-07,11,0.0,31.37
2024-05-07T04:30:00Z,2024-05-07,12,0.0,56.946
2024-05-07T05:00:00Z,2024-05-07,13,0.0,72.24000000000001
2024-05-07T05:30:00Z,2024-05-07,14,0.0,80.682
2024-05-07T06:00:00Z,2024-05-07,15,0.0,76.024
2024-05-07T06:30:00Z,2024-05-07,16,0.0,56.842
2024-05-07T07:00:00Z,2024-05-07,17,0.0,120.9
2024-05-07T07:30:00Z,2024-05-07,18,0.0,191.542
2024-05-07T08:00:00Z,2024-05-07,19,0.0,225.482
2024-05-07T08:30:00Z,2024-05-07,20,0.0,229.862
2024-05-07T09:00:00Z,2024-05-07,21,0.0,229.542
2024-05-07T09:30:00Z,2024-05-07,22,0.0,149.122
2024-05-07T10:00:00Z,2024-05-07,23,0.0,93.122
2024-05-07T10:30:00Z,2024-05-07,24,0.0,145.564
2024-05-07T11:00:00Z,2024-05-07,25,0.0,132.204
2024-05-07T11:30:00Z,2024-05-07,26,0.0,113.944
2024-05-07T12:00:00Z,2024-05-07,27,0.0,121.044
2024-05-07T12:30:00Z,2024-05-07,28,0.0,97.224
2024-05-07T13:00:00Z,2024-05-07,29,0.0,103.204
2024-05-07T13:30:00Z,2024-05-07,30,0.0,157.964
2024-05-07T14:00:00Z,2024-05-07,31,0.0,195.944
2024-05-07T14:30:00Z,2024-05-07,32,0.0,190.744
2024-05-07T15:00:00Z,2024-05-07,33,0.0,177.704
2024-05-07T15:30:00Z,2024-05-07,34,0.0,174.704
2024-05-07T16:00:00Z,2024-05-07,35,0.0,246.184
2024-05-07T16:30:00Z,2024-05-07,36,0.0,282.464
2024-05-07T17:00:00Z,2024-05-07,37,0.0,303.524
2024-05-07T17:30:00Z,2024-05-07,38,0.0,300.324
2024-05-07T18:00:00Z,2024-05-07,39,0.0,303.784
2024-05-07T18:30:00Z,2024-05-07,40,0.0,328.242
2024-05-07T19:00:00Z,2024-05-07,41,0.0,289.682
2024-05-07T19:30:00Z,2024-05-07,42,0.0,315.962
2024-05-07T20:00:00Z,2024-05-07,43,0.0,270.562
2024-05-07T20:30:00Z,2024-05-07,44,0.0,195.802
2024-05-07T21:00:00Z,2024-05-07,45,0.0,176.642
2024-05-07T21:30:00Z,2024-05-07,46,0.0,183.622
2024-05-07T22:00:00Z,2024-05-07,47,0.0,155.582
2024-05-07T22:30:00Z,2024-05-07,48,0.0,133.66
2024-05-07T23:00:00Z,2024-05-08,1,0.0,123.5
2024-05-07T23:30:00Z,2024-05-08,2,0.0,109.0
2024-05-08T00:00:00Z,2024-05-08,3,0.0,116.86
2024-05-08T00:30:00Z,2024-05-08,4,0.0,155.542
2024-05-08T01:00:00Z,2024-05-08,5,0.0,158.382
2024-05-08T01:30:00Z,2024-05-08,6,0.0,132.84199999999998
2024-05-08T02:00:00Z,2024-05-08,7,0.0,96.682
2024-05-08T02:30:00Z,2024-05-08,8,0.0,62.3
2024-05-08T03:00:00Z,2024-05-08,9,0.0,37.82
2024-05-08T03:30:00Z,2024-05-08,10,0.0,32.02
2024-05-08T04:00:00Z,2024-05-08,11,0.0,40.534000000000006
2024-05-08T04:30:00Z,2024-05-08,12,0.0,53.042
2024-05-08T05:00:00Z,2024-05-08,13,0.0,35.702
2024-05-08T05:30:00Z,2024-05-08,14,0.0,17.272
2024-05-08T06:00:00Z,2024-05-08,15,0.0,5.93
2024-05-08T06:30:00Z,2024-05-08,16,0.0,0.0
2024-05-08T07:00:00Z,2024-05-08,17,0.0,0.0
2024-05-08T07:30:00Z,2024-05-08,18,0.0,0.0
2024-05-08T08:00:00Z,2024-05-08,19,0.0,0.0
2024-05-08T08:30:00Z,2024-05-08,20,0.0,0.0
2024-05-08T09:00:00Z,2024-05-08,21,0.0,0.0
2024-05-08T09:30:00Z,2024-05-08,22,0.0,0.0
2024-05-08T10:00:00Z,2024-05-08,23,0.0,0.0
2024-05-08T10:30:00Z,2024-05-08,24,0.0,0.0
2024-05-08T11:00:00Z,2024-05-08,25,0.0,0.0
2024-05-08T11:30:00Z,2024-05-08,26,0.0,0.0
2024-05-08T12:00:00Z,2024-05-08,27,0.0,0.0
2024-05-08T12:30:00Z,2024-05-08,28,0.0,0.0
2024-05-08T13:00:00Z,2024-05-08,29,0.0,2.94
2024-05-08T13:30:00Z,2024-05-08,30,0.0,5.328
2024-05-08T14:00:00Z,2024-05-08,31,0.0,4.488
2024-05-08T14:30:00Z,2024-05-08,32,0.0,16.166
2024-05-08T15:00:00Z,2024-05-08,33,0.0,15.524
2024-05-08T15:30:00Z,2024-05-08,34,0.0,18.888
2024-05-08T16:00:00Z,2024-05-08,35,0.0,34.368
2024-05-08T16:30:00Z,2024-05-08,36,0.0,51.244
2024-05-08T17:00:00Z,2024-05-08,37,0.0,80.44
2024-05-08T17:30:00Z,2024-05-08,38,0.0,120.06
2024-05-08T18:00:00Z,2024-05-08,39,0.0,167.60000000000002
2024-05-08T18:30:00Z,2024-05-08,40,0.0,194.082
2024-05-08T19:00:00Z,2024-05-08,41,0.0,200.16
2024-05-08T19:30:00Z,2024-05-08,42,0.0,227.26
2024-05-08T20:00:00Z,2024-05-08,43,0.0,272.76
2024-05-08T20:30:00Z,2024-05-08,44,0.0,289.1
2024-05-08T21:00:00Z,2024-05-08,45,0.0,301.978
2024-05-08T21:30:00Z,2024-05-08,46,0.0,367.598
2024-05-08T22:00:00Z,2024-05-08,47,0.0,449.198
2024-05-08T22:30:00Z,2024-05-08,48,0.0,542.538
2024-05-08T23:00:00Z,2024-05-09,1,0.0,601.1179999999999
2024-05-08T23:30:00Z,2024-05-09,2,0.0,621.498
2024-05-09T00:00:00Z,2024-05-09,3,0.0,635.14
2024-05-09T00:30:00Z,2024-05-09,4,0.0,649.94
2024-05-09T01:00:00Z,2024-05-09,5,0.0,654.3199999999999
2024-05-09T01:30:00Z,2024-05-09,6,0.0,607.3
2024-05-09T02:00:00Z,2024-05-09,7,0.0,524.52
2024-05-09T02:30:00Z,2024-05-09,8,0.0,465.2
2024-05-09T03:00:00Z,2024-05-09,9,0.0,482.92
2024-05-09T03:30:00Z,2024-05-09,10,0.0,519.5
2024-05-09T04:00:00Z,2024-05-09,11,0.0,510.02
2024-05-09T04:30:00Z,2024-05-09,12,0.0,474.06
2024-05-09T05:00:00Z,2024-05-09,13,0.0,483.738
2024-05-09T05:30:00Z,2024-05-09,14,0.0,455.718
2024-05-09T06:00:00Z,2024-05-09,15,0.0,412.38
2024-05-09T06:30:00Z,2024-05-09,16,0.0,376.48
2024-05-09T07:00:00Z,2024-05-09,17,0.0,322.22
2024-05-09T07:30:00Z,2024-05-09,18,0.0,218.182
2024-05-09T08:00:00Z,2024-05-09,19,0.0,159.24200000000002
2024-05-09T08:30:00Z,2024-05-09,20,0.0,108.894
2024-05-09T09:00:00Z,2024-05-09,21,0.0,111.032
2024-05-09T09:30:00Z,2024-05-09,22,0.0,88.838
2024-05-09T10:00:00Z,2024-05-09,23,0.0,45.664
2024-05-09T10:30:00Z,2024-05-09,24,0.0,24.634
2024-05-09T11:00:00Z,2024-05-09,25,0.0,37.244
2024-05-09T11:30:00Z,2024-05-09,26,0.0,21.058
2024-05-09T12:00:00Z,2024-05-09,27,0.0,6.244
2024-05-09T12:30:00Z,2024-05-09,28,0.0,0.0
2024-05-09T13:00:00Z,2024-05-09,29,0.0,0.0
2024-05-09T13:30:00Z,2024-05-09,30,0.0,0.0
2024-05-09T14:00:00Z,2024-05-09,31,0.0,0.0
2024-05-09T14:30:00Z,2024-05-09,32,0.0,0.0
2024-05-09T15:00:00Z,2024-05-09,33,0.0,0.0
2024-05-09T15:30:00Z,2024-05-09,34,0.0,0.0
2024-05-09T16:00:00Z,2024-05-09,35,0.0,0.0
2024-05-09T16:30:00Z,2024-05-09,36,0.0,0.0
2024-05-09T17:00:00Z,2024-05-09,37,0.0,0.0
2024-05-09T17:30:00Z,2024-05-09,38,0.0,0.0
2024-05-09T18:00:00Z,2024-05-09,39,0.0,0.0
2024-05-09T18:30:00Z,2024-05-09,40,0.0,0.0
2024-05-09T19:00:00Z,2024-05-09,41,0.0,0.0
2024-05-09T19:30:00Z,2024-05-09,42,0.0,0.0
2024-05-09T20:00:00Z,2024-05-09,43,0.0,0.0
2024-05-09T20:30:00Z,2024-05-09,44,0.0,0.0
2024-05-09T21:00:00Z,2024-05-09,45,0.0,0.0
2024-05-09T21:30:00Z,2024-05-09,46,0.0,0.0
