timestamp_utc,settlement_date,settlement_period,data_provider,price,volume
2024-05-02T00:30:00Z,2024-05-02,4,APXMIDP,37.33,1579.3
2024-05-02T01:00:00Z,2024-05-02,5,APXMIDP,34.01,1430.2
2024-05-02T01:30:00Z,2024-05-02,6,APXMIDP,32.54,1230.15
2024-05-02T02:00:00Z,2024-05-02,7,APXMIDP,27.42,1000.25
2024-05-02T02:30:00Z,2024-05-02,8,APXMIDP,26.26,1116.7
2024-05-02T03:00:00Z,2024-05-02,9,APXMIDP,30.53,1391.55
2024-05-02T03:30:00Z,2024-05-02,10,APXMIDP,35.4,1619.5
2024-05-02T04:00:00Z,2024-05-02,11,APXMIDP,64.0,1566.85
2024-05-02T04:30:00Z,2024-05-02,12,APXMIDP,62.77,1890.8
2024-05-02T05:00:00Z,2024-05-02,13,APXMIDP,53.99,1656.75
2024-05-02T05:30:00Z,2024-05-02,14,APXMIDP,63.51,2068.85
2024-05-02T06:00:00Z,2024-05-02,15,APXMIDP,63.49,1904.8
2024-05-02T06:30:00Z,2024-05-02,16,APXMIDP,73.23,2354.3
2024-05-02T07:00:00Z,2024-05-02,17,APXMIDP,76.83,2090.2
2024-05-02T07:30:00Z,2024-05-02,18,APXMIDP,78.74,2112.1
2024-05-02T08:00:00Z,2024-05-02,19,APXMIDP,85.34,1969.5
2024-05-02T08:30:00Z,2024-05-02,20,APXMIDP,83.94,2322.95
2024-05-02T09:00:00Z,2024-05-02,21,APXMIDP,85.98,2182.8
2024-05-02T09:30:00Z,2024-05-02,22,APXMIDP,82.93,2399.55
2024-05-02T10:00:00Z,2024-05-02,23,APXMIDP,73.05,2438.5
2024-05-02T10:30:00Z,2024-05-02,24,APXMIDP,64.48,2736.15
2024-05-02T11:00:00Z,2024-05-02,25,APXMIDP,59.48,2833.95
2024-05-02T11:30:00Z,2024-05-02,26,APXMIDP,64.87,3513.6
2024-05-02T12:00:00Z,2024-05-02,27,APXMIDP,65.67,2800.7
2024-05-02T12:30:00Z,2024-05-02,28,APXMIDP,64.28,2973.0
2024-05-02T13:00:00Z,2024-05-02,29,APXMIDP,63.75,3088.45
2024-05-02T13:30:00Z,2024-05-02,30,APXMIDP,60.08,3032.55
2024-05-02T14:00:00Z,2024-05-02,31,APXMIDP,63.85,1897.0
2024-05-02T14:30:00Z,2024-05-02,32,APXMIDP,63.72,2102.4
2024-05-02T15:00:00Z,2024-05-02,33,APXMIDP,75.12,2180.95
2024-05-02T15:30:00Z,2024-05-02,34,APXMIDP,84.09,2528.35
2024-05-02T16:00:00Z,2024-05-02,35,APXMIDP,80.32,3307.5
2024-05-02T16:30:00Z,2024-05-02,36,APXMIDP,79.84,3199.6
2024-05-02T17:00:00Z,2024-05-02,37,APXMIDP,77.16,3378.4
2024-05-02T17:30:00Z,2024-05-02,38,APXMIDP,75.51,3686.45
2024-05-02T18:00:00Z,2024-05-02,39,APXMIDP,82.28,2591.55
2024-05-02T18:30:00Z,2024-05-02,40,APXMIDP,84.28,2392.4
2024-05-02T19:00:00Z,2024-05-02,41,APXMIDP,76.51,2322.9
2024-05-02T19:30:00Z,2024-05-02,42,APXMIDP,73.8,2228.75
2024-05-02T20:00:00Z,2024-05-02,43,APXMIDP,71.82,2104.65
2024-05-02T20:30:00Z,2024-05-02,44,APXMIDP,66.31,1764.65
2024-05-02T21:00:00Z,2024-05-02,45,APXMIDP,63.96,1774.8
2024-05-02T21:30:00Z,2024-05-02,46,APXMIDP,60.22,1755.75
2024-05-02T22:00:00Z,2024-05-02,47,APXMIDP,66.08,1760.2
2024-05-02T22:30:00Z,2024-05-02,48,APXMIDP,66.77,1392.6
2024-05-02T23:00:00Z,2024-05-03,1,APXMIDP,63.14,1144.2
2024-05-02T23:30:00Z,2024-05-03,2,APXMIDP,61.44,1096.7
2024-05-03T00:00:00Z,2024-05-03,3,APXMIDP,61.6,1072.6
2024-05-03T00:30:00Z,2024-05-03,4,APXMIDP,62.28,1101.85
2024-05-03T01:00:00Z,2024-05-03,5,APXMIDP,61.58,998.2
2024-05-03T01:30:00Z,2024-05-03,6,APXMIDP,59.52,1086.4
2024-05-03T02:00:00Z,2024-05-03,7,APXMIDP,53.69,1063.0
2024-05-03T02:30:00Z,2024-05-03,8,APXMIDP,51.3,1160.7
2024-05-03T03:00:00Z,2024-05-03,9,APXMIDP,50.02,1225.9
2024-05-03T03:30:00Z,2024-05-03,10,APXMIDP,46.26,1293.1
2024-05-03T04:00:00Z,2024-05-03,11,APXMIDP,56.87,1725.55
2024-05-03T04:30:00Z,2024-05-03,12,APXMIDP,52.61,1730.9
2024-05-03T05:00:00Z,2024-05-03,13,APXMIDP,67.07,1966.35
2024-05-03T05:30:00Z,2024-05-03,14,APXMIDP,70.04,2134.65
2024-05-03T06:00:00Z,2024-05-03,15,APXMIDP,72.32,2998.15
2024-05-03T06:30:00Z,2024-05-03,16,APXMIDP,85.46,2804.75
2024-05-03T07:00:00Z,2024-05-03,17,APXMIDP,83.07,2503.4
2024-05-03T07:30:00Z,2024-05-03,18,APXMIDP,84.77,2934.15
2024-05-03T08:00:00Z,2024-05-03,19,APXMIDP,86.9,2862.95
2024-05-03T08:30:00Z,2024-05-03,20,APXMIDP,81.76,2938.35
2024-05-03T09:00:00Z,2024-05-03,21,APXMIDP,79.55,3387.25
2024-05-03T09:30:00Z,2024-05-03,22,APXMIDP,81.74,3393.35
2024-05-03T10:00:00Z,2024-05-03,23,APXMIDP,81.33,2622.45
2024-05-03T10:30:00Z,2024-05-03,24,APXMIDP,76.61,2469.8
2024-05-03T11:00:00Z,2024-05-03,25,APXMIDP,71.17,2559.75
2024-05-03T11:30:00Z,2024-05-03,26,APXMIDP,68.91,2700.95
2024-05-03T12:00:00Z,2024-05-03,27,APXMIDP,65.3,2324.95
2024-05-03T12:30:00Z,2024-05-03,28,APXMIDP,64.85,2295.0
2024-05-03T13:00:00Z,2024-05-03,29,APXMIDP,67.19,2165.3
2024-05-03T13:30:00Z,2024-05-03,30,APXMIDP,64.46,2239.75
2024-05-03T14:00:00Z,2024-05-03,31,APXMIDP,64.41,1760.7
2024-05-03T14:30:00Z,2024-05-03,32,APXMIDP,64.79,1637.75
2024-05-03T15:00:00Z,2024-05-03,33,APXMIDP,66.25,1531.8
2024-05-03T15:30:00Z,2024-05-03,34,APXMIDP,74.17,1598.3
2024-05-03T16:00:00Z,2024-05-03,35,APXMIDP,90.3,1713.9
2024-05-03T16:30:00Z,2024-05-03,36,APXMIDP,94.37,1758.65
2024-05-03T17:00:00Z,2024-05-03,37,APXMIDP,100.09,2181.4
2024-05-03T17:30:00Z,2024-05-03,38,APXMIDP,100.24,2301.9
2024-05-03T18:00:00Z,2024-05-03,39,APXMIDP,94.68,2733.5
2024-05-03T18:30:00Z,2024-05-03,40,APXMIDP,90.95,2619.4
2024-05-03T19:00:00Z,2024-05-03,41,APXMIDP,88.27,2561.25
2024-05-03T19:30:00Z,2024-05-03,42,APXMIDP,86.58,2583.05
2024-05-03T20:00:00Z,2024-05-03,43,APXMIDP,79.06,2122.0
2024-05-03T20:30:00Z,2024-05-03,44,APXMIDP,73.13,2022.9
2024-05-03T21:00:00Z,2024-05-03,45,APXMIDP,74.2,2439.85
2024-05-03T21:30:00Z,2024-05-03,46,APXMIDP,72.15,2219.7
2024-05-03T22:00:00Z,2024-05-03,47,APXMIDP,71.18,1042.45
2024-05-03T22:30:00Z,2024-05-03,48,APXMIDP,73.1,864.5
2024-05-03T23:00:00Z,2024-05-04,1,APXMIDP,69.33,1156.2
2024-05-03T23:30:00Z,2024-05-04,2,APXMIDP,66.84,986.4
2024-05-04T00:00:00Z,2024-05-04,3,APXMIDP,70.73,767.8
2024-05-04T00:30:00Z,2024-05-04,4,APXMIDP,73.27,841.75
2024-05-04T01:00:00Z,2024-05-04,5,APXMIDP,79.22,1014.25
2024-05-04T01:30:00Z,2024-05-04,6,APXMIDP,76.8,936.0
2024-05-04T02:00:00Z,2024-05-04,7,APXMIDP,72.06,1295.35
2024-05-04T02:30:00Z,2024-05-04,8,APXMIDP,68.61,1209.0
2024-05-04T03:00:00Z,2024-05-04,9,APXMIDP,69.85,1316.35
2024-05-04T03:30:00Z,2024-05-04,10,APXMIDP,67.75,1305.55
2024-05-04T04:00:00Z,2024-05-04,11,APXMIDP,77.18,1318.25
2024-05-04T04:30:00Z,2024-05-04,12,APXMIDP,80.16,1146.45
2024-05-04T05:00:00Z,2024-05-04,13,APXMIDP,71.43,870.05
2024-05-04T05:30:00Z,2024-05-04,14,APXMIDP,76.11,1058.25
2024-05-04T06:00:00Z,2024-05-04,15,APXMIDP,72.77,924.65
2024-05-04T06:30:00Z,2024-05-04,16,APXMIDP,69.13,1340.75
2024-05-04T07:00:00Z,2024-05-04,17,APXMIDP,66.53,1227.85
2024-05-04T07:30:00Z,2024-05-04,18,APXMIDP,79.71,1171.45
2024-05-04T08:00:00Z,2024-05-04,19,APXMIDP,85.22,1278.9
2024-05-04T08:30:00Z,2024-05-04,20,APXMIDP,80.16,1385.85
2024-05-04T09:00:00Z,2024-05-04,21,APXMIDP,72.26,1207.7
2024-05-04T09:30:00Z,2024-05-04,22,APXMIDP,63.38,1408.4
2024-05-04T10:00:00Z,2024-05-04,23,APXMIDP,64.91,2014.7
2024-05-04T10:30:00Z,2024-05-04,24,APXMIDP,64.82,2242.35
2024-05-04T11:00:00Z,2024-05-04,25,APXMIDP,53.61,2225.45
2024-05-04T11:30:00Z,2024-05-04,26,APXMIDP,60.92,3081.55
2024-05-04T12:00:00Z,2024-05-04,27,APXMIDP,61.96,2183.8
2024-05-04T12:30:00Z,2024-05-04,28,APXMIDP,50.4,2212.5
2024-05-04T13:00:00Z,2024-05-04,29,APXMIDP,61.47,2007.1
2024-05-04T13:30:00Z,2024-05-04,30,APXMIDP,64.01,2067.1
2024-05-04T14:00:00Z,2024-05-04,31,APXMIDP,60.47,1799.2
2024-05-04T14:30:00Z,2024-05-04,32,APXMIDP,61.42,1554.85
2024-05-04T15:00:00Z,2024-05-04,33,APXMIDP,68.56,1511.85
2024-05-04T15:30:00Z,2024-05-04,34,APXMIDP,68.22,1371.2
2024-05-04T16:00:00Z,2024-05-04,35,APXMIDP,79.41,1252.05
2024-05-04T16:30:00Z,2024-05-04,36,APXMIDP,82.22,1553.45
2024-05-04T17:00:00Z,2024-05-04,37,APXMIDP,92.73,1501.55
2024-05-04T17:30:00Z,2024-05-04,38,APXMIDP,93.07,1465.7
2024-05-04T18:00:00Z,2024-05-04,39,APXMIDP,97.99,1939.8
2024-05-04T18:30:00Z,2024-05-04,40,APXMIDP,97.96,1895.8
2024-05-04T19:00:00Z,2024-05-04,41,APXMIDP,95.59,1955.8
2024-05-04T19:30:00Z,2024-05-04,42,APXMIDP,98.53,1936.95
2024-05-04T20:00:00Z,2024-05-04,43,APXMIDP,97.65,1755.95
2024-05-04T20:30:00Z,2024-05-04,44,APXMIDP,96.89,1878.95
2024-05-04T21:00:00Z,2024-05-04,45,APXMIDP,80.24,1894.55
2024-05-04T21:30:00Z,2024-05-04,46,APXMIDP,76.49,2324.65
2024-05-04T22:00:00Z,2024-05-04,47,APXMIDP,71.21,1566.25
2024-05-04T22:30:00Z,2024-05-04,48,APXMIDP,71.0,1329.0
2024-05-04T23:00:00Z,2024-05-05,1,APXMIDP,81.34,1290.85
2024-05-04T23:30:00Z,2024-05-05,2,APXMIDP,82.18,1084.55
2024-05-05T00:00:00Z,2024-05-05,3,APXMIDP,73.44,1121.75
2024-05-05T00:30:00Z,2024-05-05,4,APXMIDP,73.53,1067.45
2024-05-05T01:00:00Z,2024-05-05,5,APXMIDP,75.23,1005.45
2024-05-05T01:30:00Z,2024-05-05,6,APXMIDP,76.11,1230.75
2024-05-05T02:00:00Z,2024-05-05,7,APXMIDP,75.1,702.7
2024-05-05T02:30:00Z,2024-05-05,8,APXMIDP,73.68,819.85
2024-05-05T03:00:00Z,2024-05-05,9,APXMIDP,77.17,733.75
2024-05-05T03:30:00Z,2024-05-05,10,APXMIDP,78.93,859.3
2024-05-05T04:00:00Z,2024-05-05,11,APXMIDP,71.31,940.2
2024-05-05T04:30:00Z,2024-05-05,12,APXMIDP,71.47,1082.7
2024-05-05T05:00:00Z,2024-05-05,13,APXMIDP,68.11,920.15
2024-05-05T05:30:00Z,2024-05-05,14,APXMIDP,68.37,1151.4
2024-05-05T06:00:00Z,2024-05-05,15,APXMIDP,75.85,986.45
2024-05-05T06:30:00Z,2024-05-05,16,APXMIDP,74.68,992.15
2024-05-05T07:00:00Z,2024-05-05,17,APXMIDP,64.21,1170.8
2024-05-05T07:30:00Z,2024-05-05,18,APXMIDP,69.82,1001.5
2024-05-05T08:00:00Z,2024-05-05,19,APXMIDP,69.88,876.35
2024-05-05T08:30:00Z,2024-05-05,20,APXMIDP,68.54,949.3
2024-05-05T09:00:00Z,2024-05-05,21,APXMIDP,68.39,1127.6
2024-05-05T09:30:00Z,2024-05-05,22,APXMIDP,67.84,1039.95
2024-05-05T10:00:00Z,2024-05-05,23,APXMIDP,66.33,1267.5
2024-05-05T10:30:00Z,2024-05-05,24,APXMIDP,70.28,1768.6
2024-05-05T11:00:00Z,2024-05-05,25,APXMIDP,77.01,1658.45
2024-05-05T11:30:00Z,2024-05-05,26,APXMIDP,77.51,1937.4
2024-05-05T12:00:00Z,2024-05-05,27,APXMIDP,81.55,1739.0
2024-05-05T12:30:00Z,2024-05-05,28,APXMIDP,82.02,1878.55
2024-05-05T13:00:00Z,2024-05-05,29,APXMIDP,85.06,1822.05
2024-05-05T13:30:00Z,2024-05-05,30,APXMIDP,86.23,1884.0
2024-05-05T14:00:00Z,2024-05-05,31,APXMIDP,86.44,1706.3
2024-05-05T14:30:00Z,2024-05-05,32,APXMIDP,82.86,1809.7
2024-05-05T15:00:00Z,2024-05-05,33,APXMIDP,75.11,1549.45
2024-05-05T15:30:00Z,2024-05-05,34,APXMIDP,70.97,1907.9
2024-05-05T16:00:00Z,2024-05-05,35,APXMIDP,71.29,2097.4
2024-05-05T16:30:00Z,2024-05-05,36,APXMIDP,70.9,2237.05
2024-05-05T17:00:00Z,2024-05-05,37,APXMIDP,75.44,2356.45
2024-05-05T17:30:00Z,2024-05-05,38,APXMIDP,74.92,2451.1
2024-05-05T18:00:00Z,2024-05-05,39,APXMIDP,79.05,2087.35
2024-05-05T18:30:00Z,2024-05-05,40,APXMIDP,78.82,2114.55
2024-05-05T19:00:00Z,2024-05-05,41,APXMIDP,80.07,1888.2
2024-05-05T19:30:00Z,2024-05-05,42,APXMIDP,79.65,1964.45
2024-05-05T20:00:00Z,2024-05-05,43,APXMIDP,81.74,1924.85
2024-05-05T20:30:00Z,2024-05-05,44,APXMIDP,80.41,1938.75
2024-05-05T21:00:00Z,2024-05-05,45,APXMIDP,77.35,1630.75
2024-05-05T21:30:00Z,2024-05-05,46,APXMIDP,74.87,1921.2
2024-05-05T22:00:00Z,2024-05-05,47,APXMIDP,70.87,1113.05
2024-05-05T22:30:00Z,2024-05-05,48,APXMIDP,76.31,1256.7
2024-05-05T23:00:00Z,2024-05-06,1,APXMIDP,73.13,1023.3
2024-05-05T23:30:00Z,2024-05-06,2,APXMIDP,72.08,1103.0
2024-05-06T00:00:00Z,2024-05-06,3,APXMIDP,79.96,1035.2
2024-05-06T00:30:00Z,2024-05-06,4,APXMIDP,82.69,997.1
2024-05-06T01:00:00Z,2024-05-06,5,APXMIDP,71.75,1082.2
2024-05-06T01:30:00Z,2024-05-06,6,APXMIDP,71.99,1047.35
2024-05-06T02:00:00Z,2024-05-06,7,APXMIDP,71.21,673.15
2024-05-06T02:30:00Z,2024-05-06,8,APXMIDP,68.62,711.2
2024-05-06T03:00:00Z,2024-05-06,9,APXMIDP,71.19,688.1
2024-05-06T03:30:00Z,2024-05-06,10,APXMIDP,71.3,836.1
2024-05-06T04:00:00Z,2024-05-06,11,APXMIDP,97.28,1142.1
2024-05-06T04:30:00Z,2024-05-06,12,APXMIDP,90.38,1130.3
2024-05-06T05:00:00Z,2024-05-06,13,APXMIDP,95.24,1214.05
2024-05-06T05:30:00Z,2024-05-06,14,APXMIDP,87.38,1474.05
2024-05-06T06:00:00Z,2024-05-06,15,APXMIDP,72.46,1148.3
2024-05-06T06:30:00Z,2024-05-06,16,APXMIDP,75.44,1545.0
2024-05-06T07:00:00Z,2024-05-06,17,APXMIDP,68.56,1321.9
2024-05-06T07:30:00Z,2024-05-06,18,APXMIDP,70.01,1449.9
2024-05-06T08:00:00Z,2024-05-06,19,APXMIDP,63.3,1183.0
2024-05-06T08:30:00Z,2024-05-06,20,APXMIDP,62.74,1243.2
2024-05-06T09:00:00Z,2024-05-06,21,APXMIDP,63.51,1296.75
2024-05-06T09:30:00Z,2024-05-06,22,APXMIDP,63.93,1346.6
2024-05-06T10:00:00Z,2024-05-06,23,APXMIDP,61.19,1191.25
2024-05-06T10:30:00Z,2024-05-06,24,APXMIDP,61.18,1486.35
2024-05-06T11:00:00Z,2024-05-06,25,APXMIDP,63.2,1485.0
2024-05-06T11:30:00Z,2024-05-06,26,APXMIDP,62.08,1398.25
2024-05-06T12:00:00Z,2024-05-06,27,APXMIDP,61.47,1409.0
2024-05-06T12:30:00Z,2024-05-06,28,APXMIDP,62.23,1721.45
2024-05-06T13:00:00Z,2024-05-06,29,APXMIDP,66.37,1681.25
2024-05-06T13:30:00Z,2024-05-06,30,APXMIDP,66.62,1764.5
2024-05-06T14:00:00Z,2024-05-06,31,APXMIDP,74.29,1759.4
2024-05-06T14:30:00Z,2024-05-06,32,APXMIDP,75.73,2298.05
2024-05-06T15:00:00Z,2024-05-06,33,APXMIDP,80.04,2220.55
2024-05-06T15:30:00Z,2024-05-06,34,APXMIDP,87.78,2062.5
2024-05-06T16:00:00Z,2024-05-06,35,APXMIDP,97.53,2384.95
2024-05-06T16:30:00Z,2024-05-06,36,APXMIDP,97.3,2400.85
2024-05-06T17:00:00Z,2024-05-06,37,APXMIDP,98.73,2109.1
2024-05-06T17:30:00Z,2024-05-06,38,APXMIDP,100.49,2224.7
2024-05-06T18:00:00Z,2024-05-06,39,APXMIDP,101.36,2080.55
2024-05-06T18:30:00Z,2024-05-06,40,APXMIDP,100.24,2234.6
2024-05-06T19:00:00Z,2024-05-06,41,APXMIDP,90.24,2419.05
2024-05-06T19:30:00Z,2024-05-06,42,APXMIDP,90.22,2464.15
2024-05-06T20:00:00Z,2024-05-06,43,APXMIDP,89.73,2321.0
2024-05-06T20:30:00Z,2024-05-06,44,APXMIDP,80.09,2171.3
2024-05-06T21:00:00Z,2024-05-06,45,APXMIDP,74.43,2080.9
2024-05-06T21:30:00Z,2024-05-06,46,APXMIDP,70.39,2205.8
2024-05-06T22:00:00Z,2024-05-06,47,APXMIDP,65.59,1383.0
2024-05-06T22:30:00Z,2024-05-06,48,APXMIDP,66.57,1173.2
2024-05-06T23:00:00Z,2024-05-07,1,APXMIDP,66.9,1130.1
2024-05-06T23:30:00Z,2024-05-07,2,APXMIDP,65.35,1035.45
2024-05-07T00:00:00Z,2024-05-07,3,APXMIDP,65.98,905.15
2024-05-07T00:30:00Z,2024-05-07,4,APXMIDP,65.23,947.9
2024-05-07T01:00:00Z,2024-05-07,5,APXMIDP,65.22,1041.2
2024-05-07T01:30:00Z,2024-05-07,6,APXMIDP,64.27,803.05
2024-05-07T02:00:00Z,2024-05-07,7,APXMIDP,70.37,1180.25
2024-05-07T02:30:00Z,2024-05-07,8,APXMIDP,66.66,1160.55
2024-05-07T03:00:00Z,2024-05-07,9,APXMIDP,67.18,1030.85
2024-05-07T03:30:00Z,2024-05-07,10,APXMIDP,65.85,1231.3
2024-05-07T04:00:00Z,2024-05-07,11,APXMIDP,68.64,1081.4
2024-05-07T04:30:00Z,2024-05-07,12,APXMIDP,67.92,994.7
2024-05-07T05:00:00Z,2024-05-07,13,APXMIDP,73.82,1862.05
2024-05-07T05:30:00Z,2024-05-07,14,APXMIDP,85.93,2023.95
2024-05-07T06:00:00Z,2024-05-07,15,APXMIDP,85.96,2397.15
2024-05-07T06:30:00Z,2024-05-07,16,APXMIDP,100.21,2391.2
2024-05-07T07:00:00Z,2024-05-07,17,APXMIDP,82.17,1703.9
2024-05-07T07:30:00Z,2024-05-07,18,APXMIDP,76.27,1731.0
2024-05-07T08:00:00Z,2024-05-07,19,APXMIDP,71.79,1771.85
2024-05-07T08:30:00Z,2024-05-07,20,APXMIDP,66.59,1781.15
2024-05-07T09:00:00Z,2024-05-07,21,APXMIDP,61.15,1668.45
2024-05-07T09:30:00Z,2024-05-07,22,APXMIDP,61.32,1993.4
2024-05-07T10:00:00Z,2024-05-07,23,APXMIDP,66.87,2446.75
2024-05-07T10:30:00Z,2024-05-07,24,APXMIDP,68.77,2668.25
2024-05-07T11:00:00Z,2024-05-07,25,APXMIDP,68.17,2406.5
2024-05-07T11:30:00Z,2024-05-07,26,APXMIDP,64.04,2188.2
2024-05-07T12:00:00Z,2024-05-07,27,APXMIDP,62.9,1649.05
2024-05-07T12:30:00Z,2024-05-07,28,APXMIDP,62.81,1810.1
2024-05-07T13:00:00Z,2024-05-07,29,APXMIDP,63.77,1797.2
2024-05-07T13:30:00Z,2024-05-07,30,APXMIDP,64.64,1980.0
2024-05-07T14:00:00Z,2024-05-07,31,APXMIDP,68.26,1175.15
2024-05-07T14:30:00Z,2024-05-07,32,APXMIDP,65.94,1711.1
2024-05-07T15:00:00Z,2024-05-07,33,APXMIDP,76.66,2139.55
2024-05-07T15:30:00Z,2024-05-07,34,APXMIDP,80.86,2207.75
2024-05-07T16:00:00Z,2024-05-07,35,APXMIDP,86.4,1571.8
2024-05-07T16:30:00Z,2024-05-07,36,APXMIDP,82.74,1683.55
2024-05-07T17:00:00Z,2024-05-07,37,APXMIDP,89.98,1860.25
2024-05-07T17:30:00Z,2024-05-07,38,APXMIDP,88.4,1931.35
2024-05-07T18:00:00Z,2024-05-07,39,APXMIDP,94.34,1891.05
2024-05-07T18:30:00Z,2024-05-07,40,APXMIDP,89.86,1907.85
2024-05-07T19:00:00Z,2024-05-07,41,APXMIDP,84.13,1777.7
2024-05-07T19:30:00Z,2024-05-07,42,APXMIDP,88.65,2219.95
2024-05-07T20:00:00Z,2024-05-07,43,APXMIDP,79.67,1525.15
2024-05-07T20:30:00Z,2024-05-07,44,APXMIDP,72.28,1554.85
2024-05-07T21:00:00Z,2024-05-07,45,APXMIDP,69.17,1662.05
2024-05-07T21:30:00Z,2024-05-07,46,APXMIDP,70.93,1523.2
2024-05-07T22:00:00Z,2024-05-07,47,APXMIDP,66.82,872.2
2024-05-07T22:30:00Z,2024-05-07,48,APXMIDP,73.93,914.8
2024-05-07T23:00:00Z,2024-05-08,1,APXMIDP,74.94,1115.75
2024-05-07T23:30:00Z,2024-05-08,2,APXMIDP,69.92,994.65
2024-05-08T00:00:00Z,2024-05-08,3,APXMIDP,69.11,993.85
2024-05-08T00:30:00Z,2024-05-08,4,APXMIDP,70.71,1059.0
2024-05-08T01:00:00Z,2024-05-08,5,APXMIDP,72.85,1255.15
2024-05-08T01:30:00Z,2024-05-08,6,APXMIDP,69.49,1202.6
2024-05-08T02:00:00Z,2024-05-08,7,APXMIDP,69.55,1248.95
2024-05-08T02:30:00Z,2024-05-08,8,APXMIDP,68.21,1142.05
2024-05-08T03:00:00Z,2024-05-08,9,APXMIDP,69.41,978.3
2024-05-08T03:30:00Z,2024-05-08,10,APXMIDP,65.47,1284.0
2024-05-08T04:00:00Z,2024-05-08,11,APXMIDP,69.17,1649.1
