timestamp_utc,settlement_date,settlement_period,solar_mw,wind_offshore_mw,wind_onshore_mw
2024-05-03T10:30:00Z,2024-05-03,24,2999.0,4368.7655,3824.078
2024-05-03T11:00:00Z,2024-05-03,25,3141.333333333333,4334.761,3826.5103333333336
2024-05-03T11:30:00Z,2024-05-03,26,3247.0,4334.761,3826.5103333333336
2024-05-03T12:00:00Z,2024-05-03,27,3316.333333333333,4553.202666666667,3867.230333333333
2024-05-03T12:30:00Z,2024-05-03,28,3332.0,4553.202666666667,3867.230333333333
2024-05-03T13:00:00Z,2024-05-03,29,3272.0,4672.284333333333,3883.392
2024-05-03T13:30:00Z,2024-05-03,30,3140.333333333333,4672.284333333333,3883.392
2024-05-03T14:00:00Z,2024-05-03,31,2946.6666666666665,4712.336666666666,3846.921333333333
2024-05-03T14:30:00Z,2024-05-03,32,2700.6666666666665,4712.336666666666,3846.921333333333
2024-05-03T15:00:00Z,2024-05-03,33,2412.333333333333,4765.002,3709.065
2024-05-03T15:30:00Z,2024-05-03,34,2104.6666666666665,4765.002,3709.065
2024-05-03T16:00:00Z,2024-05-03,35,1794.3333333333333,4871.580666666667,3423.4646666666667
2024-05-03T16:30:00Z,2024-05-03,36,1463.3333333333333,4871.580666666667,3423.4646666666667
2024-05-03T17:00:00Z,2024-05-03,37,1097.0,4984.185333333334,3102.577333333333
2024-05-03T17:30:00Z,2024-05-03,38,734.3333333333334,4984.185333333334,3102.577333333333
2024-05-03T18:00:00Z,2024-05-03,39,422.3333333333333,4847.146,2757.705
2024-05-03T18:30:00Z,2024-05-03,40,191.66666666666663,4847.146,2757.705
2024-05-03T19:00:00Z,2024-05-03,41,57.66666666666666,4827.277999999999,2480.943
2024-05-03T19:30:00Z,2024-05-03,42,0.0,4827.277999999999,2480.943
2024-05-03T20:00:00Z,2024-05-03,43,0.0,5040.807666666667,2276.122666666666
2024-05-03T20:30:00Z,2024-05-03,44,0.0,5040.807666666667,2276.122666666666
2024-05-03T21:00:00Z,2024-05-03,45,0.0,5218.616999999999,2118.1666666666665
2024-05-03T21:30:00Z,2024-05-03,46,0.0,5218.616999999999,2118.1666666666665
2024-05-03T22:00:00Z,2024-05-03,47,0.0,5364.943333333334,1881.5503333333331
2024-05-03T22:30:00Z,2024-05-03,48,0.0,5364.943333333334,1881.5503333333331
2024-05-03T23:00:00Z,2024-05-04,1,0.0,5332.56,1744.9226666666666
2024-05-03T23:30:00Z,2024-05-04,2,0.0,5332.56,1744.9226666666666
2024-05-04T00:00:00Z,2024-05-04,3,0.0,5594.262,1763.104
2024-05-04T00:30:00Z,2024-05-04,4,0.0,5594.262,1763.104
2024-05-04T01:00:00Z,2024-05-04,5,0.0,5368.842,1697.212
2024-05-04T01:30:00Z,2024-05-04,6,0.0,5368.842,1697.212
2024-05-04T02:00:00Z,2024-05-04,7,0.0,5164.411,1562.064
2024-05-04T02:30:00Z,2024-05-04,8,0.0,5164.411,1562.064
2024-05-04T03:00:00Z,2024-05-04,9,0.0,4886.865,1456.809
2024-05-04T03:30:00Z,2024-05-04,10,0.0,4886.865,1456.809
2024-05-04T04:00:00Z,2024-05-04,11,20.0,4607.65,1357.278
2024-05-04T04:30:00Z,2024-05-04,12,145.0,4607.65,1357.278
2024-05-04T05:00:00Z,2024-05-04,13,447.0,4419.691,1239.251
2024-05-04T05:30:00Z,2024-05-04,14,894.0,4419.691,1239.251
2024-05-04T06:00:00Z,2024-05-04,15,1536.0,4153.21,1121.569
2024-05-04T06:30:00Z,2024-05-04,16,2304.0,4153.21,1121.569
2024-05-04T07:00:00Z,2024-05-04,17,3153.5,3753.291,1030.2685
2024-05-04T07:30:00Z,2024-05-04,18,3962.0,3753.291,1030.2685
2024-05-04T08:00:00Z,2024-05-04,19,4816.5,3444.7345,1063.6055
2024-05-04T08:30:00Z,2024-05-04,20,5599.0,3444.7345,1063.6055
2024-05-04T09:00:00Z,2024-05-04,21,6210.5,3252.5715,1139.9095
2024-05-04T09:30:00Z,2024-05-04,22,6678.5,3252.5715,1139.9095
2024-05-04T10:00:00Z,2024-05-04,23,7029.5,3160.6130000000003,1188.648
2024-05-04T10:30:00Z,2024-05-04,24,7268.5,3160.6130000000003,1188.648
2024-05-04T11:00:00Z,2024-05-04,25,7365.666666666667,2996.999333333333,1237.9523333333334
2024-05-04T11:30:00Z,2024-05-04,26,7405.0,2996.999333333333,1237.9523333333334
2024-05-04T12:00:00Z,2024-05-04,27,7372.666666666667,2777.2246666666665,1314.01
2024-05-04T12:30:00Z,2024-05-04,28,7251.666666666667,2777.2246666666665,1314.01
2024-05-04T13:00:00Z,2024-05-04,29,7017.666666666667,2617.5493333333334,1338.0343333333333
2024-05-04T13:30:00Z,2024-05-04,30,6637.666666666667,2617.5493333333334,1338.0343333333333
2024-05-04T14:00:00Z,2024-05-04,31,6079.666666666667,2553.853333333333,1331.8283333333331
2024-05-04T14:30:00Z,2024-05-04,32,5448.333333333333,2553.853333333333,1331.8283333333331
2024-05-04T15:00:00Z,2024-05-04,33,4860.666666666667,2414.930333333333,1293.8173333333334
2024-05-04T15:30:00Z,2024-05-04,34,4256.333333333333,2414.930333333333,1293.8173333333334
2024-05-04T16:00:00Z,2024-05-04,35,3558.333333333333,2524.5136666666667,1258.183
2024-05-04T16:30:00Z,2024-05-04,36,2844.0,2524.5136666666667,1258.183
2024-05-04T17:00:00Z,2024-05-04,37,2214.0,2567.568333333333,1186.2833333333335
2024-05-04T17:30:00Z,2024-05-04,38,1608.0,2567.568333333333,1186.2833333333335
2024-05-04T18:00:00Z,2024-05-04,39,952.6666666666666,2504.3793333333338,1082.5196666666668
2024-05-04T18:30:00Z,2024-05-04,40,408.6666666666667,2504.3793333333338,1082.5196666666668
2024-05-04T19:00:00Z,2024-05-04,41,121.0,2296.37,990.924
2024-05-04T19:30:00Z,2024-05-04,42,0.0,2296.37,990.924
2024-05-04T20:00:00Z,2024-05-04,43,0.0,2135.796333333333,957.9553333333332
2024-05-04T20:30:00Z,2024-05-04,44,0.0,2135.796333333333,957.9553333333332
2024-05-04T21:00:00Z,2024-05-04,45,0.0,1907.333,938.3276666666668
2024-05-04T21:30:00Z,2024-05-04,46,0.0,1907.333,938.3276666666668
2024-05-04T22:00:00Z,2024-05-04,47,0.0,1493.1260000000002,892.8863333333334
2024-05-04T22:30:00Z,2024-05-04,48,0.0,1493.1260000000002,892.8863333333334
2024-05-04T23:00:00Z,2024-05-05,1,0.0,1139.843,878.7646666666666
2024-05-04T23:30:00Z,2024-05-05,2,0.0,1139.843,878.7646666666666
2024-05-05T00:00:00Z,2024-05-05,3,0.0,884.438,834.943
2024-05-05T00:30:00Z,2024-05-05,4,0.0,884.438,834.943
2024-05-05T01:00:00Z,2024-05-05,5,0.0,723.23,823.649
2024-05-05T01:30:00Z,2024-05-05,6,0.0,723.23,823.649
2024-05-05T02:00:00Z,2024-05-05,7,0.0,633.662,812.354
2024-05-05T02:30:00Z,2024-05-05,8,0.0,633.662,812.354
2024-05-05T03:00:00Z,2024-05-05,9,0.0,560.441,794.773
2024-05-05T03:30:00Z,2024-05-05,10,0.0,560.441,794.773
2024-05-05T04:00:00Z,2024-05-05,11,41.0,498.016,770.112
2024-05-05T04:30:00Z,2024-05-05,12,185.0,498.016,770.112
2024-05-05T05:00:00Z,2024-05-05,13,499.0,468.028,744.277
2024-05-05T05:30:00Z,2024-05-05,14,1000.0,468.028,744.277
2024-05-05T06:00:00Z,2024-05-05,15,1679.0,431.204,706.97
2024-05-05T06:30:00Z,2024-05-05,16,2479.0,431.204,706.97
2024-05-05T07:00:00Z,2024-05-05,17,3233.0,392.2945,654.6735
2024-05-05T07:30:00Z,2024-05-05,18,4080.5,392.2945,654.6735
2024-05-05T08:00:00Z,2024-05-05,19,4913.0,386.3145,664.7535
2024-05-05T08:30:00Z,2024-05-05,20,5661.0,386.3145,664.7535
2024-05-05T09:00:00Z,2024-05-05,21,6259.5,415.888,706.585
2024-05-05T09:30:00Z,2024-05-05,22,6690.5,415.888,706.585
2024-05-05T10:00:00Z,2024-05-05,23,6944.0,446.283,755.0375
2024-05-05T10:30:00Z,2024-05-05,24,6997.5,446.283,755.0375
2024-05-05T11:00:00Z,2024-05-05,25,6718.333333333333,510.383,820.523
2024-05-05T11:30:00Z,2024-05-05,26,6433.333333333333,510.383,820.523
2024-05-05T12:00:00Z,2024-05-05,27,6196.0,596.1726666666667,845.4746666666666
2024-05-05T12:30:00Z,2024-05-05,28,5968.666666666667,596.1726666666667,845.4746666666666
2024-05-05T13:00:00Z,2024-05-05,29,5689.666666666667,733.5210000000001,860.4290000000001
2024-05-05T13:30:00Z,2024-05-05,30,5344.0,733.5210000000001,860.4290000000001
2024-05-05T14:00:00Z,2024-05-05,31,4937.333333333333,934.2346666666668,882.552
2024-05-05T14:30:00Z,2024-05-05,32,4509.666666666667,934.2346666666668,882.552
2024-05-05T15:00:00Z,2024-05-05,33,4084.0,1119.176333333333,900.5903333333332
2024-05-05T15:30:00Z,2024-05-05,34,3575.333333333333,1119.176333333333,900.5903333333332
2024-05-05T16:00:00Z,2024-05-05,35,2921.6666666666665,1260.532,878.2583333333333
2024-05-05T16:30:00Z,2024-05-05,36,2261.333333333333,1260.532,878.2583333333333
2024-05-05T17:00:00Z,2024-05-05,37,1728.3333333333333,1282.8463333333334,825.1103333333334
2024-05-05T17:30:00Z,2024-05-05,38,1253.3333333333333,1282.8463333333334,825.1103333333334
2024-05-05T18:00:00Z,2024-05-05,39,759.6666666666666,1255.304,734.9639999999999
2024-05-05T18:30:00Z,2024-05-05,40,342.0,1255.304,734.9639999999999
2024-05-05T19:00:00Z,2024-05-05,41,101.33333333333331,1173.2803333333334,655.616
2024-05-05T19:30:00Z,2024-05-05,42,0.0,1173.2803333333334,655.616
2024-05-05T20:00:00Z,2024-05-05,43,0.0,1135.6943333333334,629.7566666666667
2024-05-05T20:30:00Z,2024-05-05,44,0.0,1135.6943333333334,629.7566666666667
2024-05-05T21:00:00Z,2024-05-05,45,0.0,1047.8549999999998,606.4183333333334
2024-05-05T21:30:00Z,2024-05-05,46,0.0,1047.8549999999998,606.4183333333334
2024-05-05T22:00:00Z,2024-05-05,47,0.0,944.386,577.5486666666667
2024-05-05T22:30:00Z,2024-05-05,48,0.0,944.386,577.5486666666667
2024-05-05T23:00:00Z,2024-05-06,1,0.0,843.1,564.0183333333333
2024-05-05T23:30:00Z,2024-05-06,2,0.0,843.1,564.0183333333333
2024-05-06T00:00:00Z,2024-05-06,3,0.0,1016.024,618.013
2024-05-06T00:30:00Z,2024-05-06,4,0.0,1016.024,618.013
2024-05-06T01:00:00Z,2024-05-06,5,0.0,919.126,594.543
2024-05-06T01:30:00Z,2024-05-06,6,0.0,919.126,594.543
2024-05-06T02:00:00Z,2024-05-06,7,0.0,833.059,573.758
2024-05-06T02:30:00Z,2024-05-06,8,0.0,833.059,573.758
2024-05-06T03:00:00Z,2024-05-06,9,0.0,777.503,570.577
2024-05-06T03:30:00Z,2024-05-06,10,0.0,777.503,570.577
2024-05-06T04:00:00Z,2024-05-06,11,23.0,705.397,571.727
2024-05-06T04:30:00Z,2024-05-06,12,111.0,705.397,571.727
2024-05-06T05:00:00Z,2024-05-06,13,311.0,653.043,570.317
2024-05-06T05:30:00Z,2024-05-06,14,632.0,653.043,570.317
2024-05-06T06:00:00Z,2024-05-06,15,1068.0,627.186,563.55
2024-05-06T06:30:00Z,2024-05-06,16,1601.0,627.186,563.55
2024-05-06T07:00:00Z,2024-05-06,17,1971.5,671.5825,578.442
2024-05-06T07:30:00Z,2024-05-06,18,2523.0,671.5825,578.442
2024-05-06T08:00:00Z,2024-05-06,19,3064.5,678.1185,597.53
2024-05-06T08:30:00Z,2024-05-06,20,3580.5,678.1185,597.53
2024-05-06T09:00:00Z,2024-05-06,21,4061.0,709.1655000000001,632.568
2024-05-06T09:30:00Z,2024-05-06,22,4492.0,709.1655000000001,632.568
2024-05-06T10:00:00Z,2024-05-06,23,4855.5,707.328,691.6320000000001
2024-05-06T10:30:00Z,2024-05-06,24,5112.5,707.328,691.6320000000001
2024-05-06T11:00:00Z,2024-05-06,25,5182.666666666667,786.2176666666668,798.223
2024-05-06T11:30:00Z,2024-05-06,26,5212.333333333333,786.2176666666668,798.223
2024-05-06T12:00:00Z,2024-05-06,27,5156.333333333333,896.5826666666667,931.4826666666668
2024-05-06T12:30:00Z,2024-05-06,28,5025.0,896.5826666666667,931.4826666666668
2024-05-06T13:00:00Z,2024-05-06,29,4827.0,1044.398,1103.341
2024-05-06T13:30:00Z,2024-05-06,30,4564.666666666667,1044.398,1103.341
2024-05-06T14:00:00Z,2024-05-06,31,4239.666666666667,1147.1893333333337,1274.6103333333333
2024-05-06T14:30:00Z,2024-05-06,32,3864.3333333333335,1147.1893333333337,1274.6103333333333
2024-05-06T15:00:00Z,2024-05-06,33,3445.6666666666665,1258.7813333333334,1418.987
2024-05-06T15:30:00Z,2024-05-06,34,2964.6666666666665,1258.7813333333334,1418.987
2024-05-06T16:00:00Z,2024-05-06,35,2416.0,1409.6096666666665,1523.3013333333336
2024-05-06T16:30:00Z,2024-05-06,36,1867.0,1409.6096666666665,1523.3013333333336
2024-05-06T17:00:00Z,2024-05-06,37,1387.3333333333333,1566.0333333333335,1508.195
2024-05-06T17:30:00Z,2024-05-06,38,966.3333333333334,1566.0333333333335,1508.195
2024-05-06T18:00:00Z,2024-05-06,39,587.0,1673.465333333333,1440.369333333333
2024-05-06T18:30:00Z,2024-05-06,40,284.3333333333333,1673.465333333333,1440.369333333333
2024-05-06T19:00:00Z,2024-05-06,41,94.0,1747.2456666666667,1378.0283333333334
2024-05-06T19:30:00Z,2024-05-06,42,0.0,1747.2456666666667,1378.0283333333334
2024-05-06T20:00:00Z,2024-05-06,43,0.0,1759.375,1350.6676666666665
2024-05-06T20:30:00Z,2024-05-06,44,0.0,1759.375,1350.6676666666665
2024-05-06T21:00:00Z,2024-05-06,45,0.0,1836.3663333333332,1352.8393333333331
2024-05-06T21:30:00Z,2024-05-06,46,0.0,1836.3663333333332,1352.8393333333331
2024-05-06T22:00:00Z,2024-05-06,47,0.0,1922.059,1308.2413333333334
2024-05-06T22:30:00Z,2024-05-06,48,0.0,1922.059,1308.2413333333334
2024-05-06T23:00:00Z,2024-05-07,1,0.0,2020.3623333333333,1259.0373333333334
2024-05-06T23:30:00Z,2024-05-07,2,0.0,2020.3623333333333,1259.0373333333334
2024-05-07T00:00:00Z,2024-05-07,3,0.0,1897.373,1108.631
2024-05-07T00:30:00Z,2024-05-07,4,0.0,1897.373,1108.631
2024-05-07T01:00:00Z,2024-05-07,5,0.0,1856.449,1075.136
2024-05-07T01:30:00Z,2024-05-07,6,0.0,1856.449,1075.136
2024-05-07T02:00:00Z,2024-05-07,7,0.0,1892.854,1060.7
2024-05-07T02:30:00Z,2024-05-07,8,0.0,1892.854,1060.7
2024-05-07T03:00:00Z,2024-05-07,9,0.0,2029.203,1083.216
2024-05-07T03:30:00Z,2024-05-07,10,0.0,2029.203,1083.216
2024-05-07T04:00:00Z,2024-05-07,11,16.0,2104.057,1122.155
2024-05-07T04:30:00Z,2024-05-07,12,116.0,2104.057,1122.155
2024-05-07T05:00:00Z,2024-05-07,13,366.0,2095.425,1148.854
2024-05-07T05:30:00Z,2024-05-07,14,757.0,2095.425,1148.854
2024-05-07T06:00:00Z,2024-05-07,15,1265.0,2141.689,1126.652
2024-05-07T06:30:00Z,2024-05-07,16,1873.0,2141.689,1126.652
2024-05-07T07:00:00Z,2024-05-07,17,2732.5,2195.6205,1142.7179999999998
2024-05-07T07:30:00Z,2024-05-07,18,3570.0,2195.6205,1142.7179999999998
2024-05-07T08:00:00Z,2024-05-07,19,4421.5,2139.6025,1159.582
2024-05-07T08:30:00Z,2024-05-07,20,5253.5,2139.6025,1159.582
2024-05-07T09:00:00Z,2024-05-07,21,6031.5,1989.661,1133.2865
2024-05-07T09:30:00Z,2024-05-07,22,6687.5,1989.661,1133.2865
2024-05-07T10:00:00Z,2024-05-07,23,7161.5,1808.6585,1036.573
2024-05-07T10:30:00Z,2024-05-07,24,7454.5,1808.6585,1036.573
2024-05-07T11:00:00Z,2024-05-07,25,7635.0,1680.575,917.1336666666666
2024-05-07T11:30:00Z,2024-05-07,26,7552.333333333333,1680.575,917.1336666666666
2024-05-07T12:00:00Z,2024-05-07,27,7350.0,1610.3486666666668,859.341
2024-05-07T12:30:00Z,2024-05-07,28,7078.666666666667,1610.3486666666668,859.341
2024-05-07T13:00:00Z,2024-05-07,29,6780.0,1696.032,857.866
2024-05-07T13:30:00Z,2024-05-07,30,6466.666666666667,1696.032,857.866
2024-05-07T14:00:00Z,2024-05-07,31,6128.666666666667,1786.3149999999998,874.784
2024-05-07T14:30:00Z,2024-05-07,32,5693.666666666667,1786.3149999999998,874.784
2024-05-07T15:00:00Z,2024-05-07,33,5098.666666666667,1906.3873333333331,892.9213333333333
2024-05-07T15:30:00Z,2024-05-07,34,4378.333333333333,1906.3873333333331,892.9213333333333
2024-05-07T16:00:00Z,2024-05-07,35,3595.6666666666665,2020.875,947.537
2024-05-07T16:30:00Z,2024-05-07,36,2827.333333333333,2020.875,947.537
2024-05-07T17:00:00Z,2024-05-07,37,2136.6666666666665,2161.742,951.8836666666666
2024-05-07T17:30:00Z,2024-05-07,38,1507.3333333333333,2161.742,951.8836666666666
2024-05-07T18:00:00Z,2024-05-07,39,926.6666666666666,2287.251333333333,917.457
2024-05-07T18:30:00Z,2024-05-07,40,454.6666666666667,2287.251333333333,917.457
2024-05-07T19:00:00Z,2024-05-07,41,151.0,2245.621,855.0853333333333
2024-05-07T19:30:00Z,2024-05-07,42,0.0,2245.621,855.0853333333333
