timestamp_utc,settlement_date,settlement_period,price
2024-05-03T11:30:00Z,2024-05-03,26,66.0
2024-05-03T12:00:00Z,2024-05-03,27,60.8
2024-05-03T12:30:00Z,2024-05-03,28,60.8
2024-05-03T13:00:00Z,2024-05-03,29,58.63
2024-05-03T13:30:00Z,2024-05-03,30,58.63
2024-05-03T14:00:00Z,2024-05-03,31,63.98
2024-05-03T14:30:00Z,2024-05-03,32,63.98
2024-05-03T15:00:00Z,2024-05-03,33,78.84
2024-05-03T15:30:00Z,2024-05-03,34,78.84
2024-05-03T16:00:00Z,2024-05-03,35,81.96
2024-05-03T16:30:00Z,2024-05-03,36,81.96
2024-05-03T17:00:00Z,2024-05-03,37,84.94
2024-05-03T17:30:00Z,2024-05-03,38,84.94
2024-05-03T18:00:00Z,2024-05-03,39,80.97
2024-05-03T18:30:00Z,2024-05-03,40,80.97
2024-05-03T19:00:00Z,2024-05-03,41,78.86
2024-05-03T19:30:00Z,2024-05-03,42,78.86
2024-05-03T20:00:00Z,2024-05-03,43,64.6
2024-05-03T20:30:00Z,2024-05-03,44,64.6
2024-05-03T21:00:00Z,2024-05-03,45,72.02
2024-05-03T21:30:00Z,2024-05-03,46,72.02
2024-05-03T22:00:00Z,2024-05-03,47,67.73
2024-05-03T22:30:00Z,2024-05-03,48,67.73
2024-05-03T23:00:00Z,2024-05-04,1,63.83
2024-05-03T23:30:00Z,2024-05-04,2,63.83
2024-05-04T00:00:00Z,2024-05-04,3,62.2
2024-05-04T00:30:00Z,2024-05-04,4,62.2
2024-05-04T01:00:00Z,2024-05-04,5,63.26
2024-05-04T01:30:00Z,2024-05-04,6,63.26
2024-05-04T02:00:00Z,2024-05-04,7,63.15
2024-05-04T02:30:00Z,2024-05-04,8,63.15
2024-05-04T03:00:00Z,2024-05-04,9,65.74
2024-05-04T03:30:00Z,2024-05-04,10,65.74
2024-05-04T04:00:00Z,2024-05-04,11,67.32
2024-05-04T04:30:00Z,2024-05-04,12,67.32
2024-05-04T05:00:00Z,2024-05-04,13,64.66
2024-05-04T05:30:00Z,2024-05-04,14,64.66
2024-05-04T06:00:00Z,2024-05-04,15,69.45
2024-05-04T06:30:00Z,2024-05-04,16,69.45
2024-05-04T07:00:00Z,2024-05-04,17,80.89
2024-05-04T07:30:00Z,2024-05-04,18,80.89
2024-05-04T08:00:00Z,2024-05-04,19,84.36
2024-05-04T08:30:00Z,2024-05-04,20,84.36
2024-05-04T09:00:00Z,2024-05-04,21,78.54
2024-05-04T09:30:00Z,2024-05-04,22,78.54
2024-05-04T10:00:00Z,2024-05-04,23,72.06
2024-05-04T10:30:00Z,2024-05-04,24,72.06
2024-05-04T11:00:00Z,2024-05-04,25,64.12
2024-05-04T11:30:00Z,2024-05-04,26,64.12
2024-05-04T12:00:00Z,2024-05-04,27,60.48
2024-05-04T12:30:00Z,2024-05-04,28,60.48
2024-05-04T13:00:00Z,2024-05-04,29,61.82
2024-05-04T13:30:00Z,2024-05-04,30,61.82
2024-05-04T14:00:00Z,2024-05-04,31,68.3
2024-05-04T14:30:00Z,2024-05-04,32,68.3
2024-05-04T15:00:00Z,2024-05-04,33,78.32
2024-05-04T15:30:00Z,2024-05-04,34,78.32
2024-05-04T16:00:00Z,2024-05-04,35,93.05
2024-05-04T16:30:00Z,2024-05-04,36,93.05
2024-05-04T17:00:00Z,2024-05-04,37,97.52
2024-05-04T17:30:00Z,2024-05-04,38,97.52
2024-05-04T18:00:00Z,2024-05-04,39,90.12
2024-05-04T18:30:00Z,2024-05-04,40,90.12
2024-05-04T19:00:00Z,2024-05-04,41,78.36
2024-05-04T19:30:00Z,2024-05-04,42,78.36
2024-05-04T20:00:00Z,2024-05-04,43,73.63
2024-05-04T20:30:00Z,2024-05-04,44,73.63
2024-05-04T21:00:00Z,2024-05-04,45,82.99
2024-05-04T21:30:00Z,2024-05-04,46,82.99
2024-05-04T22:00:00Z,2024-05-04,47,76.12
2024-05-04T22:30:00Z,2024-05-04,48,76.12
2024-05-04T23:00:00Z,2024-05-05,1,73.57
2024-05-04T23:30:00Z,2024-05-05,2,73.57
2024-05-05T00:00:00Z,2024-05-05,3,73.11
2024-05-05T00:30:00Z,2024-05-05,4,73.11
2024-05-05T01:00:00Z,2024-05-05,5,69.21
2024-05-05T01:30:00Z,2024-05-05,6,69.21
2024-05-05T02:00:00Z,2024-05-05,7,66.02
2024-05-05T02:30:00Z,2024-05-05,8,66.02
2024-05-05T03:00:00Z,2024-05-05,9,66.14
2024-05-05T03:30:00Z,2024-05-05,10,66.14
2024-05-05T04:00:00Z,2024-05-05,11,65.98
2024-05-05T04:30:00Z,2024-05-05,12,65.98
2024-05-05T05:00:00Z,2024-05-05,13,68.78
2024-05-05T05:30:00Z,2024-05-05,14,68.78
2024-05-05T06:00:00Z,2024-05-05,15,75.14
2024-05-05T06:30:00Z,2024-05-05,16,75.14
2024-05-05T07:00:00Z,2024-05-05,17,83.72
2024-05-05T07:30:00Z,2024-05-05,18,83.72
2024-05-05T08:00:00Z,2024-05-05,19,78.13
2024-05-05T08:30:00Z,2024-05-05,20,78.13
2024-05-05T09:00:00Z,2024-05-05,21,75.88
2024-05-05T09:30:00Z,2024-05-05,22,75.88
2024-05-05T10:00:00Z,2024-05-05,23,78.38
2024-05-05T10:30:00Z,2024-05-05,24,78.38
2024-05-05T11:00:00Z,2024-05-05,25,72.74
2024-05-05T11:30:00Z,2024-05-05,26,72.74
2024-05-05T12:00:00Z,2024-05-05,27,70.8
2024-05-05T12:30:00Z,2024-05-05,28,70.8
2024-05-05T13:00:00Z,2024-05-05,29,73.77
2024-05-05T13:30:00Z,2024-05-05,30,73.77
2024-05-05T14:00:00Z,2024-05-05,31,72.41
2024-05-05T14:30:00Z,2024-05-05,32,72.41
2024-05-05T15:00:00Z,2024-05-05,33,79.0
2024-05-05T15:30:00Z,2024-05-05,34,79.0
2024-05-05T16:00:00Z,2024-05-05,35,87.01
2024-05-05T16:30:00Z,2024-05-05,36,87.01
2024-05-05T17:00:00Z,2024-05-05,37,97.37
2024-05-05T17:30:00Z,2024-05-05,38,97.37
2024-05-05T18:00:00Z,2024-05-05,39,93.35
2024-05-05T18:30:00Z,2024-05-05,40,93.35
2024-05-05T19:00:00Z,2024-05-05,41,87.07
2024-05-05T19:30:00Z,2024-05-05,42,87.07
2024-05-05T20:00:00Z,2024-05-05,43,77.85
2024-05-05T20:30:00Z,2024-05-05,44,77.85
2024-05-05T21:00:00Z,2024-05-05,45,73.54
2024-05-05T21:30:00Z,2024-05-05,46,73.54
2024-05-05T22:00:00Z,2024-05-05,47,69.31
2024-05-05T22:30:00Z,2024-05-05,48,69.31
2024-05-05T23:00:00Z,2024-05-06,1,68.14
2024-05-05T23:30:00Z,2024-05-06,2,68.14
2024-05-06T00:00:00Z,2024-05-06,3,68.95
2024-05-06T00:30:00Z,2024-05-06,4,68.95
2024-05-06T01:00:00Z,2024-05-06,5,68.64
2024-05-06T01:30:00Z,2024-05-06,6,68.64
2024-05-06T02:00:00Z,2024-05-06,7,71.12
2024-05-06T02:30:00Z,2024-05-06,8,71.12
2024-05-06T03:00:00Z,2024-05-06,9,84.53
2024-05-06T03:30:00Z,2024-05-06,10,84.53
2024-05-06T04:00:00Z,2024-05-06,11,94.04
2024-05-06T04:30:00Z,2024-05-06,12,94.04
2024-05-06T05:00:00Z,2024-05-06,13,85.93
2024-05-06T05:30:00Z,2024-05-06,14,85.93
2024-05-06T06:00:00Z,2024-05-06,15,80.65
2024-05-06T06:30:00Z,2024-05-06,16,80.65
2024-05-06T07:00:00Z,2024-05-06,17,75.64
2024-05-06T07:30:00Z,2024-05-06,18,75.64
2024-05-06T08:00:00Z,2024-05-06,19,73.44
2024-05-06T08:30:00Z,2024-05-06,20,73.44
2024-05-06T09:00:00Z,2024-05-06,21,70.16
2024-05-06T09:30:00Z,2024-05-06,22,70.16
2024-05-06T10:00:00Z,2024-05-06,23,67.81
2024-05-06T10:30:00Z,2024-05-06,24,67.81
2024-05-06T11:00:00Z,2024-05-06,25,63.89
2024-05-06T11:30:00Z,2024-05-06,26,63.89
2024-05-06T12:00:00Z,2024-05-06,27,65.13
2024-05-06T12:30:00Z,2024-05-06,28,65.13
2024-05-06T13:00:00Z,2024-05-06,29,69.88
2024-05-06T13:30:00Z,2024-05-06,30,69.88
2024-05-06T14:00:00Z,2024-05-06,31,75.61
2024-05-06T14:30:00Z,2024-05-06,32,75.61
2024-05-06T15:00:00Z,2024-05-06,33,86.74
2024-05-06T15:30:00Z,2024-05-06,34,86.74
2024-05-06T16:00:00Z,2024-05-06,35,92.4
2024-05-06T16:30:00Z,2024-05-06,36,92.4
2024-05-06T17:00:00Z,2024-05-06,37,94.06
2024-05-06T17:30:00Z,2024-05-06,38,94.06
2024-05-06T18:00:00Z,2024-05-06,39,91.97
2024-05-06T18:30:00Z,2024-05-06,40,91.97
2024-05-06T19:00:00Z,2024-05-06,41,81.94
2024-05-06T19:30:00Z,2024-05-06,42,81.94
2024-05-06T20:00:00Z,2024-05-06,43,76.76
2024-05-06T20:30:00Z,2024-05-06,44,76.76
2024-05-06T21:00:00Z,2024-05-06,45,71.6
2024-05-06T21:30:00Z,2024-05-06,46,71.6
2024-05-06T22:00:00Z,2024-05-06,47,67.24
2024-05-06T22:30:00Z,2024-05-06,48,67.24
2024-05-06T23:00:00Z,2024-05-07,1,67.15
2024-05-06T23:30:00Z,2024-05-07,2,67.15
2024-05-07T00:00:00Z,2024-05-07,3,66.39
2024-05-07T00:30:00Z,2024-05-07,4,66.39
2024-05-07T01:00:00Z,2024-05-07,5,64.33
2024-05-07T01:30:00Z,2024-05-07,6,64.33
2024-05-07T02:00:00Z,2024-05-07,7,67.38
2024-05-07T02:30:00Z,2024-05-07,8,67.38
2024-05-07T03:00:00Z,2024-05-07,9,74.94
2024-05-07T03:30:00Z,2024-05-07,10,74.94
2024-05-07T04:00:00Z,2024-05-07,11,92.82
2024-05-07T04:30:00Z,2024-05-07,12,92.82
2024-05-07T05:00:00Z,2024-05-07,13,100.54
2024-05-07T05:30:00Z,2024-05-07,14,100.54
2024-05-07T06:00:00Z,2024-05-07,15,88.06
2024-05-07T06:30:00Z,2024-05-07,16,88.06
2024-05-07T07:00:00Z,2024-05-07,17,81.75
2024-05-07T07:30:00Z,2024-05-07,18,81.75
2024-05-07T08:00:00Z,2024-05-07,19,74.53
2024-05-07T08:30:00Z,2024-05-07,20,74.53
2024-05-07T09:00:00Z,2024-05-07,21,69.88
2024-05-07T09:30:00Z,2024-05-07,22,69.88
2024-05-07T10:00:00Z,2024-05-07,23,69.27
2024-05-07T10:30:00Z,2024-05-07,24,69.27
2024-05-07T11:00:00Z,2024-05-07,25,63.06
2024-05-07T11:30:00Z,2024-05-07,26,63.06
2024-05-07T12:00:00Z,2024-05-07,27,62.55
2024-05-07T12:30:00Z,2024-05-07,28,62.55
2024-05-07T13:00:00Z,2024-05-07,29,63.69
2024-05-07T13:30:00Z,2024-05-07,30,63.69
2024-05-07T14:00:00Z,2024-05-07,31,70.76
2024-05-07T14:30:00Z,2024-05-07,32,70.76
2024-05-07T15:00:00Z,2024-05-07,33,82.01
2024-05-07T15:30:00Z,2024-05-07,34,82.01
2024-05-07T16:00:00Z,2024-05-07,35,91.99
2024-05-07T16:30:00Z,2024-05-07,36,91.99
2024-05-07T17:00:00Z,2024-05-07,37,99.54
2024-05-07T17:30:00Z,2024-05-07,38,99.54
2024-05-07T18:00:00Z,2024-05-07,39,92.95
2024-05-07T18:30:00Z,2024-05-07,40,92.95
2024-05-07T19:00:00Z,2024-05-07,41,84.85
2024-05-07T19:30:00Z,2024-05-07,42,84.85
2024-05-07T20:00:00Z,2024-05-07,43,77.98
2024-05-07T20:30:00Z,2024-05-07,44,77.98
2024-05-07T21:00:00Z,2024-05-07,45,76.54
2024-05-07T21:30:00Z,2024-05-07,46,76.54
2024-05-07T22:00:00Z,2024-05-07,47,75.92
2024-05-07T22:30:00Z,2024-05-07,48,75.92
2024-05-07T23:00:00Z,2024-05-08,1,73.0
2024-05-07T23:30:00Z,2024-05-08,2,73.0
2024-05-08T00:00:00Z,2024-05-08,3,69.78
2024-05-08T00:30:00Z,2024-05-08,4,69.78
2024-05-08T01:00:00Z,2024-05-08,5,70.05
2024-05-08T01:30:00Z,2024-05-08,6,70.05
2024-05-08T02:00:00Z,2024-05-08,7,70.14
2024-05-08T02:30:00Z,2024-05-08,8,70.14
2024-05-08T03:00:00Z,2024-05-08,9,75.41
2024-05-08T03:30:00Z,2024-05-08,10,75.41
2024-05-08T04:00:00Z,2024-05-08,11,94.13
2024-05-08T04:30:00Z,2024-05-08,12,94.13
2024-05-08T05:00:00Z,2024-05-08,13,98.81
2024-05-08T05:30:00Z,2024-05-08,14,98.81
2024-05-08T06:00:00Z,2024-05-08,15,89.49
2024-05-08T06:30:00Z,2024-05-08,16,89.49
2024-05-08T07:00:00Z,2024-05-08,17,75.81
2024-05-08T07:30:00Z,2024-05-08,18,75.81
2024-05-08T08:00:00Z,2024-05-08,19,73.71
2024-05-08T08:30:00Z,2024-05-08,20,73.71
2024-05-08T09:00:00Z,2024-05-08,21,65.17
2024-05-08T09:30:00Z,2024-05-08,22,65.17
2024-05-08T10:00:00Z,2024-05-08,23,64.52
2024-05-08T10:30:00Z,2024-05-08,24,64.52
2024-05-08T11:00:00Z,2024-05-08,25,61.71
2024-05-08T11:30:00Z,2024-05-08,26,61.71
2024-05-08T12:00:00Z,2024-05-08,27,60.94
2024-05-08T12:30:00Z,2024-05-08,28,60.94
2024-05-08T13:00:00Z,2024-05-08,29,64.51
2024-05-08T13:30:00Z,2024-05-08,30,64.51
2024-05-08T14:00:00Z,2024-05-08,31,74.09
2024-05-08T14:30:00Z,2024-05-08,32,74.09
2024-05-08T15:00:00Z,2024-05-08,33,82.91
2024-05-08T15:30:00Z,2024-05-08,34,82.91
2024-05-08T16:00:00Z,2024-05-08,35,93.18
2024-05-08T16:30:00Z,2024-05-08,36,93.18
2024-05-08T17:00:00Z,2024-05-08,37,96.6
2024-05-08T17:30:00Z,2024-05-08,38,96.6
2024-05-08T18:00:00Z,2024-05-08,39,92.46
2024-05-08T18:30:00Z,2024-05-08,40,92.46
2024-05-08T19:00:00Z,2024-05-08,41,77.97
2024-05-08T19:30:00Z,2024-05-08,42,77.97
2024-05-08T20:00:00Z,2024-05-08,43,74.26
2024-05-08T20:30:00Z,2024-05-08,44,74.26
2024-05-08T21:00:00Z,2024-05-08,45,67.63
2024-05-08T21:30:00Z,2024-05-08,46,67.63
2024-05-08T22:00:00Z,2024-05-08,47,65.43
2024-05-08T22:30:00Z,2024-05-08,48,65.43
2024-05-08T23:00:00Z,2024-05-09,1,64.25
2024-05-08T23:30:00Z,2024-05-09,2,64.25
2024-05-09T00:00:00Z,2024-05-09,3,61.04
2024-05-09T00:30:00Z,2024-05-09,4,61.04
2024-05-09T01:00:00Z,2024-05-09,5,60.42
2024-05-09T01:30:00Z,2024-05-09,6,60.42
2024-05-09T02:00:00Z,2024-05-09,7,61.08
2024-05-09T02:30:00Z,2024-05-09,8,61.08
2024-05-09T03:00:00Z,2024-05-09,9,62.35
2024-05-09T03:30:00Z,2024-05-09,10,62.35
2024-05-09T04:00:00Z,2024-05-09,11,70.0
2024-05-09T04:30:00Z,2024-05-09,12,70.0
2024-05-09T05:00:00Z,2024-05-09,13,78.42
2024-05-09T05:30:00Z,2024-05-09,14,78.42
2024-05-09T06:00:00Z,2024-05-09,15,85.26
2024-05-09T06:30:00Z,2024-05-09,16,85.26
2024-05-09T07:00:00Z,2024-05-09,17,81.43
2024-05-09T07:30:00Z,2024-05-09,18,81.43
2024-05-09T08:00:00Z,2024-05-09,19,69.31
2024-05-09T08:30:00Z,2024-05-09,20,69.31
2024-05-09T09:00:00Z,2024-05-09,21,63.43
2024-05-09T09:30:00Z,2024-05-09,22,63.43
2024-05-09T10:00:00Z,2024-05-09,23,63.43
2024-05-09T10:30:00Z,2024-05-09,24,63.43
2024-05-09T11:00:00Z,2024-05-09,25,62.2
2024-05-09T11:30:00Z,2024-05-09,26,62.2
2024-05-09T12:00:00Z,2024-05-09,27,64.01
2024-05-09T12:30:00Z,2024-05-09,28,64.01
2024-05-09T13:00:00Z,2024-05-09,29,66.33
2024-05-09T13:30:00Z,2024-05-09,30,66.33
2024-05-09T14:00:00Z,2024-05-09,31,72.74
2024-05-09T14:30:00Z,2024-05-09,32,72.74
2024-05-09T15:00:00Z,2024-05-09,33,75.49
2024-05-09T15:30:00Z,2024-05-09,34,75.49
2024-05-09T16:00:00Z,2024-05-09,35,89.04
2024-05-09T16:30:00Z,2024-05-09,36,89.04
2024-05-09T17:00:00Z,2024-05-09,37,95.14
2024-05-09T17:30:00Z,2024-05-09,38,95.14
2024-05-09T18:00:00Z,2024-05-09,39,91.94
2024-05-09T18:30:00Z,2024-05-09,40,91.94
2024-05-09T19:00:00Z,2024-05-09,41,87.34
2024-05-09T19:30:00Z,2024-05-09,42,87.34
2024-05-09T20:00:00Z,2024-05-09,43,74.62
2024-05-09T20:30:00Z,2024-05-09,44,74.62
2024-05-09T21:00:00Z,2024-05-09,45,74.6
2024-05-09T21:30:00Z,2024-05-09,46,74.6
2024-05-09T22:00:00Z,2024-05-09,47,69.14
2024-05-09T22:30:00Z,2024-05-09,48,69.14
2024-05-09T23:00:00Z,2024-05-10,1,65.71
2024-05-09T23:30:00Z,2024-05-10,2,65.71
2024-05-10T00:00:00Z,2024-05-10,3,64.47
2024-05-10T00:30:00Z,2024-05-10,4,64.47
2024-05-10T01:00:00Z,2024-05-10,5,63.59
2024-05-10T01:30:00Z,2024-05-10,6,63.59
2024-05-10T02:00:00Z,2024-05-10,7,64.83
2024-05-10T02:30:00Z,2024-05-10,8,64.83
2024-05-10T03:00:00Z,2024-05-10,9,66.55
2024-05-10T03:30:00Z,2024-05-10,10,66.55
2024-05-10T04:00:00Z,2024-05-10,11,83.38
2024-05-10T04:30:00Z,2024-05-10,12,83.38
2024-05-10T05:00:00Z,2024-05-10,13,88.35
2024-05-10T05:30:00Z,2024-05-10,14,88.35
2024-05-10T06:00:00Z,2024-05-10,15,91.11
2024-05-10T06:30:00Z,2024-05-10,16,91.11
2024-05-10T07:00:00Z,2024-05-10,17,82.13
2024-05-10T07:30:00Z,2024-05-10,18,82.13
2024-05-10T08:00:00Z,2024-05-10,19,71.68
2024-05-10T08:30:00Z,2024-05-10,20,71.68
2024-05-10T09:00:00Z,2024-05-10,21,66.95
2024-05-10T09:30:00Z,2024-05-10,22,66.95
2024-05-10T10:00:00Z,2024-05-10,23,64.87
2024-05-10T10:30:00Z,2024-05-10,24,64.87
2024-05-10T11:00:00Z,2024-05-10,25,61.36
2024-05-10T11:30:00Z,2024-05-10,26,61.36
2024-05-10T12:00:00Z,2024-05-10,27,57.72
2024-05-10T12:30:00Z,2024-05-10,28,57.72
2024-05-10T13:00:00Z,2024-05-10,29,59.4
2024-05-10T13:30:00Z,2024-05-10,30,59.4
2024-05-10T14:00:00Z,2024-05-10,31,65.8
2024-05-10T14:30:00Z,2024-05-10,32,65.8
2024-05-10T15:00:00Z,2024-05-10,33,78.42
2024-05-10T15:30:00Z,2024-05-10,34,78.42
2024-05-10T16:00:00Z,2024-05-10,35,88.18
2024-05-10T16:30:00Z,2024-05-10,36,88.18
2024-05-10T17:00:00Z,2024-05-10,37,92.76
2024-05-10T17:30:00Z,2024-05-10,38,92.76
2024-05-10T18:00:00Z,2024-05-10,39,90.07
2024-05-10T18:30:00Z,2024-05-10,40,90.07
2024-05-10T19:00:00Z,2024-05-10,41,83.83
2024-05-10T19:30:00Z,2024-05-10,42,83.83
2024-05-10T20:00:00Z,2024-05-10,43,73.14
2024-05-10T20:30:00Z,2024-05-10,44,73.14
2024-05-10T21:00:00Z,2024-05-10,45,76.71
2024-05-10T21:30:00Z,2024-05-10,46,76.71
2024-05-10T22:00:00Z,2024-05-10,47,75.42
2024-05-10T22:30:00Z,2024-05-10,48,75.42
2024-05-10T23:00:00Z,2024-05-11,1,75.47
2024-05-10T23:30:00Z,2024-05-11,2,75.47
2024-05-11T00:00:00Z,2024-05-11,3,73.71
2024-05-11T00:30:00Z,2024-05-11,4,73.71
2024-05-11T01:00:00Z,2024-05-11,5,72.56
2024-05-11T01:30:00Z,2024-05-11,6,72.56
2024-05-11T02:00:00Z,2024-05-11,7,72.1
2024-05-11T02:30:00Z,2024-05-11,8,72.1
2024-05-11T03:00:00Z,2024-05-11,9,70.29
2024-05-11T03:30:00Z,2024-05-11,10,70.29
2024-05-11T04:00:00Z,2024-05-11,11,68.69
2024-05-11T04:30:00Z,2024-05-11,12,68.69
2024-05-11T05:00:00Z,2024-05-11,13,67.95
2024-05-11T05:30:00Z,2024-05-11,14,67.95
2024-05-11T06:00:00Z,2024-05-11,15,75.99
2024-05-11T06:30:00Z,2024-05-11,16,75.99
