timestamp_utc,settlement_date,settlement_period,imbalance_price
2024-05-02T09:00:00Z,2024-05-02,21,86.0
2024-05-02T09:30:00Z,2024-05-02,22,86.0
2024-05-02T10:00:00Z,2024-05-02,23,86.0
2024-05-02T10:30:00Z,2024-05-02,24,40.0
2024-05-02T11:00:00Z,2024-05-02,25,86.0
2024-05-02T11:30:00Z,2024-05-02,26,86.0
2024-05-02T12:00:00Z,2024-05-02,27,90.0
2024-05-02T12:30:00Z,2024-05-02,28,64.28
2024-05-02T13:00:00Z,2024-05-02,29,63.75
2024-05-02T13:30:00Z,2024-05-02,30,60.08
2024-05-02T14:00:00Z,2024-05-02,31,63.85
2024-05-02T14:30:00Z,2024-05-02,32,86.0
2024-05-02T15:00:00Z,2024-05-02,33,93.95
2024-05-02T15:30:00Z,2024-05-02,34,110.0
2024-05-02T16:00:00Z,2024-05-02,35,50.38
2024-05-02T16:30:00Z,2024-05-02,36,52.6
2024-05-02T17:00:00Z,2024-05-02,37,52.6
2024-05-02T17:30:00Z,2024-05-02,38,65.13
2024-05-02T18:00:00Z,2024-05-02,39,65.13
2024-05-02T18:30:00Z,2024-05-02,40,65.13
2024-05-02T19:00:00Z,2024-05-02,41,52.0
2024-05-02T19:30:00Z,2024-05-02,42,52.0
2024-05-02T20:00:00Z,2024-05-02,43,52.0
2024-05-02T20:30:00Z,2024-05-02,44,52.0
2024-05-02T21:00:00Z,2024-05-02,45,54.12
2024-05-02T21:30:00Z,2024-05-02,46,54.11
2024-05-02T22:00:00Z,2024-05-02,47,54.12
2024-05-02T22:30:00Z,2024-05-02,48,66.77
2024-05-02T23:00:00Z,2024-05-03,1,54.1
2024-05-02T23:30:00Z,2024-05-03,2,52.6
2024-05-03T00:00:00Z,2024-05-03,3,61.6
2024-05-03T00:30:00Z,2024-05-03,4,62.28
2024-05-03T01:00:00Z,2024-05-03,5,54.1
2024-05-03T01:30:00Z,2024-05-03,6,51.43868
2024-05-03T02:00:00Z,2024-05-03,7,36.0
2024-05-03T02:30:00Z,2024-05-03,8,30.38
2024-05-03T03:00:00Z,2024-05-03,9,31.24
2024-05-03T03:30:00Z,2024-05-03,10,22.41034
2024-05-03T04:00:00Z,2024-05-03,11,30.03
2024-05-03T04:30:00Z,2024-05-03,12,30.03
2024-05-03T05:00:00Z,2024-05-03,13,67.07
2024-05-03T05:30:00Z,2024-05-03,14,70.04
2024-05-03T06:00:00Z,2024-05-03,15,98.0
2024-05-03T06:30:00Z,2024-05-03,16,97.99967
2024-05-03T07:00:00Z,2024-05-03,17,96.0
2024-05-03T07:30:00Z,2024-05-03,18,96.0
2024-05-03T08:00:00Z,2024-05-03,19,52.6
2024-05-03T08:30:00Z,2024-05-03,20,98.0
2024-05-03T09:00:00Z,2024-05-03,21,106.0
2024-05-03T09:30:00Z,2024-05-03,22,104.0
2024-05-03T10:00:00Z,2024-05-03,23,54.12
2024-05-03T10:30:00Z,2024-05-03,24,54.12
2024-05-03T11:00:00Z,2024-05-03,25,54.12
2024-05-03T11:30:00Z,2024-05-03,26,54.12
2024-05-03T12:00:00Z,2024-05-03,27,54.6
2024-05-03T12:30:00Z,2024-05-03,28,54.6
2024-05-03T13:00:00Z,2024-05-03,29,54.6
2024-05-03T13:30:00Z,2024-05-03,30,55.2
2024-05-03T14:00:00Z,2024-05-03,31,55.0
2024-05-03T14:30:00Z,2024-05-03,32,55.01
2024-05-03T15:00:00Z,2024-05-03,33,85.0
2024-05-03T15:30:00Z,2024-05-03,34,102.5
2024-05-03T16:00:00Z,2024-05-03,35,120.0
2024-05-03T16:30:00Z,2024-05-03,36,107.0
2024-05-03T17:00:00Z,2024-05-03,37,107.92
2024-05-03T17:30:00Z,2024-05-03,38,108.95
2024-05-03T18:00:00Z,2024-05-03,39,102.5
2024-05-03T18:30:00Z,2024-05-03,40,108.55
2024-05-03T19:00:00Z,2024-05-03,41,113.0
2024-05-03T19:30:00Z,2024-05-03,42,112.0
2024-05-03T20:00:00Z,2024-05-03,43,107.0
2024-05-03T20:30:00Z,2024-05-03,44,56.21
2024-05-03T21:00:00Z,2024-05-03,45,86.0
2024-05-03T21:30:00Z,2024-05-03,46,86.0
2024-05-03T22:00:00Z,2024-05-03,47,69.83
2024-05-03T22:30:00Z,2024-05-03,48,90.0
2024-05-03T23:00:00Z,2024-05-04,1,90.0
2024-05-03T23:30:00Z,2024-05-04,2,63.2
2024-05-04T00:00:00Z,2024-05-04,3,88.33
2024-05-04T00:30:00Z,2024-05-04,4,86.0
2024-05-04T01:00:00Z,2024-05-04,5,93.0
2024-05-04T01:30:00Z,2024-05-04,6,97.0
2024-05-04T02:00:00Z,2024-05-04,7,56.22
2024-05-04T02:30:00Z,2024-05-04,8,45.25013
2024-05-04T03:00:00Z,2024-05-04,9,69.85
2024-05-04T03:30:00Z,2024-05-04,10,60.0
2024-05-04T04:00:00Z,2024-05-04,11,115.0
2024-05-04T04:30:00Z,2024-05-04,12,101.0
2024-05-04T05:00:00Z,2024-05-04,13,57.01
2024-05-04T05:30:00Z,2024-05-04,14,57.52
2024-05-04T06:00:00Z,2024-05-04,15,72.77
2024-05-04T06:30:00Z,2024-05-04,16,102.0
2024-05-04T07:00:00Z,2024-05-04,17,108.5
2024-05-04T07:30:00Z,2024-05-04,18,94.4
2024-05-04T08:00:00Z,2024-05-04,19,99.0
2024-05-04T08:30:00Z,2024-05-04,20,57.02
2024-05-04T09:00:00Z,2024-05-04,21,57.01
2024-05-04T09:30:00Z,2024-05-04,22,57.0
2024-05-04T10:00:00Z,2024-05-04,23,30.71013
2024-05-04T10:30:00Z,2024-05-04,24,84.75
2024-05-04T11:00:00Z,2024-05-04,25,56.2
2024-05-04T11:30:00Z,2024-05-04,26,84.75
2024-05-04T12:00:00Z,2024-05-04,27,6.23
2024-05-04T12:30:00Z,2024-05-04,28,4.73
2024-05-04T13:00:00Z,2024-05-04,29,84.75
2024-05-04T13:30:00Z,2024-05-04,30,85.0
2024-05-04T14:00:00Z,2024-05-04,31,57.0
2024-05-04T14:30:00Z,2024-05-04,32,49.80778
2024-05-04T15:00:00Z,2024-05-04,33,64.93
2024-05-04T15:30:00Z,2024-05-04,34,64.93
2024-05-04T16:00:00Z,2024-05-04,35,95.0
2024-05-04T16:30:00Z,2024-05-04,36,104.06
2024-05-04T17:00:00Z,2024-05-04,37,57.16
2024-05-04T17:30:00Z,2024-05-04,38,105.0
2024-05-04T18:00:00Z,2024-05-04,39,105.0
2024-05-04T18:30:00Z,2024-05-04,40,107.9988
2024-05-04T19:00:00Z,2024-05-04,41,106.63877
2024-05-04T19:30:00Z,2024-05-04,42,108.0
2024-05-04T20:00:00Z,2024-05-04,43,120.0
2024-05-04T20:30:00Z,2024-05-04,44,120.0
2024-05-04T21:00:00Z,2024-05-04,45,96.0
2024-05-04T21:30:00Z,2024-05-04,46,58.0
2024-05-04T22:00:00Z,2024-05-04,47,58.0
2024-05-04T22:30:00Z,2024-05-04,48,71.54
2024-05-04T23:00:00Z,2024-05-05,1,104.5
2024-05-04T23:30:00Z,2024-05-05,2,70.42
2024-05-05T00:00:00Z,2024-05-05,3,58.01
2024-05-05T00:30:00Z,2024-05-05,4,70.42
2024-05-05T01:00:00Z,2024-05-05,5,75.23
2024-05-05T01:30:00Z,2024-05-05,6,76.11
2024-05-05T02:00:00Z,2024-05-05,7,93.0
2024-05-05T02:30:00Z,2024-05-05,8,73.68
2024-05-05T03:00:00Z,2024-05-05,9,93.0
2024-05-05T03:30:00Z,2024-05-05,10,93.0
2024-05-05T04:00:00Z,2024-05-05,11,58.1
2024-05-05T04:30:00Z,2024-05-05,12,58.06
2024-05-05T05:00:00Z,2024-05-05,13,58.06
2024-05-05T05:30:00Z,2024-05-05,14,68.37
2024-05-05T06:00:00Z,2024-05-05,15,62.5
2024-05-05T06:30:00Z,2024-05-05,16,58.1
2024-05-05T07:00:00Z,2024-05-05,17,58.06
2024-05-05T07:30:00Z,2024-05-05,18,58.06
2024-05-05T08:00:00Z,2024-05-05,19,58.06
2024-05-05T08:30:00Z,2024-05-05,20,58.06
2024-05-05T09:00:00Z,2024-05-05,21,58.1
2024-05-05T09:30:00Z,2024-05-05,22,58.1
2024-05-05T10:00:00Z,2024-05-05,23,58.11
2024-05-05T10:30:00Z,2024-05-05,24,94.0
2024-05-05T11:00:00Z,2024-05-05,25,103.5
2024-05-05T11:30:00Z,2024-05-05,26,96.10028
2024-05-05T12:00:00Z,2024-05-05,27,105.0
2024-05-05T12:30:00Z,2024-05-05,28,104.01
2024-05-05T13:00:00Z,2024-05-05,29,106.6
2024-05-05T13:30:00Z,2024-05-05,30,98.96065
2024-05-05T14:00:00Z,2024-05-05,31,94.5
2024-05-05T14:30:00Z,2024-05-05,32,64.62
2024-05-05T15:00:00Z,2024-05-05,33,58.5
2024-05-05T15:30:00Z,2024-05-05,34,10.0
2024-05-05T16:00:00Z,2024-05-05,35,41.0
2024-05-05T16:30:00Z,2024-05-05,36,52.6
2024-05-05T17:00:00Z,2024-05-05,37,58.6
2024-05-05T17:30:00Z,2024-05-05,38,58.6
2024-05-05T18:00:00Z,2024-05-05,39,58.62
2024-05-05T18:30:00Z,2024-05-05,40,58.65
2024-05-05T19:00:00Z,2024-05-05,41,58.65
2024-05-05T19:30:00Z,2024-05-05,42,58.65
2024-05-05T20:00:00Z,2024-05-05,43,104.0
2024-05-05T20:30:00Z,2024-05-05,44,107.87187
2024-05-05T21:00:00Z,2024-05-05,45,95.00109
2024-05-05T21:30:00Z,2024-05-05,46,96.00016
2024-05-05T22:00:00Z,2024-05-05,47,58.75
2024-05-05T22:30:00Z,2024-05-05,48,76.31
2024-05-05T23:00:00Z,2024-05-06,1,58.75
2024-05-05T23:30:00Z,2024-05-06,2,103.0
2024-05-06T00:00:00Z,2024-05-06,3,105.0
2024-05-06T00:30:00Z,2024-05-06,4,96.00012
2024-05-06T01:00:00Z,2024-05-06,5,62.0
2024-05-06T01:30:00Z,2024-05-06,6,62.0
2024-05-06T02:00:00Z,2024-05-06,7,61.5
2024-05-06T02:30:00Z,2024-05-06,8,59.05
2024-05-06T03:00:00Z,2024-05-06,9,62.0
2024-05-06T03:30:00Z,2024-05-06,10,61.86792
2024-05-06T04:00:00Z,2024-05-06,11,64.37
2024-05-06T04:30:00Z,2024-05-06,12,62.0
2024-05-06T05:00:00Z,2024-05-06,13,64.37
2024-05-06T05:30:00Z,2024-05-06,14,59.0
2024-05-06T06:00:00Z,2024-05-06,15,58.72
2024-05-06T06:30:00Z,2024-05-06,16,58.72
2024-05-06T07:00:00Z,2024-05-06,17,58.72
2024-05-06T07:30:00Z,2024-05-06,18,51.08862
2024-05-06T08:00:00Z,2024-05-06,19,56.13497
2024-05-06T08:30:00Z,2024-05-06,20,58.0
2024-05-06T09:00:00Z,2024-05-06,21,58.75
2024-05-06T09:30:00Z,2024-05-06,22,58.08231
2024-05-06T10:00:00Z,2024-05-06,23,59.11
2024-05-06T10:30:00Z,2024-05-06,24,59.11
2024-05-06T11:00:00Z,2024-05-06,25,59.15
2024-05-06T11:30:00Z,2024-05-06,26,59.15
2024-05-06T12:00:00Z,2024-05-06,27,59.0
2024-05-06T12:30:00Z,2024-05-06,28,83.0
2024-05-06T13:00:00Z,2024-05-06,29,91.54
2024-05-06T13:30:00Z,2024-05-06,30,60.0
2024-05-06T14:00:00Z,2024-05-06,31,92.99
2024-05-06T14:30:00Z,2024-05-06,32,59.5
2024-05-06T15:00:00Z,2024-05-06,33,101.29183
2024-05-06T15:30:00Z,2024-05-06,34,119.0
2024-05-06T16:00:00Z,2024-05-06,35,114.6
2024-05-06T16:30:00Z,2024-05-06,36,113.0
2024-05-06T17:00:00Z,2024-05-06,37,114.6
2024-05-06T17:30:00Z,2024-05-06,38,114.6
2024-05-06T18:00:00Z,2024-05-06,39,114.6
2024-05-06T18:30:00Z,2024-05-06,40,114.6
2024-05-06T19:00:00Z,2024-05-06,41,80.61
2024-05-06T19:30:00Z,2024-05-06,42,90.28983
2024-05-06T20:00:00Z,2024-05-06,43,60.05
2024-05-06T20:30:00Z,2024-05-06,44,60.15
2024-05-06T21:00:00Z,2024-05-06,45,60.16
2024-05-06T21:30:00Z,2024-05-06,46,60.16
2024-05-06T22:00:00Z,2024-05-06,47,60.16
2024-05-06T22:30:00Z,2024-05-06,48,60.3
2024-05-06T23:00:00Z,2024-05-07,1,60.3
2024-05-06T23:30:00Z,2024-05-07,2,60.3
2024-05-07T00:00:00Z,2024-05-07,3,60.3
2024-05-07T00:30:00Z,2024-05-07,4,60.3
2024-05-07T01:00:00Z,2024-05-07,5,60.3
2024-05-07T01:30:00Z,2024-05-07,6,60.6
2024-05-07T02:00:00Z,2024-05-07,7,60.65
2024-05-07T02:30:00Z,2024-05-07,8,60.6
2024-05-07T03:00:00Z,2024-05-07,9,60.56
2024-05-07T03:30:00Z,2024-05-07,10,60.56
2024-05-07T04:00:00Z,2024-05-07,11,60.6
2024-05-07T04:30:00Z,2024-05-07,12,60.6
2024-05-07T05:00:00Z,2024-05-07,13,60.8
2024-05-07T05:30:00Z,2024-05-07,14,61.5
2024-05-07T06:00:00Z,2024-05-07,15,94.0
2024-05-07T06:30:00Z,2024-05-07,16,94.0
2024-05-07T07:00:00Z,2024-05-07,17,94.0
2024-05-07T07:30:00Z,2024-05-07,18,94.0
2024-05-07T08:00:00Z,2024-05-07,19,60.75
2024-05-07T08:30:00Z,2024-05-07,20,48.71
2024-05-07T09:00:00Z,2024-05-07,21,39.0
2024-05-07T09:30:00Z,2024-05-07,22,60.95
2024-05-07T10:00:00Z,2024-05-07,23,85.5
2024-05-07T10:30:00Z,2024-05-07,24,85.5
2024-05-07T11:00:00Z,2024-05-07,25,60.75
2024-05-07T11:30:00Z,2024-05-07,26,60.74161
2024-05-07T12:00:00Z,2024-05-07,27,60.7
2024-05-07T12:30:00Z,2024-05-07,28,60.7
2024-05-07T13:00:00Z,2024-05-07,29,60.8
2024-05-07T13:30:00Z,2024-05-07,30,60.0
2024-05-07T14:00:00Z,2024-05-07,31,11.0
2024-05-07T14:30:00Z,2024-05-07,32,58.76
2024-05-07T15:00:00Z,2024-05-07,33,60.95
2024-05-07T15:30:00Z,2024-05-07,34,60.95
2024-05-07T16:00:00Z,2024-05-07,35,60.95
2024-05-07T16:30:00Z,2024-05-07,36,60.0
2024-05-07T17:00:00Z,2024-05-07,37,99.0
2024-05-07T17:30:00Z,2024-05-07,38,66.74
2024-05-07T18:00:00Z,2024-05-07,39,63.0
2024-05-07T18:30:00Z,2024-05-07,40,61.0
2024-05-07T19:00:00Z,2024-05-07,41,60.95
2024-05-07T19:30:00Z,2024-05-07,42,95.1
2024-05-07T20:00:00Z,2024-05-07,43,95.00023
2024-05-07T20:30:00Z,2024-05-07,44,61.01
2024-05-07T21:00:00Z,2024-05-07,45,61.0
2024-05-07T21:30:00Z,2024-05-07,46,61.0
2024-05-07T22:00:00Z,2024-05-07,47,61.17
2024-05-07T22:30:00Z,2024-05-07,48,73.93
2024-05-07T23:00:00Z,2024-05-08,1,74.94
2024-05-07T23:30:00Z,2024-05-08,2,61.17
2024-05-08T00:00:00Z,2024-05-08,3,84.0
2024-05-08T00:30:00Z,2024-05-08,4,84.0
2024-05-08T01:00:00Z,2024-05-08,5,84.0
2024-05-08T01:30:00Z,2024-05-08,6,61.17
2024-05-08T02:00:00Z,2024-05-08,7,69.55
2024-05-08T02:30:00Z,2024-05-08,8,68.21
2024-05-08T03:00:00Z,2024-05-08,9,69.41
2024-05-08T03:30:00Z,2024-05-08,10,95.0
2024-05-08T04:00:00Z,2024-05-08,11,59.1
2024-05-08T04:30:00Z,2024-05-08,12,59.1
2024-05-08T05:00:00Z,2024-05-08,13,60.0
2024-05-08T05:30:00Z,2024-05-08,14,60.9
2024-05-08T06:00:00Z,2024-05-08,15,60.0
2024-05-08T06:30:00Z,2024-05-08,16,60.0
2024-05-08T07:00:00Z,2024-05-08,17,107.0
2024-05-08T07:30:00Z,2024-05-08,18,60.5
2024-05-08T08:00:00Z,2024-05-08,19,107.0
2024-05-08T08:30:00Z,2024-05-08,20,56.0
2024-05-08T09:00:00Z,2024-05-08,21,54.27
2024-05-08T09:30:00Z,2024-05-08,22,47.05
2024-05-08T10:00:00Z,2024-05-08,23,56.75
2024-05-08T10:30:00Z,2024-05-08,24,52.1
2024-05-08T11:00:00Z,2024-05-08,25,47.0
2024-05-08T11:30:00Z,2024-05-08,26,36.0
2024-05-08T12:00:00Z,2024-05-08,27,36.0
2024-05-08T12:30:00Z,2024-05-08,28,57.5
2024-05-08T13:00:00Z,2024-05-08,29,47.5
2024-05-08T13:30:00Z,2024-05-08,30,47.5
2024-05-08T14:00:00Z,2024-05-08,31,53.0
2024-05-08T14:30:00Z,2024-05-08,32,58.9
2024-05-08T15:00:00Z,2024-05-08,33,57.55
2024-05-08T15:30:00Z,2024-05-08,34,11.0
2024-05-08T16:00:00Z,2024-05-08,35,25.0
2024-05-08T16:30:00Z,2024-05-08,36,67.54
2024-05-08T17:00:00Z,2024-05-08,37,70.94
2024-05-08T17:30:00Z,2024-05-08,38,106.0
2024-05-08T18:00:00Z,2024-05-08,39,106.0
2024-05-08T18:30:00Z,2024-05-08,40,105.0
2024-05-08T19:00:00Z,2024-05-08,41,106.0
2024-05-08T19:30:00Z,2024-05-08,42,58.9
2024-05-08T20:00:00Z,2024-05-08,43,0.0
2024-05-08T20:30:00Z,2024-05-08,44,48.37495
2024-05-08T21:00:00Z,2024-05-08,45,55.0
2024-05-08T21:30:00Z,2024-05-08,46,81.0
2024-05-08T22:00:00Z,2024-05-08,47,85.0
2024-05-08T22:30:00Z,2024-05-08,48,85.0
2024-05-08T23:00:00Z,2024-05-09,1,85.0
2024-05-08T23:30:00Z,2024-05-09,2,58.9
2024-05-09T00:00:00Z,2024-05-09,3,84.0
2024-05-09T00:30:00Z,2024-05-09,4,79.0
2024-05-09T01:00:00Z,2024-05-09,5,30.0
2024-05-09T01:30:00Z,2024-05-09,6,0.0
2024-05-09T02:00:00Z,2024-05-09,7,79.0
2024-05-09T02:30:00Z,2024-05-09,8,84.0
2024-05-09T03:00:00Z,2024-05-09,9,79.0
2024-05-09T03:30:00Z,2024-05-09,10,60.0
2024-05-09T04:00:00Z,2024-05-09,11,60.0
2024-05-09T04:30:00Z,2024-05-09,12,57.0
2024-05-09T05:00:00Z,2024-05-09,13,55.0
2024-05-09T05:30:00Z,2024-05-09,14,10.0
2024-05-09T06:00:00Z,2024-05-09,15,54.83
2024-05-09T06:30:00Z,2024-05-09,16,59.0
2024-05-09T07:00:00Z,2024-05-09,17,59.0
2024-05-09T07:30:00Z,2024-05-09,18,55.0
2024-05-09T08:00:00Z,2024-05-09,19,53.0
2024-05-09T08:30:00Z,2024-05-09,20,53.0
2024-05-09T09:00:00Z,2024-05-09,21,54.83
2024-05-09T09:30:00Z,2024-05-09,22,25.0
2024-05-09T10:00:00Z,2024-05-09,23,82.6
2024-05-09T10:30:00Z,2024-05-09,24,57.0
2024-05-09T11:00:00Z,2024-05-09,25,57.1
2024-05-09T11:30:00Z,2024-05-09,26,59.0
2024-05-09T12:00:00Z,2024-05-09,27,57.0
2024-05-09T12:30:00Z,2024-05-09,28,57.0
2024-05-09T13:00:00Z,2024-05-09,29,57.0
2024-05-09T13:30:00Z,2024-05-09,30,59.0
2024-05-09T14:00:00Z,2024-05-09,31,57.05
2024-05-09T14:30:00Z,2024-05-09,32,57.05
2024-05-09T15:00:00Z,2024-05-09,33,57.05
2024-05-09T15:30:00Z,2024-05-09,34,57.05
2024-05-09T16:00:00Z,2024-05-09,35,57.05
2024-05-09T16:30:00Z,2024-05-09,36,59.0
2024-05-09T17:00:00Z,2024-05-09,37,59.8
2024-05-09T17:30:00Z,2024-05-09,38,105.0
2024-05-09T18:00:00Z,2024-05-09,39,74.68003
2024-05-09T18:30:00Z,2024-05-09,40,110.0
2024-05-09T19:00:00Z,2024-05-09,41,104.8
2024-05-09T19:30:00Z,2024-05-09,42,80.0
2024-05-09T20:00:00Z,2024-05-09,43,100.0
2024-05-09T20:30:00Z,2024-05-09,44,104.5
2024-05-09T21:00:00Z,2024-05-09,45,94.0
2024-05-09T21:30:00Z,2024-05-09,46,88.0
2024-05-09T22:00:00Z,2024-05-09,47,98.00038
2024-05-09T22:30:00Z,2024-05-09,48,99.0
2024-05-09T23:00:00Z,2024-05-10,1,59.85
2024-05-09T23:30:00Z,2024-05-10,2,59.85
2024-05-10T00:00:00Z,2024-05-10,3,59.8
2024-05-10T00:30:00Z,2024-05-10,4,59.8
2024-05-10T01:00:00Z,2024-05-10,5,59.8
2024-05-10T01:30:00Z,2024-05-10,6,59.8
2024-05-10T02:00:00Z,2024-05-10,7,59.85
2024-05-10T02:30:00Z,2024-05-10,8,59.85
2024-05-10T03:00:00Z,2024-05-10,9,59.85
2024-05-10T03:30:00Z,2024-05-10,10,59.85
2024-05-10T04:00:00Z,2024-05-10,11,59.85
2024-05-10T04:30:00Z,2024-05-10,12,59.8
2024-05-10T05:00:00Z,2024-05-10,13,59.8
2024-05-10T05:30:00Z,2024-05-10,14,59.85
2024-05-10T06:00:00Z,2024-05-10,15,58.9
2024-05-10T06:30:00Z,2024-05-10,16,59.85
2024-05-10T07:00:00Z,2024-05-10,17,99.0
2024-05-10T07:30:00Z,2024-05-10,18,82.62
2024-05-10T08:00:00Z,2024-05-10,19,99.0
2024-05-10T08:30:00Z,2024-05-10,20,90.0
2024-05-10T09:00:00Z,2024-05-10,21,59.85
2024-05-10T09:30:00Z,2024-05-10,22,58.9
2024-05-10T10:00:00Z,2024-05-10,23,59.8
2024-05-10T10:30:00Z,2024-05-10,24,55.0
2024-05-10T11:00:00Z,2024-05-10,25,55.0
2024-05-10T11:30:00Z,2024-05-10,26,55.0
2024-05-10T12:00:00Z,2024-05-10,27,55.0
2024-05-10T12:30:00Z,2024-05-10,28,54.26
2024-05-10T13:00:00Z,2024-05-10,29,0.0
2024-05-10T13:30:00Z,2024-05-10,30,56.7
2024-05-10T14:00:00Z,2024-05-10,31,56.7
2024-05-10T14:30:00Z,2024-05-10,32,58.21799
2024-05-10T15:00:00Z,2024-05-10,33,57.5
2024-05-10T15:30:00Z,2024-05-10,34,58.65
2024-05-10T16:00:00Z,2024-05-10,35,65.0
2024-05-10T16:30:00Z,2024-05-10,36,58.92
2024-05-10T17:00:00Z,2024-05-10,37,65.0
2024-05-10T17:30:00Z,2024-05-10,38,77.75
2024-05-10T18:00:00Z,2024-05-10,39,79.38
2024-05-10T18:30:00Z,2024-05-10,40,79.13
2024-05-10T19:00:00Z,2024-05-10,41,79.23
2024-05-10T19:30:00Z,2024-05-10,42,65.0
2024-05-10T20:00:00Z,2024-05-10,43,99.42
2024-05-10T20:30:00Z,2024-05-10,44,91.75
2024-05-10T21:00:00Z,2024-05-10,45,91.5
2024-05-10T21:30:00Z,2024-05-10,46,88.0
2024-05-10T22:00:00Z,2024-05-10,47,88.0
2024-05-10T22:30:00Z,2024-05-10,48,109.5
2024-05-10T23:00:00Z,2024-05-11,1,104.0
2024-05-10T23:30:00Z,2024-05-11,2,105.97818
2024-05-11T00:00:00Z,2024-05-11,3,95.0
2024-05-11T00:30:00Z,2024-05-11,4,92.0
2024-05-11T01:00:00Z,2024-05-11,5,65.06
2024-05-11T01:30:00Z,2024-05-11,6,62.0
2024-05-11T02:00:00Z,2024-05-11,7,57.0
2024-05-11T02:30:00Z,2024-05-11,8,56.0
2024-05-11T03:00:00Z,2024-05-11,9,58.78
2024-05-11T03:30:00Z,2024-05-11,10,60.57067
2024-05-11T04:00:00Z,2024-05-11,11,87.0
2024-05-11T04:30:00Z,2024-05-11,12,91.99978
2024-05-11T05:00:00Z,2024-05-11,13,87.37743
2024-05-11T05:30:00Z,2024-05-11,14,102.57997
